PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
k,cr300c,cr900f,,8s2d5hQh8hAd6hQc,-300|300,sturc.martin.2,DeepStack 
r300f,,,,6h3sAh8c,-100|100,sturc.martin.4,DeepStack 
f,,,,8c9c6s3c,50|-50,DeepStack,sturc.martin.3 
k,cr200c,cr400f,,2sJhAh2hJdAcKdTc,-200|200,sturc.martin.1,DeepStack 
r300f,,,,7d4h6sKh,-100|100,sturc.martin.3,DeepStack 
r300c,k,k,k,9dQcTcKh2c3s5c2d7d,-300|300,DeepStack,sturc.martin.4 
f,,,,3h7s6sTh,50|-50,DeepStack,sturc.martin.3 
r300c,cr600f,,,Th8dKc2c7cQc2d,-300|300,DeepStack,sturc.martin.2 
r200f,,,,2dKsQh9h,-100|100,sturc.martin.3,DeepStack 
f,,,,QsJs3d6c,50|-50,DeepStack,sturc.martin.3 
r300c,k,k,k,4c4s6hTsAdQs9dQhQd,300|-300,sturc.martin.3,DeepStack 
r200f,,,,2s3h7hQc,-100|100,sturc.martin.2,DeepStack 
r300c,cr600f,,,Qc3cQd6s5hTh4d,-300|300,sturc.martin.4,DeepStack 
r300f,,,,5dTs5c4d,-100|100,DeepStack,sturc.martin.1 
f,,,,9c5s3d7d,50|-50,DeepStack,sturc.martin.3 
f,,,,2c9c2d4h,50|-50,sturc.martin.3,DeepStack 
f,,,,KsJd7s4h,50|-50,DeepStack,sturc.martin.3 
r300c,cr600c,k,r1200r3000c,8s7d5s9s5d8c3s2s6s,-3000|3000,DeepStack,sturc.martin.2 
r300c,cr900f,,,AhThKdJsJd8s7s,-300|300,sturc.martin.1,DeepStack 
r300r600c,k,k,k,AdThKs5h9h7c9s7d2h,600|-600,sturc.martin.3,DeepStack 
r300f,,,,Qh5d7dAc,-100|100,DeepStack,sturc.martin.4 
r300f,,,,4c7h8s5c,-100|100,sturc.martin.4,DeepStack 
f,,,,4sKd3s2d,50|-50,DeepStack,sturc.martin.3 
k,cr200f,,,8hKc6h7d6sQd7c,-100|100,sturc.martin.3,DeepStack 
r300c,k,k,r600f,6hKdJhQd6c9h3c9c2c,300|-300,DeepStack,sturc.martin.4 
r300c,k,k,cr750c,4sAdTdKs8sAh6hKd9c,750|-750,DeepStack,sturc.martin.1 
r300r900f,,,,JdKdQsTd,300|-300,DeepStack,sturc.martin.3 
r300f,,,,3hKc5h5c,-100|100,sturc.martin.2,DeepStack 
r200c,cr400f,,,2dAc9h8d6c7s8s,-200|200,sturc.martin.3,DeepStack 
r300f,,,,2c5s7cKd,-100|100,DeepStack,sturc.martin.2 
k,cr300c,k,r600c,4hQd7c8d2dTs6hAh7d,-600|600,sturc.martin.1,DeepStack 
k,k,r300c,r2400f,6s4c3s6h5c3cAs2d8d,300|-300,sturc.martin.4,DeepStack 
r200c,cr400c,k,r1200f,7h6hJc8h6cQd2h6d4d,400|-400,sturc.martin.2,DeepStack 
f,,,,4s6h5s9h,50|-50,DeepStack,sturc.martin.3 
r200r600f,,,,8s7d6h5c,200|-200,sturc.martin.3,DeepStack 
f,,,,7sQd5sKc,50|-50,DeepStack,sturc.martin.3 
r300c,k,cr600c,cr1200f,6dAhJh4c5c5s2cTdTs,-600|600,DeepStack,sturc.martin.1 
k,cr200f,,,3sKhQc8c8s2d8h,-100|100,sturc.martin.3,DeepStack 
f,,,,AcKc3cQs,50|-50,DeepStack,sturc.martin.4 
r200f,,,,8h3sAd6d,-100|100,sturc.martin.4,DeepStack 
f,,,,2dTd4h3s,50|-50,DeepStack,sturc.martin.2 
f,,,,Ts8s5d8h,50|-50,DeepStack,sturc.martin.3 
k,cr300c,r600c,r1500f,Jh4c9hTdJs5d2s8c2d,600|-600,sturc.martin.1,DeepStack 
r300f,,,,5dQhAs6c,-100|100,DeepStack,sturc.martin.4 
r300c,k,cr600c,k,9dKcTc4cKd6s4d6cQh,600|-600,sturc.martin.2,DeepStack 
r300c,cr600f,,,JsTcJc4d8c3dAc,-300|300,sturc.martin.3,DeepStack 
r300f,,,,4s9d2dAd,-100|100,sturc.martin.4,DeepStack 
f,,,,6dKd2sTh,50|-50,DeepStack,sturc.martin.3 
r300f,,,,7sJhKs4h,-100|100,sturc.martin.3,DeepStack 
r300f,,,,Jc4sQdKs,-100|100,DeepStack,sturc.martin.4 
r300c,cr600c,k,k,As9h3h3c8s2cTd2hQs,-600|600,DeepStack,sturc.martin.3 
r300f,,,,3sJc7hAh,-100|100,DeepStack,sturc.martin.1 
r300f,,,,3d4hJd3c,-100|100,DeepStack,sturc.martin.2 
f,,,,Ah2d8d2s,50|-50,sturc.martin.4,DeepStack 
r300f,,,,4s2s7sKd,-100|100,sturc.martin.1,DeepStack 
k,cr200r300c,r600f,,2s8c4s6dAd2c8hJs,300|-300,sturc.martin.2,DeepStack 
f,,,,8sTs7d5c,50|-50,DeepStack,sturc.martin.4 
f,,,,3c5h3d7h,50|-50,DeepStack,sturc.martin.1 
k,k,k,r300c,8c9h8hAc9sJc4hKc8d,300|-300,sturc.martin.3,DeepStack 
r300c,cr600c,k,r1500f,Td8d4h5h9dKh8sJsQd,600|-600,sturc.martin.1,DeepStack 
r300f,,,,8h4cAsTh,-100|100,sturc.martin.4,DeepStack 
r300c,cr600c,cr1200f,,8hQs7c6d3dJs9c5c,-600|600,DeepStack,sturc.martin.2 
r300f,,,,2dJh9s9d,-100|100,DeepStack,sturc.martin.3 
f,,,,KhTh3h6h,50|-50,DeepStack,sturc.martin.4 
r200f,,,,4h9c7d5c,-100|100,sturc.martin.3,DeepStack 
r300f,,,,6s4c7dKc,-100|100,sturc.martin.4,DeepStack 
r300f,,,,6s2cJh4d,-100|100,sturc.martin.2,DeepStack 
r300f,,,,3sJc7dKs,-100|100,DeepStack,sturc.martin.1 
r300r900c,k,k,k,Js9s5hAs8dAd6d6sJc,-900|900,DeepStack,sturc.martin.3 
f,,,,7s2d3s6s,50|-50,DeepStack,sturc.martin.4 
r300r900f,,,,JsJd6c5s,300|-300,sturc.martin.1,DeepStack 
r300c,k,cr600f,,9hKsJsKh4sAc5dJd,-300|300,DeepStack,sturc.martin.2 
k,k,k,k,6d7sTh6sTcQsJd7d5d,-100|100,sturc.martin.4,DeepStack 
f,,,,4h4c2d6s,50|-50,sturc.martin.3,DeepStack 
r300r900r2400c,cr4300f,,,9hAh6d4dQcTcTh,-2400|2400,DeepStack,sturc.martin.1 
r300r600c,r1200f,,,QdJd9cTsJhKc9s,600|-600,DeepStack,sturc.martin.3 
k,k,k,k,3cJs2dKd8d8hTs6s3s,100|-100,sturc.martin.2,DeepStack 
r300f,,,,Qc3h2sKd,-100|100,sturc.martin.3,DeepStack 
k,cr300f,,,2d4sJd2sTs4c7s,-100|100,sturc.martin.1,DeepStack 
f,,,,Ts6d3hJs,50|-50,DeepStack,sturc.martin.3 
cr300c,r600c,k,k,8s9d6cKhKcJd7d4d3c,-600|600,DeepStack,sturc.martin.4 
r200c,cr400c,cr800r2400f,,Ad3s5sQc4h5d2d8s,800|-800,sturc.martin.3,DeepStack 
r300c,k,r600r1400c,cr2800c,9cAhTdAcTcJsQcKd3c,0|0,DeepStack,sturc.martin.2 
r300f,,,,3d9h3sKd,-100|100,DeepStack,sturc.martin.1 
f,,,,3c4d3sQd,50|-50,DeepStack,sturc.martin.3 
r300f,,,,9c6s7cKh,-100|100,sturc.martin.3,DeepStack 
r300r900c,k,r1800r5400f,,Ah6dTsThAcTd8s9h,-1800|1800,sturc.martin.1,DeepStack 
r300c,k,r600f,,2cQcThKd5s4hJh2d,300|-300,DeepStack,sturc.martin.3 
k,k,r200c,r400c,Kc5s9h7h9dKhTh2d3s,400|-400,sturc.martin.2,DeepStack 
k,cr300f,,,3d2h8cJc3cTs6s,-100|100,sturc.martin.4,DeepStack 
f,,,,5c8c8d2h,50|-50,sturc.martin.3,DeepStack 
f,,,,5hQc5cTh,50|-50,DeepStack,sturc.martin.3 
r300c,cr600r1800f,,,4sQs9sQd6d2s5s,600|-600,DeepStack,sturc.martin.1 
f,,,,7sTd8c3d,50|-50,DeepStack,sturc.martin.4 
r200f,,,,9s2h4h4s,-100|100,sturc.martin.3,DeepStack 
r300f,,,,6d2hJsQs,-100|100,DeepStack,sturc.martin.2 
r300c,cr600f,,,9d2d2h4h7s6cTh,-300|300,DeepStack,sturc.martin.3 
r300f,,,,3dQcJsTc,-100|100,sturc.martin.2,DeepStack 
r300f,,,,Qc2dAh9d,-100|100,sturc.martin.4,DeepStack 
r200c,k,k,k,6c9hAh7hJdTh5cJh6d,200|-200,sturc.martin.1,DeepStack 
r300r900f,,,,6c6dQh8d,300|-300,DeepStack,sturc.martin.2 
r300f,,,,Jc8hTd6d,-100|100,sturc.martin.3,DeepStack 
f,,,,Kd9h4c7s,50|-50,DeepStack,sturc.martin.4 
r300f,,,,6sJdKh7h,-100|100,sturc.martin.2,DeepStack 
f,,,,Jc4s7sTc,50|-50,DeepStack,sturc.martin.3 
r300c,k,k,k,7h9cAc7d3cJs6hJdQh,-300|300,DeepStack,sturc.martin.1 
r300c,k,r750c,r20000f,5s6sTh8s6c6h5c8h7d,750|-750,sturc.martin.3,DeepStack 
f,,,,3sQh2c8s,50|-50,DeepStack,sturc.martin.2 
r300c,r600f,,,Ah5dTh7h3cAs6s,300|-300,sturc.martin.4,DeepStack 
r300f,,,,6d3s7cAh,-100|100,DeepStack,sturc.martin.4 
f,,,,5h6c2c3d,50|-50,DeepStack,sturc.martin.3 
f,,,,QcJd2s6c,50|-50,sturc.martin.1,DeepStack 
r300c,k,k,k,QcJsKc4sAc5h2h4d3d,0|0,sturc.martin.2,DeepStack 
r300f,,,,Qc5sKd5c,-100|100,DeepStack,sturc.martin.1 
r300c,cr900c,cr1800f,,QdTs8h8dAh8s8c4h,-900|900,sturc.martin.1,DeepStack 
f,,,,Ts4d2d7s,50|-50,sturc.martin.3,DeepStack 
f,,,,6c8sTh5d,50|-50,DeepStack,sturc.martin.3 
r300c,k,cr600f,,Ks8s4c7s6c7dTc3d,-300|300,sturc.martin.4,DeepStack 
r300f,,,,6d9sKd7s,-100|100,sturc.martin.3,DeepStack 
r300c,k,k,r600f,Ac5s8hKhAs2d4hJd3h,300|-300,DeepStack,sturc.martin.2 
f,,,,Ah8h2c7s,50|-50,DeepStack,sturc.martin.3 
r200r700f,,,,AsJd5d4c,200|-200,sturc.martin.3,DeepStack 
r300r900c,r1800c,r3600f,,7s7cQhAh5sTh2c9d,1800|-1800,DeepStack,sturc.martin.3 
r300c,cr600f,,,8hJd3cAh3h3s4h,-300|300,DeepStack,sturc.martin.1 
f,,,,KhAs8h6s,50|-50,DeepStack,sturc.martin.4 
r300f,,,,6d3cJd9s,-100|100,sturc.martin.2,DeepStack 
r300r900c,r1800c,k,r20000f,Jc6c2cQc4dAhQsTcKd,1800|-1800,sturc.martin.3,DeepStack 
cr500c,k,cr1000f,,7h7cJdQs9dKs2sAs,-500|500,sturc.martin.1,DeepStack 
r300r900c,k,k,r1800f,9dTh6d5h6hAsKdJd7c,900|-900,DeepStack,sturc.martin.2 
r200c,k,k,r300f,2d3d5h6d4c3sKsTd8h,200|-200,sturc.martin.4,DeepStack 
k,k,k,r200r1000f,2c9d4h4d3hQd7c3c4c,-200|200,sturc.martin.2,DeepStack 
f,,,,AcAs2s9d,50|-50,DeepStack,sturc.martin.3 
r300c,k,k,cr400c,As2s2h6hJd8c7cQh7h,400|-400,DeepStack,sturc.martin.1 
r200f,,,,Jh5cKdQc,-100|100,sturc.martin.3,DeepStack 
r300r900c,r1800c,r5400c,k,Qs9sAd5h8s6dAhTd4c,-5400|5400,DeepStack,sturc.martin.3 
f,,,,5d3dJh2d,50|-50,DeepStack,sturc.martin.4 
r300c,cr600f,,,9hKhTsAc8c4s2c,-300|300,sturc.martin.4,DeepStack 
k,k,k,cr200f,Jh4hKs3cAh7cKd2h2c,-100|100,sturc.martin.3,DeepStack 
r300c,k,k,k,Ks2sKc7sJdQh5h5d8s,0|0,DeepStack,sturc.martin.3 
r300c,k,r900f,,5d2d9c9s5s3sJdAc,300|-300,DeepStack,sturc.martin.4 
k,k,k,k,8sKcKh6s8c4dQdAdAs,100|-100,sturc.martin.3,DeepStack 
r300c,k,k,k,2h2c9dKd8sAdQs8dTs,300|-300,sturc.martin.4,DeepStack 
r300f,,,,5s2c7dKh,-100|100,DeepStack,sturc.martin.3 
r300f,,,,2d5cKs4h,-100|100,sturc.martin.3,DeepStack 
r300f,,,,4s6hAhKh,-100|100,DeepStack,sturc.martin.3 
r200c,cr400c,k,k,9sTh9d5dQc5sTdQsJs,400|-400,sturc.martin.3,DeepStack 
r300f,,,,3s9c2hQh,-100|100,DeepStack,sturc.martin.3 
f,,,,QhAd2dJh,50|-50,DeepStack,sturc.martin.4 
k,cr200f,,,2h3c4cJc6sTh7s,-100|100,sturc.martin.3,DeepStack 
k,cr200f,,,Ad5d6h3dJsTd7s,-100|100,sturc.martin.4,DeepStack 
r300f,,,,Ks2d9c9h,-100|100,DeepStack,sturc.martin.3 
r300f,,,,Qs7c3sQc,-100|100,sturc.martin.3,DeepStack 
r300f,,,,6d4s9dAc,-100|100,DeepStack,sturc.martin.3 
r300c,cr900f,,,3dQdQh4s3s8d4h,-300|300,sturc.martin.3,DeepStack 
f,,,,9d6s9s6h,50|-50,DeepStack,sturc.martin.4 
f,,,,6c5cQd8s,50|-50,DeepStack,sturc.martin.3 
r200r700f,,,,JsAhKc8s,200|-200,sturc.martin.4,DeepStack 
k,cr300c,k,k,JcQc9c5hJd4hQsKd9s,300|-300,sturc.martin.3,DeepStack 
r300r600c,k,cr1200c,k,KsTc6cJc2hAd7d3h9c,1200|-1200,DeepStack,sturc.martin.3 
f,,,,6cAcJc3h,50|-50,DeepStack,sturc.martin.4 
r300f,,,,2sThQd6d,-100|100,sturc.martin.4,DeepStack 
f,,,,8c8s2s9c,50|-50,sturc.martin.3,DeepStack 
f,,,,QhTh5s3c,50|-50,DeepStack,sturc.martin.4 
r300f,,,,Kd2hJs9s,-100|100,DeepStack,sturc.martin.3 
r200f,,,,3s2hJdTd,-100|100,sturc.martin.3,DeepStack 
r300f,,,,7c9sJsJd,-100|100,sturc.martin.4,DeepStack 
r300f,,,,6d2h9hAc,-100|100,DeepStack,sturc.martin.3 
k,k,k,k,3h7h2d2h8dKsJh5h6s,-100|100,sturc.martin.3,DeepStack 
f,,,,8h5h2hJs,50|-50,DeepStack,sturc.martin.2 
r300c,k,k,k,Qh8s2c2s6d5dTsJs3d,-300|300,sturc.martin.1,DeepStack 
f,,,,KdQc5dJc,50|-50,DeepStack,sturc.martin.4 
f,,,,6sAs9d3s,50|-50,DeepStack,sturc.martin.3 
cr500f,,,,4cKcTs3c,100|-100,sturc.martin.2,DeepStack 
cr500f,,,,KdJc2sQd,100|-100,sturc.martin.3,DeepStack 
r300f,,,,5sTh8s6h,-100|100,sturc.martin.4,DeepStack 
f,,,,Qs9d8cTd,50|-50,DeepStack,sturc.martin.3 
k,cr300f,,,6s5sJd2hTd9dJh,-100|100,sturc.martin.3,DeepStack 
f,,,,ThJs3h8d,50|-50,DeepStack,sturc.martin.2 
r300c,cr600f,,,5cTcKs8s8h8d6h,-300|300,DeepStack,sturc.martin.1 
f,,,,6sJd6d3h,50|-50,DeepStack,sturc.martin.4 
r200f,,,,3c7d8hTc,-100|100,sturc.martin.2,DeepStack 
f,,,,9d4s6s4c,50|-50,DeepStack,sturc.martin.3 
cr500f,,,,AhJc2dQs,100|-100,sturc.martin.1,DeepStack 
r300f,,,,3s7hAhTh,-100|100,sturc.martin.3,DeepStack 
r300r900f,,,,KsAdKc5d,300|-300,DeepStack,sturc.martin.2 
r300f,,,,Jd2sQcAh,-100|100,DeepStack,sturc.martin.1 
k,k,r250f,,As8hJs2d7hTsTh9h,100|-100,sturc.martin.4,DeepStack 
r300c,k,k,k,6sKhThAhQsQd5s7h4h,-300|300,DeepStack,sturc.martin.3 
r300f,,,,6dQsAsJs,-100|100,sturc.martin.1,DeepStack 
r200r700f,,,,TsTh7hKc,200|-200,sturc.martin.2,DeepStack 
r300c,cr600f,,,4s7s8cAd6h9d2d,-300|300,DeepStack,sturc.martin.1 
r300c,cr600f,,,5d6sTs7dJdTh4c,-300|300,DeepStack,sturc.martin.2 
r200f,,,,4c2h4hKc,-100|100,sturc.martin.3,DeepStack 
f,,,,5d9d3h7d,50|-50,DeepStack,sturc.martin.3 
r200f,,,,6sJc5dAs,-100|100,sturc.martin.3,DeepStack 
k,cr300c,r750r1500c,k,8cTdQs7hAs8s5hTs6s,-1500|1500,sturc.martin.1,DeepStack 
r300r900c,k,r2700f,,QsQd9d9s6dKdJs5s,900|-900,DeepStack,sturc.martin.4 
f,,,,7h7sTd2d,50|-50,DeepStack,sturc.martin.3 
r300f,,,,5s4hJs9d,-100|100,sturc.martin.2,DeepStack 
k,k,cr200c,cr600f,8c3cJsTd5s6c4h6hJc,-200|200,sturc.martin.3,DeepStack 
r300c,k,r900f,,6hQh3dKdTc7hTh5s,300|-300,DeepStack,sturc.martin.2 
r300f,,,,Qh4dAh8c,-100|100,DeepStack,sturc.martin.1 
r300r900r2700c,k,k,k,KsAs9dJdTh2s2h3hQd,2700|-2700,sturc.martin.2,DeepStack 
r300f,,,,2c4hKdTc,-100|100,DeepStack,sturc.martin.3 
r300c,k,r600c,r1500f,Qh6hAs5cQc3c3s9d6c,600|-600,sturc.martin.1,DeepStack 
k,k,k,cr300f,4h8s9h4d5hJdJs2c3h,-100|100,sturc.martin.3,DeepStack 
r300c,cr600f,,,2sJsQcJc4s8dQd,-300|300,DeepStack,sturc.martin.2 
r300f,,,,Jd4cTs8c,-100|100,DeepStack,sturc.martin.1 
r300f,,,,Qh2h3c2c,-100|100,sturc.martin.4,DeepStack 
k,k,cr300c,k,3s2h6c7hAc5s3c6h7c,-300|300,sturc.martin.1,DeepStack 
r300f,,,,4c2h6h5c,-100|100,sturc.martin.2,DeepStack 
r300c,k,k,k,9cQhKd7d6hAs2h7sTd,-300|300,DeepStack,sturc.martin.3 
f,,,,9cAh3h9h,50|-50,DeepStack,sturc.martin.4 
f,,,,6c2s5s3d,50|-50,DeepStack,sturc.martin.2 
r300c,cr900c,cr2700f,,4s4dJdJh7d5c2s9h,-900|900,sturc.martin.2,DeepStack 
f,,,,Ts7d2dTc,50|-50,DeepStack,sturc.martin.1 
f,,,,3h4h9h2d,50|-50,sturc.martin.4,DeepStack 
r200f,,,,2s7cAcAd,-100|100,sturc.martin.1,DeepStack 
f,,,,9dTs2d7h,50|-50,sturc.martin.3,DeepStack 
r300f,,,,7dJc6sKc,-100|100,DeepStack,sturc.martin.1 
r300f,,,,5h7d8s9d,-100|100,DeepStack,sturc.martin.4 
r300f,,,,8c6h9hKs,-100|100,DeepStack,sturc.martin.3 
f,,,,4c9s8c2h,50|-50,DeepStack,sturc.martin.2 
cr500f,,,,8dQh6d8s,100|-100,sturc.martin.1,DeepStack 
r300c,cr600c,k,r1500f,7s9c7hKs9h2s2cAh7c,600|-600,sturc.martin.2,DeepStack 
f,,,,7s6cJh5d,50|-50,DeepStack,sturc.martin.1 
r300f,,,,7c4dTc5c,-100|100,sturc.martin.1,DeepStack 
r300f,,,,7h2c8hQd,-100|100,DeepStack,sturc.martin.1 
r300c,k,cr900f,,6h9h8d8hQdKhJc8s,-300|300,DeepStack,sturc.martin.2 
r200r600c,k,r1500f,,KdQs8hAsKh4s3cJs,600|-600,sturc.martin.1,DeepStack 
r300c,k,cr600f,,KsTdJcQdJd3cAd9h,-300|300,sturc.martin.3,DeepStack 
k,cr200f,,,6cTcJs2dJh9h4s,-100|100,sturc.martin.4,DeepStack 
r300r900r2700r20000f,,,,AhKdTdAs,2700|-2700,sturc.martin.2,DeepStack 
r300c,cr900c,cr2700c,cr13500f,QhTdJd8s7h9dTc7c4c,-2700|2700,DeepStack,sturc.martin.1 
f,,,,Ts8d3h6c,50|-50,DeepStack,sturc.martin.3 
r300f,,,,9c5d2cAd,-100|100,sturc.martin.3,DeepStack 
r300c,k,r600c,r1200c,6c5hQh4sJhTsKhQsKc,-1200|1200,DeepStack,sturc.martin.2 
f,,,,2d9d3h6h,50|-50,DeepStack,sturc.martin.4 
f,,,,Jh2c5d7s,50|-50,DeepStack,sturc.martin.3 
r300f,,,,9c5s6dJh,-100|100,sturc.martin.3,DeepStack 
r200c,cr600r1400r4200c,k,k,5s7c4c6s3d6h9cTc3c,-4200|4200,sturc.martin.1,DeepStack 
r300c,cr600c,cr1200c,k,8s4s6sJc7s6c9c4d9h,-1200|1200,sturc.martin.4,DeepStack 
r300f,,,,6hJd3hKh,-100|100,DeepStack,sturc.martin.3 
r300c,k,cr600c,k,ThAh3dTd5cAd8cAs2c,600|-600,sturc.martin.2,DeepStack 
r200r700c,k,k,r1400c,JdKs4d3d7c4h8h2dJh,1400|-1400,sturc.martin.3,DeepStack 
r300c,cr600c,cr1200c,r3600f,As6d9hTdTs2d2s7sQs,1200|-1200,DeepStack,sturc.martin.3 
r300r900c,r2700c,r5400c,k,7cKcTsAhTh6c4d5h2s,-5400|5400,DeepStack,sturc.martin.1 
r300f,,,,7s5dKh6d,-100|100,DeepStack,sturc.martin.2 
cr500f,,,,QhQd9s5h,100|-100,sturc.martin.2,DeepStack 
r300f,,,,7s6d5s8c,-100|100,sturc.martin.3,DeepStack 
f,,,,3s3h2h6c,50|-50,sturc.martin.1,DeepStack 
r300r900c,cr1800c,k,k,QcAhKdTc7c4dQd5c5h,1800|-1800,DeepStack,sturc.martin.1 
r300c,cr600c,k,r1200c,Jh8s6c9c8hAc4h9dAs,-1200|1200,DeepStack,sturc.martin.2 
r300r900c,r2700f,,,QcQd8s9h8h3sTc,900|-900,DeepStack,sturc.martin.3 
r300f,,,,2c5s7h7s,-100|100,DeepStack,sturc.martin.4 
f,,,,4s9d2h5d,50|-50,sturc.martin.3,DeepStack 
r300r900c,r1800r3200f,,,Jh9h2sAsAh6s2d,-1800|1800,DeepStack,sturc.martin.3 
r300c,k,k,k,As8hAh8d8c9cTs2h7s,0|0,sturc.martin.2,DeepStack 
f,,,,QcQh2s5c,50|-50,sturc.martin.1,DeepStack 
r200f,,,,3h6s7cTs,-100|100,sturc.martin.4,DeepStack 
f,,,,AsJd3h5s,50|-50,DeepStack,sturc.martin.1 
r300f,,,,3h7c9s6s,-100|100,sturc.martin.1,DeepStack 
r300c,cr600f,,,Ac9c9d5hJd8d3h,-300|300,sturc.martin.3,DeepStack 
r300c,cr600c,k,r1200f,Ac2hKsJdAh4dTc6d3d,600|-600,DeepStack,sturc.martin.2 
r300c,cr600r1200c,k,r2400c,7d9sJs2c9c9h2hJh6d,2400|-2400,DeepStack,sturc.martin.1 
r300c,k,k,k,JhKd3h3cAc5c9h6c5s,-300|300,DeepStack,sturc.martin.4 
f,,,,As2s3s7c,50|-50,DeepStack,sturc.martin.3 
r300f,,,,9dQsJhKc,-100|100,sturc.martin.3,DeepStack 
r300r900f,,,,8cQc6h5d,300|-300,DeepStack,sturc.martin.3 
r300c,k,r750f,,QsTs2dKhQdAc9sTh,300|-300,sturc.martin.2,DeepStack 
r200c,k,r400f,,Kd8dKh7d4hAd4dJh,200|-200,sturc.martin.1,DeepStack 
r200f,,,,3cQs3hAh,-100|100,sturc.martin.3,DeepStack 
r200c,k,cr400f,,9d3d6d5c4dAsTs7s,-200|200,DeepStack,sturc.martin.3 
r300c,cr750c,k,k,5dAs5c4s6d5s4d8hJh,-750|750,DeepStack,sturc.martin.2 
r300f,,,,5d7cAdKs,-100|100,DeepStack,sturc.martin.1 
r200c,cr400r900c,r1800f,,8c7s8d7d3s5c5d2h,900|-900,sturc.martin.1,DeepStack 
r200c,k,r600f,,Kh6h2c9c7d3c4s5h,200|-200,sturc.martin.3,DeepStack 
r300f,,,,4d3cQd6s,-100|100,sturc.martin.4,DeepStack 
r300c,cr600c,k,k,Qh8hTs6cQs4cKcKd6d,600|-600,sturc.martin.2,DeepStack 
f,,,,9hKs5hQs,50|-50,DeepStack,sturc.martin.3 
r300f,,,,6cThKs9h,-100|100,sturc.martin.3,DeepStack 
r300r900f,,,,Jh8h4d8d,300|-300,DeepStack,sturc.martin.1 
r300c,cr600f,,,2cJc7c8s4s6s9d,-300|300,DeepStack,sturc.martin.4 
r300c,cr600c,k,r1200c,TcJd8c7s6sThAdTd7d,1200|-1200,DeepStack,sturc.martin.3 
r300c,k,k,k,Jh8c8sAsQdKc7h6s3h,-300|300,DeepStack,sturc.martin.2 
f,,,,2s9d2c9s,50|-50,sturc.martin.1,DeepStack 
r300c,k,cr600f,,JdQh9hKd6s2c4sKc,-300|300,DeepStack,sturc.martin.1 
k,cr200f,,,3sJc6cQcTdKd5h,-100|100,sturc.martin.2,DeepStack 
f,,,,Ks7d2c4d,50|-50,sturc.martin.1,DeepStack 
r200f,,,,3sKh6dTc,-100|100,sturc.martin.3,DeepStack 
f,,,,3hAh2h4s,50|-50,DeepStack,sturc.martin.1 
r300c,cr600c,cr1500f,,9s7dKsTsKdJdTd2h,-600|600,DeepStack,sturc.martin.3 
r300r900c,k,r1800c,r3600r8100f,Ah4hAdJsAs5c5sJh7c,-3600|3600,DeepStack,sturc.martin.2 
r300f,,,,2c5s6c6s,-100|100,sturc.martin.4,DeepStack 
r300c,cr900c,k,r1800c,JsKh5d4d5s9s3dQd3h,-1800|1800,sturc.martin.1,DeepStack 
k,cr200f,,,6dAhKh9s7hTd5h,-100|100,sturc.martin.3,DeepStack 
f,,,,2s9h5hTs,50|-50,DeepStack,sturc.martin.4 
cr500f,,,,KcQh4dTh,100|-100,sturc.martin.2,DeepStack 
f,,,,KsQd8dTc,50|-50,DeepStack,sturc.martin.3 
f,,,,Ks8h4h8s,50|-50,DeepStack,sturc.martin.1 
r300r900f,,,,7hTh4s9s,300|-300,DeepStack,sturc.martin.2 
k,k,k,k,Qc3s9hKcTc8s5hAcTd,-100|100,sturc.martin.4,DeepStack 
r200f,,,,5s9cAcQh,-100|100,sturc.martin.1,DeepStack 
r200f,,,,4h9cJc2c,-100|100,sturc.martin.3,DeepStack 
k,k,r200c,r20000f,3s3c8hAsQsKcKd2c3h,200|-200,sturc.martin.2,DeepStack 
r300c,cr600f,,,Qs5s9c3cTc2h4c,-300|300,DeepStack,sturc.martin.3 
r300f,,,,5s2hQcAd,-100|100,DeepStack,sturc.martin.1 
k,cr300f,,,Kc6s4d8h7dJd2d,-100|100,sturc.martin.1,DeepStack 
r200f,,,,Jd5cAd3s,-100|100,sturc.martin.3,DeepStack 
f,,,,9s7h5c3s,50|-50,DeepStack,sturc.martin.2 
f,,,,Kc6h2h7h,50|-50,DeepStack,sturc.martin.3 
k,k,r300c,r900r1800c,7dTcKd6d9cJd3c8d3d,-1800|1800,sturc.martin.2,DeepStack 
r300c,r900c,k,cr4500f,4dAhQcAd4h6c5h8d9c,-900|900,DeepStack,sturc.martin.1 
r300f,,,,5h8hKs9d,-100|100,sturc.martin.3,DeepStack 
f,,,,6d4d5h7s,50|-50,DeepStack,sturc.martin.3 
r300c,cr600c,cr1200c,k,Ts8c5dQcJhQs6dAd2h,-1200|1200,DeepStack,sturc.martin.2 
r300f,,,,Qd6s3h5c,-100|100,sturc.martin.1,DeepStack 
r300c,r600r1200r2400c,cr4800c,k,AcJsQsKd8d8h8s7s6c,4800|-4800,DeepStack,sturc.martin.1 
r300c,cr900c,k,cr2700c,6h5sQdJc2cJh6dKsKc,-2700|2700,sturc.martin.3,DeepStack 
r300f,,,,8h4d4c2c,-100|100,sturc.martin.2,DeepStack 
r300c,cr600f,,,Jh9cTd9s7d2d2s,-300|300,DeepStack,sturc.martin.2 
f,,,,QsTc8s3d,50|-50,sturc.martin.1,DeepStack 
