PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
f,,,,4dAs6d4s,50|-50,DeepStack,parlavecchio.antonio.3 
r300c,k,cr600c,k,4cAsJc5hJd2hKs3c8c,-600|600,parlavecchio.antonio.1,DeepStack 
cr500f,,,,Ad8s3s6h,100|-100,parlavecchio.antonio.3,DeepStack 
f,,,,5dKcTh8c,50|-50,DeepStack,parlavecchio.antonio.3 
r300c,r750c,k,cr2250c,Ks7s9h6hAcAh7h3d4d,2250|-2250,parlavecchio.antonio.3,DeepStack 
r300f,,,,6h3cKd5h,-100|100,DeepStack,parlavecchio.antonio.1 
r300r900c,r2700f,,,8h4h5h2hKs5dAs,900|-900,parlavecchio.antonio.1,DeepStack 
r300r900c,r2700c,k,cr5400f,9dTh7dKdQd6h7cQhJc,-2700|2700,DeepStack,parlavecchio.antonio.3 
r300c,cr900f,,,9d4dJc6dAs2sKc,-300|300,DeepStack,parlavecchio.antonio.1 
r300f,,,,4c2s5hTd,-100|100,parlavecchio.antonio.1,DeepStack 
r300c,cr900c,cr2700c,k,4d9dQc7s2c9hQh4h3h,2700|-2700,DeepStack,parlavecchio.antonio.1 
r200r1000c,r2500c,r5000c,k,4d4cTdQdQs8c9d8hTh,-5000|5000,parlavecchio.antonio.3,DeepStack 
r200r600c,k,r1800f,,7s5hAh4c6c8d4s5c,600|-600,parlavecchio.antonio.1,DeepStack 
r200c,cr600r1200c,k,k,7h9c7dTs8d8cTcQh5d,-1200|1200,DeepStack,parlavecchio.antonio.3 
r300r900c,k,k,k,JdJs4d7sTs9dQhAh8c,900|-900,DeepStack,parlavecchio.antonio.1 
r300c,r900f,,,As4s8d6s4hKc2s,300|-300,parlavecchio.antonio.3,DeepStack 
cr300c,r900c,k,k,4sKhAc9h7h7d9cJh3c,-900|900,parlavecchio.antonio.1,DeepStack 
k,cr300f,,,9d6h7c8sKcAcJc,-100|100,DeepStack,parlavecchio.antonio.3 
r300c,k,r900c,cr2700f,2c7cTc8cQsAhJcJh5c,-900|900,parlavecchio.antonio.3,DeepStack 
f,,,,Kh3hQd3c,50|-50,DeepStack,parlavecchio.antonio.1 
r200r600r1800c,cr3600c,k,r9000r20000f,AhJsKdAd9d4h5c8d6d,-9000|9000,parlavecchio.antonio.1,DeepStack 
r300c,r600c,r1200c,r3600f,Ad4sJsAsQd2cKd2d5d,1200|-1200,DeepStack,parlavecchio.antonio.3 
r300f,,,,7sQcAsKc,-100|100,DeepStack,parlavecchio.antonio.1 
r300r900c,r2250f,,,Ah5h8d8hTsTcAc,900|-900,parlavecchio.antonio.3,DeepStack 
r200r600c,r1800c,r5400f,,Kc9h4s4h7dQh7hTh,1800|-1800,parlavecchio.antonio.1,DeepStack 
f,,,,5dQcTh3c,50|-50,DeepStack,parlavecchio.antonio.3 
r300f,,,,7h4cKc8c,-100|100,DeepStack,parlavecchio.antonio.1 
r300c,r900c,r2250f,,6d8hQsAd3h6h3s8d,900|-900,parlavecchio.antonio.3,DeepStack 
r300r900c,r2700f,,,JdKhAh5c7c8sKs,900|-900,parlavecchio.antonio.1,DeepStack 
r300f,,,,8d3sQhKc,-100|100,DeepStack,parlavecchio.antonio.1 
f,,,,3c8sTh5c,50|-50,DeepStack,parlavecchio.antonio.3 
cr300c,r900c,r2700f,,Jc3s6h7c6sAh5dJd,900|-900,parlavecchio.antonio.1,DeepStack 
r300f,,,,Qh3s7d7c,-100|100,parlavecchio.antonio.3,DeepStack 
f,,,,AdJc8cJd,50|-50,DeepStack,parlavecchio.antonio.3 
r300c,k,r600c,r3000c,8sJc7c8c6sQs9d5sKc,-3000|3000,DeepStack,parlavecchio.antonio.1 
k,r300c,r900c,k,4s8h2cKh6hKd5h8c5s,-900|900,parlavecchio.antonio.3,DeepStack 
k,cr200f,,,4h2c9d5c9h7s5h,-100|100,parlavecchio.antonio.1,DeepStack 
f,,,,Qd7c9h3d,50|-50,DeepStack,parlavecchio.antonio.3 
r300f,,,,Jd4c7h9h,-100|100,parlavecchio.antonio.3,DeepStack 
r300c,cr750f,,,7dQh8h5hJcJd5s,-300|300,DeepStack,parlavecchio.antonio.3 
r300r900c,k,k,r1800c,QdTdJs8sAd3d5cAsQc,1800|-1800,DeepStack,parlavecchio.antonio.1 
cr500f,,,,4s9s7d4h,100|-100,parlavecchio.antonio.3,DeepStack 
f,,,,5dQh2h7s,50|-50,parlavecchio.antonio.1,DeepStack 
f,,,,2dTc6s9d,50|-50,DeepStack,parlavecchio.antonio.3 
r300r900c,r1800c,cr4500f,,As9s4s4c6c4d8s3c,-1800|1800,DeepStack,parlavecchio.antonio.1 
r300r900c,r2250c,cr6750f,,KsAsAc5h8c7c4hJd,-2250|2250,parlavecchio.antonio.3,DeepStack 
r300f,,,,3cTd4s5s,-100|100,parlavecchio.antonio.1,DeepStack 
r300c,cr900f,,,5hJhAdAcKcKhTc,-300|300,DeepStack,parlavecchio.antonio.1 
r300c,cr750c,cr1875c,cr4687f,Ac5dKs8s8hAd9d8cQc,-1875|1875,DeepStack,parlavecchio.antonio.3 
cr300f,,,,JdKs3h9d,100|-100,parlavecchio.antonio.1,DeepStack 
r300c,cr900f,,,4c7cAcJdJsKdTs,-300|300,DeepStack,parlavecchio.antonio.1 
r300f,,,,3sJd8hQs,-100|100,parlavecchio.antonio.1,DeepStack 
r300r900c,k,k,r2700f,JhKh3sAs9c2c8d3dTs,900|-900,DeepStack,parlavecchio.antonio.1 
k,k,k,cr500f,2d6hJdJsQs7d2h9dQh,-100|100,parlavecchio.antonio.1,DeepStack 
r300r900c,k,k,r2700f,KsAh5c2c4sTdJsKd6c,900|-900,DeepStack,parlavecchio.antonio.1 
k,r200r400c,r800c,r2000f,3c5sJcQdJsAsQsTc4s,800|-800,parlavecchio.antonio.3,DeepStack 
r300c,cr900f,,,3c4d5s9hThKdQh,-300|300,parlavecchio.antonio.1,DeepStack 
r300f,,,,2s8dJhTc,-100|100,DeepStack,parlavecchio.antonio.3 
r300f,,,,3dJhJdQc,-100|100,DeepStack,parlavecchio.antonio.1 
f,,,,5c7c2h6d,50|-50,parlavecchio.antonio.3,DeepStack 
r200f,,,,4h7cKc9h,-100|100,parlavecchio.antonio.1,DeepStack 
r300c,cr750f,,,4hQhQcKc6dTcJh,-300|300,DeepStack,parlavecchio.antonio.3 
r300c,k,r900f,,6dKdAd9d6h4c7cKc,300|-300,DeepStack,parlavecchio.antonio.1 
r300f,,,,7c3d7s7h,-100|100,parlavecchio.antonio.3,DeepStack 
r200c,cr600f,,,6cTdKd7s8s4sQd,-200|200,parlavecchio.antonio.1,DeepStack 
r300f,,,,9d5hKsKh,-100|100,DeepStack,parlavecchio.antonio.3 
r300c,r600f,,,Ah7dTcJs4d3cAc,300|-300,DeepStack,parlavecchio.antonio.1 
cr300r900c,cr1800c,k,r5400f,3dAs9cKh7hTc5s6hTd,1800|-1800,parlavecchio.antonio.3,DeepStack 
r300c,cr900c,cr2700f,,7hTdKdJdAdThJs4d,-900|900,parlavecchio.antonio.1,DeepStack 
r300c,cr900c,k,k,As7h8hTsJs6d7d8c4d,-900|900,DeepStack,parlavecchio.antonio.3 
r300r900c,cr2700c,cr8100f,,ThTs6hAdJc5s6c3h,-2700|2700,DeepStack,parlavecchio.antonio.1 
r300f,,,,Js4hQsQc,-100|100,parlavecchio.antonio.3,DeepStack 
r200r600c,k,cr1200f,,Qs9d5dKdTc2c6cAc,-600|600,parlavecchio.antonio.1,DeepStack 
f,,,,6dAh5c9h,50|-50,DeepStack,parlavecchio.antonio.3 
r200c,cr400f,,,Jd5dTcQh7cKc2s,-200|200,parlavecchio.antonio.3,DeepStack 
f,,,,TdQh2sTh,50|-50,DeepStack,parlavecchio.antonio.1 
r300c,r900c,r2250f,,Kh7sQc4h8d4c7hJs,900|-900,parlavecchio.antonio.1,DeepStack 
r300r900c,cr2250f,,,8sQs3cJc4cTdKd,-900|900,DeepStack,parlavecchio.antonio.3 
f,,,,5dJdJs7h,50|-50,DeepStack,parlavecchio.antonio.1 
r300r900f,,,,JhKs6c9d,300|-300,parlavecchio.antonio.1,DeepStack 
r300r900c,r2250r4500c,k,k,Ac7cTsQs5s9h6cAs6h,4500|-4500,parlavecchio.antonio.3,DeepStack 
f,,,,2s7h3dQc,50|-50,DeepStack,parlavecchio.antonio.1 
r300f,,,,Th4s8d7c,-100|100,parlavecchio.antonio.1,DeepStack 
f,,,,AhJs7c2d,50|-50,DeepStack,parlavecchio.antonio.1 
r200c,cr400f,,,6dKc3s4c2sTs9s,-200|200,parlavecchio.antonio.1,DeepStack 
r300r900c,cr2250c,r4500c,k,KcKd3d7d4h9h7hQcJs,4500|-4500,DeepStack,parlavecchio.antonio.3 
f,,,,AdJsKh4c,50|-50,DeepStack,parlavecchio.antonio.1 
r200c,k,r520c,r1560f,7dTdKc5dKd4h3hThQh,520|-520,parlavecchio.antonio.1,DeepStack 
k,cr300r500f,,,4s7h2cQc5h3s6h,300|-300,parlavecchio.antonio.3,DeepStack 
r300c,cr900f,,,QdTc4s3s6d7cKs,-300|300,DeepStack,parlavecchio.antonio.3 
f,,,,9sQd3s8d,50|-50,DeepStack,parlavecchio.antonio.1 
r300r900f,,,,JhAsTd7c,300|-300,parlavecchio.antonio.3,DeepStack 
r200f,,,,5cTd2sAh,-100|100,parlavecchio.antonio.1,DeepStack 
cr300r900f,,,,5h8hAcJc,-300|300,DeepStack,parlavecchio.antonio.3 
r250c,cr750f,,,7h5cTc5s4cJcAs,-250|250,DeepStack,parlavecchio.antonio.1 
r300c,r900c,r2700c,cr8100c,5hKc6dQd2h5d4c8hAd,8100|-8100,parlavecchio.antonio.3,DeepStack 
r300f,,,,9d5hKh8d,-100|100,parlavecchio.antonio.1,DeepStack 
r250f,,,,2h4c5h5d,-100|100,DeepStack,parlavecchio.antonio.1 
k,r300f,,,Jd3c4dTcAdAc5h,100|-100,parlavecchio.antonio.1,DeepStack 
r300f,,,,9d4h6sKc,-100|100,DeepStack,parlavecchio.antonio.3 
r300r900f,,,,2h2s7cKd,300|-300,DeepStack,parlavecchio.antonio.1 
r300c,r750c,r1500c,r4500c,2sKcQhJc4sKdKhJsAh,4500|-4500,parlavecchio.antonio.3,DeepStack 
f,,,,7c9c6c4h,50|-50,DeepStack,parlavecchio.antonio.3 
r300r900c,r2250c,r5625c,r14062c,AcKd8d8c3cQdAd5dAs,14062|-14062,parlavecchio.antonio.3,DeepStack 
f,,,,5d4dKd7s,50|-50,DeepStack,parlavecchio.antonio.3 
cr500c,r1250c,r3125r9375c,k,Qd2d9d8sThJdAh7dQh,-9375|9375,parlavecchio.antonio.3,DeepStack 
r500f,,,,3s2h7sKs,-100|100,DeepStack,parlavecchio.antonio.3 
r300f,,,,7c3dJd6s,-100|100,parlavecchio.antonio.3,DeepStack 
f,,,,7h4s5c8h,50|-50,DeepStack,parlavecchio.antonio.3 
cr300f,,,,6dJc4s9h,100|-100,parlavecchio.antonio.3,DeepStack 
r300c,r900f,,,ThAd5s6d8hKcAh,300|-300,DeepStack,parlavecchio.antonio.3 
k,cr300f,,,3h8dKs8hTh5s4s,-100|100,parlavecchio.antonio.3,DeepStack 
r300c,cr900f,,,Ks6c5sJsJh3s2d,-300|300,DeepStack,parlavecchio.antonio.3 
r300c,cr600c,r1800r3600f,,9hQdAsJd4c8d2dKh,-1800|1800,parlavecchio.antonio.3,DeepStack 
f,,,,JsQc9h5c,50|-50,DeepStack,parlavecchio.antonio.3 
r300f,,,,Th8cJh4c,-100|100,parlavecchio.antonio.3,DeepStack 
r300r600r1800c,r3600c,cr9000r20000c,,KdQhJcJdTd5dJhAh7s,20000|-20000,DeepStack,parlavecchio.antonio.3 
r300f,,,,5h7d5s3h,-100|100,parlavecchio.antonio.3,DeepStack 
r300c,cr900c,cr2700c,k,8sJcKsQd3sJdTs2d7c,2700|-2700,DeepStack,parlavecchio.antonio.3 
k,r500r1000f,,,5hTc7sKs7d7h8c,-500|500,parlavecchio.antonio.3,DeepStack 
r300c,cr900f,,,3hThAs6c5s4cKc,-300|300,parlavecchio.antonio.4,DeepStack 
r300c,k,cr900c,k,JhQdQc6c7hAc8dJd9s,900|-900,DeepStack,parlavecchio.antonio.4 
r200c,r500c,r1250c,r3750r18750c,7s9dQdJdKd6sJs9c7h,18750|-18750,parlavecchio.antonio.4,DeepStack 
r300c,cr900c,cr2700c,cr8100f,9s8hAdAh4c6s8d3c6h,-2700|2700,DeepStack,parlavecchio.antonio.4 
r200c,r600f,,,6s5h8dJs6hQs7c,200|-200,parlavecchio.antonio.4,DeepStack 
r300c,k,cr750f,,5cKs7d5sTs9hQc8h,-300|300,DeepStack,parlavecchio.antonio.4 
cr500c,r1500c,k,cr4500c,3c4hKdQs6s3sQcTd2s,-4500|4500,parlavecchio.antonio.4,DeepStack 
r300r900c,r1800f,,,TsJd8c9dKcAcQd,900|-900,DeepStack,parlavecchio.antonio.4 
f,,,,9d9c3h8s,50|-50,parlavecchio.antonio.4,DeepStack 
r300f,,,,8h2s6h5s,-100|100,DeepStack,parlavecchio.antonio.4 
cr500f,,,,6h2dJh5d,100|-100,parlavecchio.antonio.4,DeepStack 
r300c,cr750c,cr2250c,cr5625f,5dAh4sAs3cQcAc4dKh,-2250|2250,DeepStack,parlavecchio.antonio.4 
r200c,cr600f,,,5s4d7s8s9cQdTd,-200|200,parlavecchio.antonio.4,DeepStack 
k,cr300r600c,cr1800f,,4dAcTs3cTd5h4s2d,-600|600,DeepStack,parlavecchio.antonio.4 
r300c,cr900c,r2250f,,Td5h4d3c4s6sQcTc,900|-900,parlavecchio.antonio.4,DeepStack 
cr300c,k,cr750f,,5s5cTs3cQdJh7s8h,-300|300,DeepStack,parlavecchio.antonio.4 
cr300c,r750f,,,5c6cKs4h7s2dTh,300|-300,parlavecchio.antonio.4,DeepStack 
r200c,cr600c,k,cr1800c,Ad3cQsTc9c2h2s6d4c,1800|-1800,DeepStack,parlavecchio.antonio.4 
r200r1000c,cr2000c,k,r6000f,5c4hQh9hAcTd5d5s3s,2000|-2000,parlavecchio.antonio.4,DeepStack 
r300f,,,,Qc3h4d5d,-100|100,DeepStack,parlavecchio.antonio.4 
k,r300f,,,5c9cQs2h7s3cTc,100|-100,parlavecchio.antonio.4,DeepStack 
f,,,,7dQh3c8s,50|-50,DeepStack,parlavecchio.antonio.4 
k,k,r300c,r900c,Qs5c9c4d6d4hJhJcTd,-900|900,parlavecchio.antonio.4,DeepStack 
r300r900c,k,cr2700c,k,QcAc6d7dTs5sThAh5d,2700|-2700,DeepStack,parlavecchio.antonio.4 
r300f,,,,Ts5dTcJc,-100|100,parlavecchio.antonio.4,DeepStack 
f,,,,Jd3h4h7d,50|-50,DeepStack,parlavecchio.antonio.4 
f,,,,8dJc2h6d,50|-50,parlavecchio.antonio.4,DeepStack 
r300r900c,r1800r2700f,,,6h9hQc6cJc8cQh,-1800|1800,DeepStack,parlavecchio.antonio.4 
r200c,cr400f,,,4d8cAs6dAd2sTs,-200|200,parlavecchio.antonio.4,DeepStack 
r300c,cr900f,,,As4dAhAd7sTd5h,-300|300,DeepStack,parlavecchio.antonio.4 
k,r300f,,,8s2dJhTd2h3s5h,100|-100,parlavecchio.antonio.4,DeepStack 
r300f,,,,Qs4c8c9s,-100|100,DeepStack,parlavecchio.antonio.4 
r300r900c,r2700f,,,JsAcAdJhQd6c9d,900|-900,parlavecchio.antonio.4,DeepStack 
r300f,,,,Kh4c7d7c,-100|100,DeepStack,parlavecchio.antonio.4 
