PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
f,,,,7sJs3s6h,50|-50,DeepStack,sethi.muskan.3 
f,,,,4cQs2cQc,50|-50,DeepStack,sethi.muskan.4 
r300f,,,,Th2cJs5h,-100|100,sethi.muskan.3,DeepStack 
f,,,,6cKd2dTh,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,3c6s7sTc,-100|100,sethi.muskan.1,DeepStack 
r250f,,,,4cJd5sKd,-100|100,DeepStack,sethi.muskan.1 
r300r750c,r1875c,r5625f,,QsJs9s8sJh8d4d2h,1875|-1875,sethi.muskan.1,DeepStack 
r250c,k,k,k,As5dKh2sJhQc8d3hJd,250|-250,DeepStack,sethi.muskan.1 
f,,,,QsKh2h7s,50|-50,sethi.muskan.1,DeepStack 
r300f,,,,4c3sQs4s,-100|100,DeepStack,sethi.muskan.1 
cr300r900c,cr1800r4500c,r13500r20000f,,4hJhJdKh3c2sKs8h,-13500|13500,sethi.muskan.1,DeepStack 
r300f,,,,8d6h2sAd,-100|100,DeepStack,sethi.muskan.1 
r300r750c,r2250c,r6750c,r20000f,Qh9h4c2c9cAs3dKh7c,6750|-6750,sethi.muskan.1,DeepStack 
f,,,,7h5d2h4c,50|-50,DeepStack,sethi.muskan.1 
cr250c,r625c,cr1250c,cr3750f,2s3sKdJh9d7h5c6sTc,-1250|1250,sethi.muskan.1,DeepStack 
r250f,,,,9h3s7hAh,-100|100,DeepStack,sethi.muskan.1 
cr300f,,,,2h6hJh3s,100|-100,sethi.muskan.1,DeepStack 
r250f,,,,5s9hKs6d,-100|100,DeepStack,sethi.muskan.1 
r300r900c,r2700f,,,Kd3sAdTd7sJs9h,900|-900,sethi.muskan.1,DeepStack 
r250f,,,,7s4hQd9c,-100|100,DeepStack,sethi.muskan.1 
r300c,k,r900c,r2700f,QhThKc6c9cJd7c3dJh,900|-900,sethi.muskan.1,DeepStack 
r200c,cr500c,r1000f,,Tc8sAsKs7d2cJc9s,500|-500,DeepStack,sethi.muskan.1 
r200r600c,r1800f,,,7cAs9hKh4d8c7d,600|-600,sethi.muskan.1,DeepStack 
f,,,,7sAs5s3c,50|-50,DeepStack,sethi.muskan.1 
r300r900c,r2700r5400f,,,8hTs5d4dQd3sAh,-2700|2700,sethi.muskan.1,DeepStack 
f,,,,8s4dJd2s,50|-50,DeepStack,sethi.muskan.1 
r200r600f,,,,Tc8h2d9d,200|-200,sethi.muskan.1,DeepStack 
r500c,cr1500c,cr7500c,k,As7c5h9h2h2sKd7d4s,7500|-7500,DeepStack,sethi.muskan.1 
k,k,r300f,,Jd7cJs3dQc8c2h7h,100|-100,sethi.muskan.1,DeepStack 
r300c,cr900c,cr2700c,k,9cAh2h3h3c7h9d5c4h,2700|-2700,DeepStack,sethi.muskan.1 
cr300f,,,,Ah2h3sJd,100|-100,sethi.muskan.1,DeepStack 
f,,,,Qc5cJh4c,50|-50,DeepStack,sethi.muskan.1 
r300r750f,,,,TsAsTh6d,300|-300,sethi.muskan.1,DeepStack 
r200r600r1800r20000c,,,,KcKsQdQc9d5sAd9s3h,20000|-20000,DeepStack,sethi.muskan.1 
r300r900f,,,,5d6d6sJc,300|-300,sethi.muskan.1,DeepStack 
r300r900r2700c,cr8100f,,,9hTh7cAcJhJd5d,-2700|2700,DeepStack,sethi.muskan.1 
r300f,,,,5hQc6sAh,-100|100,sethi.muskan.1,DeepStack 
r300f,,,,Qh6d2d7d,-100|100,DeepStack,sethi.muskan.1 
r300r900f,,,,5sKh6hJc,300|-300,sethi.muskan.1,DeepStack 
r300c,cr900f,,,AhJd7c9hQs7h6c,-300|300,DeepStack,sethi.muskan.1 
r200r600f,,,,Jd8d9s6d,200|-200,sethi.muskan.1,DeepStack 
r300f,,,,4dQhTd9d,-100|100,DeepStack,sethi.muskan.1 
r300r900f,,,,7s7c5s8d,300|-300,sethi.muskan.1,DeepStack 
f,,,,Jd2dQc3s,50|-50,DeepStack,sethi.muskan.1 
r200r600f,,,,8h8s6cAd,200|-200,sethi.muskan.1,DeepStack 
r300c,cr900f,,,9s7hQcTcQd3s2s,-300|300,DeepStack,sethi.muskan.1 
cr300c,r900c,r2700f,,Kd6hKs4c3dTc4sQs,900|-900,sethi.muskan.1,DeepStack 
r200c,cr600f,,,Qd6dKdJsKc7c4h,-200|200,DeepStack,sethi.muskan.1 
r200f,,,,Td6h7cTs,-100|100,sethi.muskan.1,DeepStack 
cr200r600c,cr1800c,k,cr5400c,9cQcQd7d2cKcKsJs9s,5400|-5400,DeepStack,sethi.muskan.1 
cr300c,r900f,,,8hAd6c7s9c2h4h,300|-300,sethi.muskan.1,DeepStack 
r300c,cr900f,,,9h8sQsAd3hJd4c,-300|300,DeepStack,sethi.muskan.1 
f,,,,9d2h2c7s,50|-50,sethi.muskan.1,DeepStack 
r300f,,,,3cQsAh9s,-100|100,DeepStack,sethi.muskan.1 
f,,,,TdTh6c2s,50|-50,sethi.muskan.1,DeepStack 
r300r900r2700f,,,,9h8h4h4s,-900|900,DeepStack,sethi.muskan.1 
cr300c,r900f,,,TsJd2sAs6h8c7s,300|-300,sethi.muskan.1,DeepStack 
f,,,,JdKs5sJh,50|-50,DeepStack,sethi.muskan.1 
k,r200r400f,,,3h9s2hTcTs9c8s,-200|200,sethi.muskan.1,DeepStack 
r300f,,,,2sJcAdJh,-100|100,DeepStack,sethi.muskan.1 
k,cr200c,cr400r1000f,,3hKd2s7s2c6d6s8h,400|-400,sethi.muskan.1,DeepStack 
r322c,k,k,k,9hQsAsQd4h4cKd3h5c,-322|322,DeepStack,sethi.muskan.1 
k,k,k,k,Qd9c8d4s2h7c6hJd3c,100|-100,sethi.muskan.1,DeepStack 
r322c,cr777c,k,r3885f,3d5dThJc4hAs8cTd2s,777|-777,DeepStack,sethi.muskan.1 
r200c,r400c,r1000r2000r5000c,k,7c5sQd6dJdTh2d9d4d,-5000|5000,sethi.muskan.1,DeepStack 
f,,,,TcJh7s2c,50|-50,DeepStack,sethi.muskan.1 
r300c,k,r600r1200c,k,Kh6h9s7d6cTd4d5s7h,-1200|1200,sethi.muskan.1,DeepStack 
r250c,cr625f,,,9sAc4d2cTsJh5h,-250|250,DeepStack,sethi.muskan.1 
k,cr300c,cr600r1800f,,8s7s3h6c5h3d4sAc,600|-600,sethi.muskan.1,DeepStack 
r250f,,,,4dJsAh7h,-100|100,DeepStack,sethi.muskan.1 
r300r750c,r2250f,,,6h6d3s5dJc2dJs,750|-750,sethi.muskan.1,DeepStack 
r250r750f,,,,Ad4d3cQs,250|-250,DeepStack,sethi.muskan.1 
f,,,,JsTh6d2c,50|-50,sethi.muskan.1,DeepStack 
k,cr250r500c,cr1250f,,Td5s2s8sTh8d9hKs,-500|500,DeepStack,sethi.muskan.1 
f,,,,6d8h2h9d,50|-50,sethi.muskan.1,DeepStack 
r250r750f,,,,As6s8dQc,250|-250,DeepStack,sethi.muskan.1 
r300r900f,,,,QcAh6hAs,300|-300,sethi.muskan.1,DeepStack 
r250r750c,k,cr1875c,k,8s8d6d4h3dJdQhQsAc,1875|-1875,DeepStack,sethi.muskan.1 
r300f,,,,2hTc7hAh,-100|100,sethi.muskan.1,DeepStack 
r250c,cr625c,k,k,3dKs7s3hAhJh3cTc7c,-625|625,DeepStack,sethi.muskan.1 
k,k,k,k,9cQd6hQc8s8cKh4sTd,0|0,sethi.muskan.1,DeepStack 
f,,,,4s2s4hKc,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,7c3s5d5c,-100|100,sethi.muskan.1,DeepStack 
r250r750c,r1500c,r4500c,r9000r20000c,5d6dQcTh3d4cTs3s2d,20000|-20000,DeepStack,sethi.muskan.1 
r300c,k,r900f,,Js7h4c5d7sAh7cTd,300|-300,sethi.muskan.1,DeepStack 
r300r900r2700f,,,,As7sKcJd,-900|900,DeepStack,sethi.muskan.1 
r200f,,,,Js5cJd6s,-100|100,sethi.muskan.1,DeepStack 
r250f,,,,8c2d8h7d,-100|100,DeepStack,sethi.muskan.1 
r300r900c,r2250c,r6750f,,7h7s8s8c7c9d4hJc,2250|-2250,sethi.muskan.1,DeepStack 
r300c,cr900c,k,r2700c,9s8hKcJc7hKhThAsTs,-2700|2700,DeepStack,sethi.muskan.1 
r300f,,,,3d7c2s3s,-100|100,sethi.muskan.1,DeepStack 
f,,,,KcAd2s7h,50|-50,DeepStack,sethi.muskan.1 
k,r300f,,,2d5s5cQh2s7h3s,100|-100,sethi.muskan.1,DeepStack 
f,,,,QcJsTd7h,50|-50,DeepStack,sethi.muskan.1 
r300c,r900f,,,4c9c3c4s8c7c6s,300|-300,sethi.muskan.1,DeepStack 
f,,,,3h4h4d5s,50|-50,DeepStack,sethi.muskan.1 
cr250f,,,,Ad2cQh5d,100|-100,sethi.muskan.1,DeepStack 
f,,,,8c7dTs3c,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,7sTh4h6h,-100|100,sethi.muskan.1,DeepStack 
f,,,,5cAd8h6c,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,7d2cQdJh,-100|100,sethi.muskan.1,DeepStack 
f,,,,Ts4h8d7c,50|-50,DeepStack,sethi.muskan.1 
k,k,cr200f,,Jh5dThQdKc5cQhTc,-100|100,sethi.muskan.1,DeepStack 
r300c,k,r900r2700f,,6s5h7sTsTc7dTd4s,-900|900,DeepStack,sethi.muskan.1 
k,r300f,,,ThKs5s8d3cTd6h,100|-100,sethi.muskan.1,DeepStack 
r300f,,,,Js3dQd6d,-100|100,DeepStack,sethi.muskan.1 
k,k,k,r250f,3sTsQdJh6d9s4c7d6c,100|-100,sethi.muskan.1,DeepStack 
f,,,,8cQd5h4s,50|-50,DeepStack,sethi.muskan.1 
k,k,k,k,Th3hJs2cQc2s9c6c4s,-100|100,sethi.muskan.1,DeepStack 
f,,,,AcAh6h8c,50|-50,DeepStack,sethi.muskan.1 
k,k,k,cr300f,Kc7hQc2d6sAs3hJcQh,-100|100,sethi.muskan.1,DeepStack 
r250c,cr750f,,,7dJhTd2d6c3d2c,-250|250,DeepStack,sethi.muskan.1 
r300f,,,,8h2h6sAd,-100|100,sethi.muskan.1,DeepStack 
f,,,,2h7c2s5h,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,8c5h5c4d,-100|100,sethi.muskan.1,DeepStack 
f,,,,8h7d3hKs,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,Kd6sJcQh,-100|100,sethi.muskan.1,DeepStack 
f,,,,8d6c8c4h,50|-50,DeepStack,sethi.muskan.1 
r200r600c,k,k,k,Ac6sAs4h7sKdTh8c8d,0|0,sethi.muskan.1,DeepStack 
f,,,,6dKh8s2h,50|-50,DeepStack,sethi.muskan.1 
k,cr300r750c,cr1500c,r4500f,Qh5dAs4sTd5h2h8cQc,1500|-1500,sethi.muskan.1,DeepStack 
f,,,,8cTcQs3d,50|-50,DeepStack,sethi.muskan.1 
r200r500c,r1500c,k,cr4500c,AdTc8dQcQsQh6cJcTs,-4500|4500,sethi.muskan.1,DeepStack 
f,,,,6h4cTc2d,50|-50,DeepStack,sethi.muskan.1 
r200r300c,r750f,,,QdQcAc6h5sTs5c,300|-300,sethi.muskan.1,DeepStack 
f,,,,AdKd8hQc,50|-50,DeepStack,sethi.muskan.1 
f,,,,6c8h2h9s,50|-50,sethi.muskan.1,DeepStack 
f,,,,6d3c3dJs,50|-50,DeepStack,sethi.muskan.1 
f,,,,Ac2s7c3h,50|-50,sethi.muskan.1,DeepStack 
f,,,,Th2dJc2s,50|-50,DeepStack,sethi.muskan.1 
r300c,r750c,cr1500f,,7h6cAdKsKdTdAcTh,-750|750,sethi.muskan.1,DeepStack 
k,k,cr300c,cr900c,Ad6cTs6s7h6h8h6dKc,900|-900,DeepStack,sethi.muskan.1 
r300r500c,r1500r3000c,cr9000c,cr20000c,AsAc5c2c6c2s7c8s4s,-20000|20000,sethi.muskan.1,DeepStack 
r200f,,,,Th2cAcAh,-100|100,DeepStack,sethi.muskan.1 
f,,,,Ks4s3h8d,50|-50,sethi.muskan.1,DeepStack 
r300f,,,,4d5s9dAs,-100|100,DeepStack,sethi.muskan.1 
r300r750c,r3750c,r18750f,,8d7dQcTd9h8s2d9d,3750|-3750,sethi.muskan.1,DeepStack 
f,,,,8c2s8h6c,50|-50,DeepStack,sethi.muskan.1 
k,cr200r600c,r1800c,r9000f,4d8c5s9h8h9d2sKc8d,1800|-1800,sethi.muskan.1,DeepStack 
f,,,,AsKh4h7s,50|-50,DeepStack,sethi.muskan.1 
r300r900f,,,,9sKs4s3h,300|-300,sethi.muskan.1,DeepStack 
r300f,,,,6d4hKd6s,-100|100,DeepStack,sethi.muskan.1 
k,r250f,,,Qh3h2sJh7hTc9d,100|-100,sethi.muskan.1,DeepStack 
f,,,,4cQs3c5c,50|-50,DeepStack,sethi.muskan.1 
r300r900c,r2700c,r8100f,,6sKsAc9sJsTsQs5h,2700|-2700,sethi.muskan.1,DeepStack 
f,,,,8c3hAs7h,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,3c6s5d7c,-100|100,sethi.muskan.1,DeepStack 
f,,,,TcQd8h4d,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,5c4d6sAd,-100|100,sethi.muskan.1,DeepStack 
f,,,,7c2cQh8c,50|-50,DeepStack,sethi.muskan.1 
cr300r900c,cr1800f,,,8sQs4cAs4d7hAd,-900|900,sethi.muskan.1,DeepStack 
r300r900c,k,r1800f,,3cAcJhKhAd4s5dQs,900|-900,DeepStack,sethi.muskan.1 
cr300f,,,,Ah7hTs5d,100|-100,sethi.muskan.1,DeepStack 
f,,,,KcAc9d5h,50|-50,DeepStack,sethi.muskan.1 
k,k,r300f,,Th5s6s5c3s3hKcTd,100|-100,sethi.muskan.1,DeepStack 
r250f,,,,5d8hKh9s,-100|100,DeepStack,sethi.muskan.1 
f,,,,8c9s9c2d,50|-50,sethi.muskan.1,DeepStack 
f,,,,Jd7dTh8c,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,3sQcTdKd,-100|100,sethi.muskan.1,DeepStack 
r300c,k,k,k,Kd5c7s5s2cAdKc2s9h,300|-300,DeepStack,sethi.muskan.1 
r300r750r2250c,cr4500r13500r20000c,,,Ks5sKhThTdKd8sJh3s,-20000|20000,sethi.muskan.1,DeepStack 
f,,,,9d8cTd7s,50|-50,DeepStack,sethi.muskan.1 
r300r900c,r2700f,,,JcQsTcJs8h4c5c,900|-900,sethi.muskan.1,DeepStack 
f,,,,9d5h7h6d,50|-50,DeepStack,sethi.muskan.1 
r300c,k,r750c,cr2250f,2cAsJs8d8hQc6sTc9s,-750|750,sethi.muskan.1,DeepStack 
r250r750f,,,,7s7dKs8h,250|-250,DeepStack,sethi.muskan.1 
cr250c,r750c,k,r2250c,JcAdTdAs6d7d5d2d9d,2250|-2250,sethi.muskan.4,DeepStack 
r300c,cr600f,,,9cThTc6d3d4h2s,-300|300,sethi.muskan.1,DeepStack 
r250f,,,,4d7hAd8s,-100|100,DeepStack,sethi.muskan.4 
k,k,k,k,7cQc4cKc6h5hThAhKh,0|0,sethi.muskan.4,DeepStack 
f,,,,4cKs9d3d,50|-50,DeepStack,sethi.muskan.1 
f,,,,JdTh5s2c,50|-50,sethi.muskan.1,DeepStack 
f,,,,Jd6h4s7h,50|-50,DeepStack,sethi.muskan.1 
f,,,,TdJd5h6d,50|-50,DeepStack,sethi.muskan.4 
r300f,,,,4hTs8c8d,-100|100,sethi.muskan.4,DeepStack 
r300f,,,,Jd8sQsTd,-100|100,sethi.muskan.1,DeepStack 
r250c,cr625f,,,As7hTd9d2hJhQs,-250|250,DeepStack,sethi.muskan.1 
r250c,k,k,cr625c,6h9s9cJcTdAs6s7c9d,625|-625,DeepStack,sethi.muskan.4 
r300r900c,r1000r2000f,,,8c9c6hThTc2sTs,-1000|1000,sethi.muskan.4,DeepStack 
r300f,,,,9cJs5dAd,-100|100,sethi.muskan.1,DeepStack 
r250c,k,r750c,r3750f,5s2s3cKd3dTs8c4dJs,750|-750,DeepStack,sethi.muskan.1 
r200c,cr500f,,,9s6hAhAs2h3s3d,-200|200,DeepStack,sethi.muskan.4 
k,cr200f,,,7cQd4d8h6s9s8s,-100|100,sethi.muskan.4,DeepStack 
cr250f,,,,8d7dTh2d,100|-100,sethi.muskan.1,DeepStack 
k,r300r750r1500c,r4500c,cr13500f,2s5h2h6h3cAhJh5cTs,-4500|4500,DeepStack,sethi.muskan.4 
cr20000f,,,,AdKhJd7d,100|-100,DeepStack,sethi.muskan.1 
cr300c,r750r2250c,cr6750f,,QsJcAd4cAcKd2h4d,-2250|2250,sethi.muskan.1,DeepStack 
r200f,,,,Th3c4cTc,-100|100,sethi.muskan.4,DeepStack 
f,,,,4cKh5s3h,50|-50,DeepStack,sethi.muskan.4 
f,,,,2hAd3s9s,50|-50,DeepStack,sethi.muskan.1 
r200c,r500c,r1500c,r4500r13500f,8dAh5d3s5h3h3d8h7c,-4500|4500,sethi.muskan.4,DeepStack 
r200f,,,,Qd6sJd2d,-100|100,sethi.muskan.1,DeepStack 
f,,,,Qd9h4hQc,50|-50,DeepStack,sethi.muskan.4 
k,k,k,k,Qs6c6d8dThAdAs4c2h,100|-100,DeepStack,sethi.muskan.1 
r200f,,,,5c8cQhKc,-100|100,sethi.muskan.4,DeepStack 
f,,,,Ah9d2hQs,50|-50,DeepStack,sethi.muskan.4 
cr300r900c,r2700c,r8100c,r20000c,7d7h6s9s8d2c5d7cQs,-20000|20000,sethi.muskan.4,DeepStack 
cr300c,k,cr600r1800f,,AdKc7h2hTs7d3c4c,600|-600,sethi.muskan.1,DeepStack 
r250f,,,,2s6cTcTh,-100|100,DeepStack,sethi.muskan.4 
r300c,cr900f,,,Ah9d2sAd5s8c4d,-300|300,DeepStack,sethi.muskan.1 
r300f,,,,4cTs5h6d,-100|100,sethi.muskan.4,DeepStack 
f,,,,JcKc9d3c,50|-50,DeepStack,sethi.muskan.4 
r200f,,,,3h5h3cKh,-100|100,sethi.muskan.1,DeepStack 
f,,,,Ah5sQc2h,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,4c9s8d8s,-100|100,sethi.muskan.4,DeepStack 
f,,,,AcQc4cKh,50|-50,DeepStack,sethi.muskan.4 
r300f,,,,8hQc2h6h,-100|100,sethi.muskan.1,DeepStack 
k,r300f,,,KhTd5h7s9h7dTs,100|-100,sethi.muskan.4,DeepStack 
r250f,,,,2c8dKc6s,-100|100,DeepStack,sethi.muskan.1 
f,,,,Tc3c8h4c,50|-50,DeepStack,sethi.muskan.4 
f,,,,7d2c9d2h,50|-50,sethi.muskan.1,DeepStack 
f,,,,2sKs8s2d,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,Ts5d7cKc,-100|100,sethi.muskan.4,DeepStack 
f,,,,5d7c3c2s,50|-50,DeepStack,sethi.muskan.4 
cr300c,r750f,,,TcAs2c8cKh3hJd,300|-300,sethi.muskan.1,DeepStack 
f,,,,2c7d4h8c,50|-50,DeepStack,sethi.muskan.1 
k,r300c,r900c,r4500c,TsKh8sKsJsQh8cKd2s,-4500|4500,sethi.muskan.1,DeepStack 
r200f,,,,4s7c2c6c,-100|100,sethi.muskan.4,DeepStack 
f,,,,2s9hJh4c,50|-50,DeepStack,sethi.muskan.4 
r300f,,,,3sJdAs4h,-100|100,DeepStack,sethi.muskan.1 
f,,,,KhJs5c2h,50|-50,sethi.muskan.4,DeepStack 
f,,,,2c6hQd7s,50|-50,DeepStack,sethi.muskan.4 
r200r600c,r1500f,,,4s4cQcAs6c9h3h,600|-600,sethi.muskan.1,DeepStack 
cr250c,cr500f,,,ThQs3dKh7c3hKs,-250|250,sethi.muskan.4,DeepStack 
r250c,cr750r1500r4500f,,,7d8c2s4sAd4d5s,-1500|1500,DeepStack,sethi.muskan.4 
f,,,,8hKd2hTd,50|-50,DeepStack,sethi.muskan.3 
r200f,,,,7c4sQc9d,-100|100,sethi.muskan.3,DeepStack 
f,,,,2h2s3d7s,50|-50,DeepStack,sethi.muskan.3 
k,r300r600r1800c,r9000r20000c,,8d2s8c4h8h2d4dJcJh,0|0,sethi.muskan.4,DeepStack 
r300r900r2700c,k,cr8100c,cr20000c,JsKsAsKc9sQdTsAd6h,20000|-20000,DeepStack,sethi.muskan.1 
k,r300r600c,r1800r3600c,r10800f,5s7h9hAc8c2h7d6h2s,3600|-3600,sethi.muskan.3,DeepStack 
f,,,,7h4h4sJh,50|-50,DeepStack,sethi.muskan.3 
f,,,,7d4c2d9s,50|-50,sethi.muskan.3,DeepStack 
k,r300r600r1800c,r5400c,r16200c,5hQdQc3sQs3h6sAs6h,0|0,sethi.muskan.1,DeepStack 
f,,,,2h8cQc6c,50|-50,DeepStack,sethi.muskan.3 
k,k,cr200f,,5s4dJs5d9d7dTh7h,-100|100,sethi.muskan.3,DeepStack 
f,,,,5hAdTd2c,50|-50,DeepStack,sethi.muskan.4 
r300c,k,k,cr900c,8cAsKc3s2cQcTh6c9c,-900|900,DeepStack,sethi.muskan.1 
f,,,,7cTcQs9h,50|-50,DeepStack,sethi.muskan.3 
r300f,,,,4s6cAd3d,-100|100,sethi.muskan.4,DeepStack 
cr300r600r1800c,r4500c,r13500f,,Ah8cTdAdKh8d6sJc,4500|-4500,sethi.muskan.3,DeepStack 
f,,,,2s3h7h4s,50|-50,DeepStack,sethi.muskan.4 
r300f,,,,9sTc5dJc,-100|100,sethi.muskan.4,DeepStack 
r200f,,,,Qh7dTdKc,-100|100,sethi.muskan.1,DeepStack 
r300f,,,,9c6dThAd,-100|100,DeepStack,sethi.muskan.4 
r300c,cr900f,,,KcThAcKhAsQs5s,-300|300,DeepStack,sethi.muskan.3 
f,,,,Kc8cTc2s,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,4cJcJsAh,-100|100,sethi.muskan.4,DeepStack 
r200f,,,,Js8dTh6c,-100|100,sethi.muskan.1,DeepStack 
k,cr200r600c,k,r3000c,7s9h7hJhJsQh9s8d7c,-3000|3000,sethi.muskan.3,DeepStack 
r300f,,,,3s4cAc9s,-100|100,DeepStack,sethi.muskan.4 
f,,,,6hTc8c4s,50|-50,DeepStack,sethi.muskan.1 
r300r900r2700r8100c,r20000f,,,AsJc6c7cJh2h3d,8100|-8100,sethi.muskan.4,DeepStack 
r300r900r2700c,r5400r16200f,,,QdKh7s7hTs2h9d,-5400|5400,DeepStack,sethi.muskan.3 
cr300f,,,,AsTh4c8h,100|-100,sethi.muskan.1,DeepStack 
r300f,,,,Ks2d5s5c,-100|100,DeepStack,sethi.muskan.1 
r300f,,,,Qs2dAcKh,-100|100,sethi.muskan.3,DeepStack 
r300c,cr1500c,cr4500f,,Ad7sJs6s5s7dKs4d,-1500|1500,DeepStack,sethi.muskan.4 
f,,,,JdJc7sTd,50|-50,DeepStack,sethi.muskan.3 
r300r900c,r2700c,r8100f,,9h6h7c9c8h7s3hJh,2700|-2700,sethi.muskan.1,DeepStack 
f,,,,Jh3s9d2h,50|-50,sethi.muskan.3,DeepStack 
f,,,,5d3s2dTd,50|-50,DeepStack,sethi.muskan.3 
r300r900f,,,,3sAsJc5h,300|-300,sethi.muskan.3,DeepStack 
r200c,k,cr400f,,5c6cAcJs8dThQd8h,-200|200,sethi.muskan.4,DeepStack 
f,,,,6s8c4d3s,50|-50,DeepStack,sethi.muskan.3 
k,k,cr200f,,2d8cTc2s6hKs2cQh,-100|100,sethi.muskan.3,DeepStack 
f,,,,KdJh4h2c,50|-50,DeepStack,sethi.muskan.1 
r300c,k,r900f,,Kc2h7sAhJdQd4hKh,300|-300,sethi.muskan.1,DeepStack 
r300r900c,k,k,r1800f,JsJcJh8h9h6cAc6d3h,900|-900,DeepStack,sethi.muskan.3 
r300f,,,,2sJdKsKc,-100|100,DeepStack,sethi.muskan.4 
cr250c,k,k,k,JhKdAh5s2d9d3h9sQc,-250|250,sethi.muskan.4,DeepStack 
r300f,,,,Jh5s3sAc,-100|100,DeepStack,sethi.muskan.1 
r200f,,,,Kh2s8dKs,-100|100,sethi.muskan.3,DeepStack 
f,,,,QcAs6hKd,50|-50,DeepStack,sethi.muskan.3 
k,k,k,k,4c2h9d5c9sJhQhQs7d,-100|100,sethi.muskan.3,DeepStack 
r300r750c,r2250f,,,4dAs6d5h4sAdTh,750|-750,sethi.muskan.1,DeepStack 
r250c,cr750c,k,r1500f,QcTsQh9cTd4dJh7h4s,750|-750,DeepStack,sethi.muskan.4 
f,,,,9s6h7h8c,50|-50,DeepStack,sethi.muskan.3 
r250c,cr750f,,,Ks5dQsAh3dAd8h,-250|250,DeepStack,sethi.muskan.1 
f,,,,AcJd3h2s,50|-50,sethi.muskan.3,DeepStack 
r200f,,,,9s4dAd3h,-100|100,sethi.muskan.4,DeepStack 
f,,,,9d2s3d8d,50|-50,DeepStack,sethi.muskan.3 
r300r900c,k,k,k,Ad2h2c2d6sJc7dQh6h,-900|900,sethi.muskan.3,DeepStack 
f,,,,Qh9s9c2s,50|-50,DeepStack,sethi.muskan.4 
r300r900c,r2700f,,,8h9c9hKc7dTs2d,900|-900,sethi.muskan.1,DeepStack 
r200c,k,r600f,,JcAcKs8h3d5h3h9c,200|-200,sethi.muskan.4,DeepStack 
f,,,,AsJh6hKs,50|-50,DeepStack,sethi.muskan.3 
f,,,,9hAcQc7s,50|-50,DeepStack,sethi.muskan.1 
k,cr200f,,,Jd9s5s4hTs4c3c,-100|100,sethi.muskan.3,DeepStack 
f,,,,4h5dJc9h,50|-50,DeepStack,sethi.muskan.4 
cr300c,r900f,,,JhAs4c3s2cJsQs,300|-300,sethi.muskan.4,DeepStack 
r300c,k,k,k,Ac2dKcTsJd7d2s7c6h,300|-300,sethi.muskan.1,DeepStack 
r300f,,,,Th5d9dTd,-100|100,DeepStack,sethi.muskan.3 
f,,,,3c9c7h2c,50|-50,DeepStack,sethi.muskan.4 
r300f,,,,6s8d4c8c,-100|100,sethi.muskan.3,DeepStack 
r200f,,,,2d3cKd6h,-100|100,sethi.muskan.4,DeepStack 
f,,,,6d7s3hTh,50|-50,DeepStack,sethi.muskan.3 
cr300f,,,,8c8h4s7h,100|-100,sethi.muskan.3,DeepStack 
f,,,,2c6s3sQd,50|-50,DeepStack,sethi.muskan.4 
f,,,,3hJs3sQc,50|-50,DeepStack,sethi.muskan.1 
k,k,r300f,,Qh4cJs7sKs6cKc4h,100|-100,sethi.muskan.1,DeepStack 
r300f,,,,7s4hAd2h,-100|100,DeepStack,sethi.muskan.3 
r300c,k,cr900f,,Ac2h4h5h3d8hTd6h,-300|300,sethi.muskan.4,DeepStack 
cr300c,r900c,r2700f,,QdAh9hKs9dAd3d2c,900|-900,sethi.muskan.3,DeepStack 
f,,,,AdThJh6s,50|-50,DeepStack,sethi.muskan.3 
f,,,,4c8c4h2c,50|-50,DeepStack,sethi.muskan.1 
k,cr300f,,,5cKs8cJh4c8d9s,-100|100,DeepStack,sethi.muskan.4 
r300c,k,k,k,JdTh9d5d7cKs2c2d5s,-300|300,sethi.muskan.3,DeepStack 
r300f,,,,2d5c9cQs,-100|100,sethi.muskan.4,DeepStack 
f,,,,Kc6h2d3h,50|-50,sethi.muskan.1,DeepStack 
f,,,,4d2h9sKc,50|-50,DeepStack,sethi.muskan.3 
r300f,,,,6d4cAs5h,-100|100,DeepStack,sethi.muskan.4 
r200c,cr400f,,,5sKd3c5dAcTcAs,-200|200,sethi.muskan.3,DeepStack 
f,,,,4d3s8d9c,50|-50,DeepStack,sethi.muskan.1 
r200r600f,,,,JdJh7h5c,200|-200,sethi.muskan.4,DeepStack 
r200r600c,r1800c,r5400c,r20000f,KdJd4sAd7d6c4d8d5c,5400|-5400,sethi.muskan.1,DeepStack 
f,,,,3sQd5s4d,50|-50,DeepStack,sethi.muskan.3 
r300f,,,,6dTcAs2d,-100|100,DeepStack,sethi.muskan.4 
