"","p1_luckeq","p2_luckeq","p1_skilleq","p2_skilleq","p1_chips","p2_chips"
"127",-0.859999999999999,0.859999999999999,0,0,1010,990
"128",-2.45,2.45,0,0,1010,990
"129",2.68,-2.68,555.66,-555.66,980,1020
"130",-4.04,4.04,391.02,-391.02,980,1020
"131",-4.4,4.4,382.2,-382.2,980,1020
"132",-6.56,6.56,329.28,-329.28,980,1020
"133",-6.28,6.28,336.14,-336.14,980,1020
"134",-1.19,1.19,0,0,1010,990
"135",2.4,-2.4,548.8,-548.8,980,1020
"136",-14.08,14.08,145.04,-145.04,980,1020
"137",-2,2,441,-441,980,1020
"138",-11.84,11.84,199.92,-199.92,980,1020
"139",0.490000000000002,-0.490000000000002,0,0,1010,990
"140",5.88,-5.88,634.06,-634.06,980,1020
"141",-3.04,3.04,415.52,-415.52,980,1020
"142",-3.96,3.96,392.98,-392.98,980,1020
"143",2.08,-2.08,0,0,1010,990
"144",6.8,-6.8,656.6,-656.6,980,1020
"145",-6.16,6.16,339.08,-339.08,980,1020
"146",-2.9,2.9,0,0,1010,990
"147",9.79,-9.79,0,0,1010,990
"148",-3.44,3.44,0,0,1010,990
"149",-6.02,6.02,0,0,1010,990
"150",-2.63,2.63,0,0,1010,990
"151",-4.13,4.13,0,0,1010,990
"152",-8.42,8.42,0,0,1010,990
"153",-6.52,6.52,330.26,-330.26,980,1020
"154",-3.12,3.12,413.56,-413.56,980,1020
"155",-4.08,4.08,390.04,-390.04,980,1020
"156",-1.01,1.01,0,0,1010,990
"157",-6.68,6.68,0,0,1010,990
"158",0.849999999999998,-0.849999999999998,0,0,1010,990
"159",2.86,-2.86,0,0,1010,990
"160",-2.68,2.68,424.34,-424.34,980,1020
"161",-0.199999999999999,0.199999999999999,485.1,-485.1,980,1020
"162",1,-0.999999999999998,0,0,1010,990
"163",-3.77,3.77,0,0,1010,990
"164",4.6,-4.6,0,0,1010,990
"165",3.44,-3.44,574.28,-574.28,980,1020
"166",-5.54,5.54,0,0,1010,990
"167",-0.120000000000001,0.120000000000001,487.06,-487.06,980,1020
"168",-0.960000000000001,0.960000000000001,466.48,-466.48,980,1020
"169",-3.72,3.72,398.86,-398.86,980,1020
"170",-6.96,6.96,319.48,-319.48,980,1020
"171",-4.13,4.13,0,0,1010,990
"172",7,-7,661.5,-661.5,980,1020
"173",-5.8,5.8,347.9,-347.9,980,1020
"174",-3.08,3.08,414.54,-414.54,980,1020
"175",5.88,-5.88,634.06,-634.06,980,1020
"176",-7.76,7.76,299.88,-299.88,980,1020
"177",-2.93,2.93,0,0,1010,990
"178",-0.949999999999999,0.949999999999999,0,0,1010,990
"179",8.2,-8.2,690.9,-690.9,980,1020
"180",-4.52,4.52,0,0,1010,990
"181",-5.24,5.24,361.62,-361.62,980,1020
"182",-12.64,12.64,180.32,-180.32,980,1020
"183",3.2,-3.2,568.4,-568.4,980,1020
"184",-10.4,10.4,0,0,1010,990
"185",-2.36,2.36,432.18,-432.18,980,1020
"186",-1.6,1.6,450.8,-450.8,980,1020
"187",-4.16,4.16,388.08,-388.08,980,1020
"188",-4.68,4.68,375.34,-375.34,980,1020
"189",9.68,-9.68,727.16,-727.16,980,1020
"190",2.11,-2.11,0,0,1010,990
"191",6.6,-6.6,651.7,-651.7,980,1020
"192",3.34,-3.34,0,0,1010,990
"193",-9.65,9.65,0,0,1010,990
"194",-5.04,5.04,366.52,-366.52,980,1020
"195",-1.97,1.97,0,0,1010,990
"196",5,-5,612.5,-612.5,980,1020
"197",0.130000000000003,-0.130000000000001,0,0,1010,990
"198",5.48,-5.48,624.26,-624.26,980,1020
"199",5.05,-5.05,0,0,1010,990
"200",-5.78,5.78,0,0,1010,990
"201",9.76,-9.76,729.12,-729.12,980,1020
"202",-3.44,3.44,405.72,-405.72,980,1020
"203",-8.96,8.96,0,0,1010,990
"204",4.32,-4.32,595.84,-595.84,980,1020
"205",0.520000000000003,-0.520000000000001,0,0,1010,990
"206",-3.26,3.26,0,0,1010,990
"207",-5.21,5.21,0,0,1010,990
"208",2.96,-2.96,562.52,-562.52,980,1020
"209",-7.48,7.48,306.74,-306.74,980,1020
"210",-3.84,3.84,395.92,-395.92,980,1020
"211",0.240000000000002,-0.240000000000002,495.88,-495.88,980,1020
"212",-5.24,5.24,361.62,-361.62,980,1020
"213",-2.87,2.87,0,0,1010,990
"214",-4.79,4.79,0,0,1010,990
"215",2,-2,539,-539,980,1020
"216",-6.77,6.77,0,0,1010,990
"217",0.43,-0.430000000000001,0,0,1010,990
"218",6.4,-6.4,646.8,-646.8,980,1020
"219",0.25,-0.250000000000002,0,0,1010,990
"220",-0.77,0.77,0,0,1010,990
"221",0.370000000000001,-0.370000000000001,0,0,1010,990
"222",6.32,-6.32,644.84,-644.84,980,1020
"223",-0.719999999999999,0.719999999999999,472.36,-472.36,980,1020
"224",-5.12,5.12,364.56,-364.56,980,1020
"225",-3.26,3.26,0,0,1010,990
"226",-4.92,4.92,369.46,-369.46,980,1020
"227",3.08,-3.08,565.46,-565.46,980,1020
"228",-9.35,9.35,0,0,1010,990
"229",0.220000000000002,-0.220000000000001,0,0,1010,990
"230",-2.92,2.92,418.46,-418.46,980,1020
"231",2.8,-2.8,0,0,1010,990
"232",-8.51,8.51,0,0,1010,990
"233",1.76,-1.76,533.12,-533.12,980,1020
"234",-4.76,4.76,373.38,-373.38,980,1020
"235",0.490000000000002,-0.490000000000002,0,0,1010,990
"236",0.43,-0.430000000000001,0,0,1010,990
"237",-7.4,7.4,308.7,-308.7,980,1020
"238",6.36,-6.36,645.82,-645.82,980,1020
"239",-4.55,4.55,0,0,1010,990
"240",5.16,-5.16,616.42,-616.42,980,1020
"241",6.12,-6.12,639.94,-639.94,980,1020
"242",-0.800000000000001,0.800000000000001,470.4,-470.4,980,1020
"243",-0.77,0.77,0,0,1010,990
"244",-0.280000000000001,0.280000000000001,483.14,-483.14,980,1020
"245",0.789999999999999,-0.789999999999999,0,0,1010,990
"246",18.96,-18.96,954.52,-954.52,980,1020
"247",-1.8,1.8,445.9,-445.9,980,1020
"248",6.92,-6.92,659.54,-659.54,980,1020
"249",-1.92,1.92,442.96,-442.96,980,1020
"250",0.280000000000001,-0.280000000000001,0,0,1010,990
"251",-2.12,2.12,438.06,-438.06,980,1020
"252",-2.21,2.21,0,0,1010,990
"253",17.08,-17.08,836.92,-836.92,2000,0
"254",-0.859999999999999,0.859999999999999,0,0,1010,990
"255",-10.76,10.76,226.38,-226.38,980,1020
"256",-0.359999999999999,0.359999999999999,481.18,-481.18,980,1020
"257",11.16,-11.16,763.42,-763.42,980,1020
"258",-0.5,0.5,0,0,1010,990
"259",5.4,-5.4,622.3,-622.3,980,1020
"260",5,-5,612.5,-612.5,980,1020
"261",1.56,-1.56,528.22,-528.22,980,1020
"262",1.72,-1.72,0,0,1010,990
"263",10.76,-10.76,753.62,-753.62,980,1020
"264",-8.3,8.3,0,0,1010,990
"265",-0.280000000000001,0.280000000000001,483.14,-483.14,980,1020
"266",-0.399999999999999,0.399999999999999,480.2,-480.2,980,1020
"267",2.68,-2.68,555.66,-555.66,980,1020
"268",0.880000000000003,-0.880000000000003,511.56,-511.56,980,1020
"269",-0.949999999999999,0.949999999999999,0,0,1010,990
"270",2.52,-2.52,551.74,-551.74,980,1020
"271",1.12,-1.12,0,0,1010,990
"272",1.4,-1.4,524.3,-524.3,980,1020
"273",-8.18,8.18,0,0,1010,990
"274",4,-4,588,-588,980,1020
"275",0.48,-0.48,501.76,-501.76,980,1020
"276",3.56,-3.56,577.22,-577.22,980,1020
"277",9.46,-9.46,0,0,1010,990
"278",5.36,-5.36,621.32,-621.32,980,1020
"279",-6.68,6.68,326.34,-326.34,980,1020
"280",-5.28,5.28,360.64,-360.64,980,1020
"281",5.32,-5.32,620.34,-620.34,980,1020
"282",-9.32,9.32,0,0,1010,990
"283",0.84,-0.84,510.58,-510.58,980,1020
"284",-11.16,11.16,216.58,-216.58,980,1020
"285",7.12,-7.12,664.44,-664.44,980,1020
"286",-3.08,3.08,0,0,1010,990
"287",-1.4,1.4,0,0,1010,990
"288",-8.93,8.93,0,0,1010,990
"289",-5.08,5.08,365.54,-365.54,980,1020
"290",0.52,-0.52,502.74,-502.74,980,1020
"291",-5.32,5.32,359.66,-359.66,980,1020
"292",4.6,-4.6,602.7,-602.7,980,1020
"293",4.6,-4.6,602.7,-602.7,980,1020
"294",-5.72,5.72,349.86,-349.86,980,1020
"295",0.310000000000002,-0.310000000000002,0,0,1010,990
"296",-0.919999999999998,0.92,0,0,1010,990
"297",1.9,-1.9,0,0,1010,990
"298",-2.64,2.64,425.32,-425.32,980,1020
"299",-1.55,1.55,0,0,1010,990
"300",0.68,-0.68,506.66,-506.66,980,1020
"301",7.4,-7.4,362.6,-362.6,2000,0
"302",1.92,-1.92,537.04,-537.04,980,1020
"303",6.43,-6.43,0,0,1010,990
"304",-5.16,5.16,363.58,-363.58,980,1020
"305",-2.09,2.09,0,0,1010,990
"306",-0.52,0.52,477.26,-477.26,980,1020
"307",-4,4,392,-392,980,1020
"308",-4.58,4.58,0,0,1010,990
"309",1.78,-1.78,0,0,1010,990
"310",8.76,-8.76,704.62,-704.62,980,1020
"311",-0.739999999999998,0.74,0,0,1010,990
"312",-10.67,10.67,0,0,1010,990
"313",7.08,-7.08,663.46,-663.46,980,1020
"314",-8.24,8.24,288.12,-288.12,980,1020
"315",-9.68,9.68,252.84,-252.84,980,1020
"316",-4.96,4.96,368.48,-368.48,980,1020
"317",-5.4,5.4,357.7,-357.7,980,1020
"318",-0.719999999999999,0.719999999999999,472.36,-472.36,980,1020
"319",3.84,-3.84,584.08,-584.08,980,1020
"320",-7.85,7.85,0,0,1010,990
"321",-7.37,7.37,0,0,1010,990
"322",0.220000000000002,-0.220000000000001,0,0,1010,990
"323",11,-11,759.5,-759.5,980,1020
"324",14,-14,686,-686,2000,0
"325",9.28,-9.28,717.36,-717.36,980,1020
"326",-1.56,1.56,451.78,-451.78,980,1020
"327",-8.42,8.42,0,0,1010,990
"328",3.4,-3.4,573.3,-573.3,980,1020
"329",-9.05,9.05,0,0,1010,990
"330",-1.96,1.96,441.98,-441.98,980,1020
"331",-9.2,9.2,264.6,-264.6,980,1020
"332",-6.88,6.88,321.44,-321.44,980,1020
"333",-6.32,6.32,335.16,-335.16,980,1020
"334",-3.71,3.71,0,0,1010,990
"335",2.68,-2.68,0,0,1010,990
"336",3.52,-3.52,576.24,-576.24,980,1020
"337",-9.38,9.38,0,0,1010,990
"338",0.359999999999999,-0.359999999999999,498.82,-498.82,980,1020
"339",1.48,-1.48,0,0,1010,990
"340",1.09,-1.09,0,0,1010,990
"341",7.44,-7.44,672.28,-672.28,980,1020
"342",0.760000000000002,-0.760000000000002,508.62,-508.62,980,1020
"343",-1.19,1.19,0,0,1010,990
"344",3.28,-3.28,570.36,-570.36,980,1020
"345",-5.44,5.44,356.72,-356.72,980,1020
"346",-5.3,5.3,0,0,1010,990
"347",2.24,-2.24,544.88,-544.88,980,1020
"348",2.76,-2.76,557.62,-557.62,980,1020
"349",5.76,-5.76,631.12,-631.12,980,1020
"350",2.04,-2.04,539.98,-539.98,980,1020
"351",-12.28,12.28,189.14,-189.14,980,1020
"352",-3.76,3.76,397.88,-397.88,980,1020
"353",-1.92,1.92,442.96,-442.96,980,1020
"354",9.32,-9.32,718.34,-718.34,980,1020
"355",1.2,-1.2,519.4,-519.4,980,1020
"356",-6.88,6.88,321.44,-321.44,980,1020
"357",-3.56,3.56,402.78,-402.78,980,1020
"358",-1.52,1.52,452.76,-452.76,980,1020
"359",-2.87,2.87,0,0,1010,990
"360",13.2,-13.2,813.4,-813.4,980,1020
"361",-1.79,1.79,0,0,1010,990
"362",0.240000000000002,-0.240000000000002,495.88,-495.88,980,1020
"363",-7.61,7.61,0,0,1010,990
"364",2.88,-2.88,560.56,-560.56,980,1020
"365",-12.72,12.72,178.36,-178.36,980,1020
"366",4.84,-4.84,608.58,-608.58,980,1020
"367",-6.6,6.6,328.3,-328.3,980,1020
"368",0.460000000000001,-0.460000000000001,0,0,1010,990
"369",0.199999999999999,-0.199999999999999,494.9,-494.9,980,1020
"370",-12.44,12.44,185.22,-185.22,980,1020
"371",-0.739999999999998,0.74,0,0,1010,990
"372",-0.640000000000001,0.640000000000001,474.32,-474.32,980,1020
"373",-1.49,1.49,0,0,1010,990
"374",-0.280000000000001,0.280000000000001,483.14,-483.14,980,1020
"375",-3.02,3.02,0,0,1010,990
"376",2,-2,539,-539,980,1020
"377",1.08,-1.08,516.46,-516.46,980,1020
"378",-6.86,6.86,0,0,1010,990
"379",1.6,-1.6,529.2,-529.2,980,1020
"380",-7.52,7.52,305.76,-305.76,980,1020
"381",-0.120000000000001,0.120000000000001,487.06,-487.06,980,1020
"382",-5.04,5.04,366.52,-366.52,980,1020
"383",-1.6,1.6,450.8,-450.8,980,1020
"384",9.96,-9.96,734.02,-734.02,980,1020
"385",7.92,-7.92,684.04,-684.04,980,1020
"386",-3.56,3.56,402.78,-402.78,980,1020
"387",-0.859999999999999,0.859999999999999,0,0,1010,990
"388",1.8,-1.8,534.1,-534.1,980,1020
"389",5.23,-5.23,0,0,1010,990
"390",-5.63,5.63,0,0,1010,990
"391",0.640000000000001,-0.640000000000001,505.68,-505.68,980,1020
"392",-0.829999999999998,0.83,0,0,1010,990
"393",12.8,-12.8,627.2,-627.2,2000,0
"394",-3.96,3.96,392.98,-392.98,980,1020
"395",-1.1,1.1,0,0,1010,990
"396",-0.859999999999999,0.859999999999999,0,0,1010,990
"397",12.04,-12.04,784.98,-784.98,980,1020
"398",-3.64,3.64,400.82,-400.82,980,1020
"399",-5.52,5.52,354.76,-354.76,980,1020
"400",-6.8,6.8,0,0,1010,990
"401",-6.72,6.72,325.36,-325.36,980,1020
"402",-0.620000000000001,0.619999999999999,0,0,1010,990
"403",-5.09,5.09,0,0,1010,990
"404",-3.16,3.16,412.58,-412.58,980,1020
"405",-2.96,2.96,0,0,1010,990
"406",4.68,-4.68,604.66,-604.66,980,1020
"407",-5.48,5.48,0,0,1010,990
"408",3.64,-3.64,579.18,-579.18,980,1020
"409",-1.76,1.76,0,0,1010,990
"410",-4.25,4.25,0,0,1010,990
"411",4.68,-4.68,604.66,-604.66,980,1020
"412",-6.74,6.74,0,0,1010,990
"413",5.2,-5.2,0,0,1010,990
"414",-3.52,3.52,403.76,-403.76,980,1020
"415",-3.56,3.56,402.78,-402.78,980,1020
"416",2.62,-2.62,0,0,1010,990
"417",1.48,-1.48,0,0,1010,990
"418",-2.39,2.39,0,0,1010,990
"419",5.89,-5.89,0,0,1010,990
"420",-7.91,7.91,0,0,1010,990
"421",-17.56,17.56,59.78,-59.78,980,1020
"422",-1.28,1.28,458.64,-458.64,980,1020
"423",-8.48,8.48,0,0,1010,990
"424",-8.52,8.52,281.26,-281.26,980,1020
"425",-6.36,6.36,334.18,-334.18,980,1020
"426",-2.16,2.16,437.08,-437.08,980,1020
"427",1,-1,514.5,-514.5,980,1020
"428",9,-9,710.5,-710.5,980,1020
"429",0.600000000000001,-0.600000000000001,504.7,-504.7,980,1020
"430",0.520000000000003,-0.520000000000001,0,0,1010,990
"431",-5.2,5.2,362.6,-362.6,980,1020
"432",-5.39,5.39,0,0,1010,990
"433",12.8,-12.8,627.2,-627.2,2000,0
"434",-3.44,3.44,0,0,1010,990
"435",-5.28,5.28,360.64,-360.64,980,1020
"436",3.64,-3.64,579.18,-579.18,980,1020
"437",1.39,-1.39,0,0,1010,990
"438",-7.61,7.61,0,0,1010,990
"439",4.72,-4.72,605.64,-605.64,980,1020
"440",6.8,-6.8,656.6,-656.6,980,1020
"441",-1.08,1.08,463.54,-463.54,980,1020
"442",-5.36,5.36,0,0,1010,990
"443",4.76,-4.76,606.62,-606.62,980,1020
"444",-0.98,0.98,0,0,1010,990
"445",-3.36,3.36,407.68,-407.68,980,1020
"446",-3.2,3.2,411.6,-411.6,980,1020
"447",-3.74,3.74,0,0,1010,990
"448",5.4,-5.4,622.3,-622.3,980,1020
"449",-6.2,6.2,0,0,1010,990
"450",3.1,-3.1,0,0,1010,990
"451",-1.28,1.28,0,0,1010,990
"452",1.84,-1.84,0,0,1010,990
"453",2.5,-2.5,0,0,1010,990
"454",-0.710000000000001,0.709999999999999,0,0,1010,990
"455",4.24,-4.24,593.88,-593.88,980,1020
"456",-6.16,6.16,339.08,-339.08,980,1020
"457",1.87,-1.87,0,0,1010,990
"458",-5.48,5.48,0,0,1010,990
"459",-2.92,2.92,418.46,-418.46,980,1020
"460",-0.960000000000001,0.960000000000001,466.48,-466.48,980,1020
"461",-0.710000000000001,0.709999999999999,0,0,1010,990
"462",5.35,-5.35,0,0,1010,990
"463",-2,2,441,-441,980,1020
"464",0,0,490,-490,980,1020
"465",-0.530000000000001,0.529999999999999,0,0,1010,990
"466",-10.1,10.1,0,0,1010,990
"467",-5.64,5.64,351.82,-351.82,980,1020
"468",-2,2,0,0,1010,990
"469",-6.72,6.72,325.36,-325.36,980,1020
"470",-5.16,5.16,363.58,-363.58,980,1020
"471",1.8,-1.8,534.1,-534.1,980,1020
"472",1.66,-1.66,0,0,1010,990
"473",1.16,-1.16,518.42,-518.42,980,1020
"474",-5.64,5.64,351.82,-351.82,980,1020
"475",8.12,-8.12,688.94,-688.94,980,1020
"476",-4.92,4.92,369.46,-369.46,980,1020
"477",-3.56,3.56,402.78,-402.78,980,1020
"478",5.36,-5.36,621.32,-621.32,980,1020
"479",-4.72,4.72,374.36,-374.36,980,1020
"480",-1.37,1.37,0,0,1010,990
"481",4.76,-4.76,606.62,-606.62,980,1020
"482",12.24,-12.24,789.88,-789.88,980,1020
"483",-5.03,5.03,0,0,1010,990
"484",-8.03,8.03,0,0,1010,990
"485",-0.0799999999999983,0.0799999999999983,0,0,1010,990
"486",0.100000000000001,-0.100000000000001,0,0,1010,990
"487",-2.8,2.8,421.4,-421.4,980,1020
"488",3.92,-3.92,586.04,-586.04,980,1020
"489",-4.04,4.04,391.02,-391.02,980,1020
"490",-4,4,392,-392,980,1020
"491",-0.560000000000002,0.560000000000002,476.28,-476.28,980,1020
"492",4.2,-4.2,592.9,-592.9,980,1020
"493",-3.8,3.8,396.9,-396.9,980,1020
"494",-1.4,1.4,0,0,1010,990
"495",0.849999999999998,-0.849999999999998,0,0,1010,990
"496",10.92,-10.92,757.54,-757.54,980,1020
"497",-3.5,3.5,0,0,1010,990
"498",3.72,-3.72,581.14,-581.14,980,1020
"499",-0.640000000000001,0.640000000000001,474.32,-474.32,980,1020
"500",5.36,-5.36,621.32,-621.32,980,1020
"501",-5.84,5.84,346.92,-346.92,980,1020
"502",-7.16,7.16,314.58,-314.58,980,1020
"503",2.95,-2.95,0,0,1010,990
"504",-2,2,0,0,1010,990
"505",4.44,-4.44,598.78,-598.78,980,1020
"506",-1.01,1.01,0,0,1010,990
"507",-8.48,8.48,282.24,-282.24,980,1020
"508",-10.01,10.01,0,0,1010,990
"509",4.03,-4.03,0,0,1010,990
"510",2.26,-2.26,0,0,1010,990
"511",7.92,-7.92,684.04,-684.04,980,1020
"512",-2.96,2.96,417.48,-417.48,980,1020
"513",1.88,-1.88,536.06,-536.06,980,1020
"514",7.72,-7.72,679.14,-679.14,980,1020
"515",0.0799999999999983,-0.0799999999999983,491.96,-491.96,980,1020
"516",-3.14,3.14,0,0,1010,990
"517",3.48,-3.48,575.26,-575.26,980,1020
"518",-3.88,3.88,394.94,-394.94,980,1020
"519",-3.68,3.68,399.84,-399.84,980,1020
"520",-1.61,1.61,0,0,1010,990
"521",-0.98,0.98,0,0,1010,990
"522",-5.6,5.6,352.8,-352.8,980,1020
"523",3.2,-3.2,568.4,-568.4,980,1020
"524",-8.88,8.88,272.44,-272.44,980,1020
"525",-3.4,3.4,406.7,-406.7,980,1020
"526",3.04,-3.04,564.48,-564.48,980,1020
"527",4.12,-4.12,590.94,-590.94,980,1020
"528",1.36,-1.36,0,0,1010,990
"529",0.580000000000002,-0.580000000000002,0,0,1010,990
"530",-8.51,8.51,0,0,1010,990
"531",-7.07,7.07,0,0,1010,990
"532",-2.78,2.78,0,0,1010,990
"533",10.6,-10.6,749.7,-749.7,980,1020
"534",-4.28,4.28,0,0,1010,990
"535",12.08,-12.08,785.96,-785.96,980,1020
"536",-0.739999999999998,0.74,0,0,1010,990
"537",0.849999999999998,-0.849999999999998,0,0,1010,990
"538",4.76,-4.76,606.62,-606.62,980,1020
"539",3.64,-3.64,579.18,-579.18,980,1020
"540",-6.08,6.08,341.04,-341.04,980,1020
"541",3.44,-3.44,574.28,-574.28,980,1020
"542",-3.14,3.14,0,0,1010,990
"543",3.68,-3.68,580.16,-580.16,980,1020
"544",-7.37,7.37,0,0,1010,990
"545",1.16,-1.16,518.42,-518.42,980,1020
"546",-0.32,0.319999999999999,0,0,1010,990
"547",-6.92,6.92,320.46,-320.46,980,1020
"548",-4.84,4.84,371.42,-371.42,980,1020
"549",-9.52,9.52,256.76,-256.76,980,1020
"550",5.24,-5.24,618.38,-618.38,980,1020
"551",-2.24,2.24,0,0,1010,990
"552",-0.469999999999999,0.469999999999999,0,0,1010,990
"553",0.800000000000001,-0.800000000000001,509.6,-509.6,980,1020
"554",-15,15,122.5,-122.5,980,1020
"555",5.84,-5.84,633.08,-633.08,980,1020
"556",-7.16,7.16,314.58,-314.58,980,1020
