"","p1_luckeq","p2_luckeq","p1_skilleq","p2_skilleq","p1_chips","p2_chips"
"181",-0.559999999999999,0.559999999999999,0,0,1010,990
"182",-7.52,7.52,74.256,-74.256,980,1020
"183",-7.88,7.88,0,0,1010,990
"184",-31.28,31.28,0,0,980,1020
"185",-4.1,4.1,0,0,1010,990
"186",-0.649999999999999,0.649999999999999,0,0,1010,990
"187",-7.31,7.31,0,0,1010,990
"188",35.48,-35.48,980,-980,980,1020
"189",-2.12,2.12,0,0,1010,990
"190",-0.559999999999999,0.559999999999999,0,0,1010,990
"191",-28.44,28.44,0,0,980,1020
"192",-9.62,9.62,0,0,1010,990
"193",2.65,-2.65,0,0,1010,990
"194",-8.39,8.39,0,0,1010,990
"195",-16.8,16.8,3.2,-3.2,980,1020
"196",-0.41,0.41,0,0,1010,990
"197",-8.9,8.9,0,0,1010,990
"198",-9.89,9.89,0,0,1010,990
"199",-2.99,2.99,0,0,1010,990
"200",-8.6,8.6,0,0,1010,990
"201",-5.56,5.56,-619,619,1040,960
"202",-3.56,3.56,-569,569,1040,960
"203",0.580000000000002,-0.580000000000002,0,0,1010,990
"204",-3.2,3.2,-156.8,156.8,0,2000
"205",-9.11,9.11,0,0,1010,990
"206",-1.97,1.97,0,0,1010,990
"207",-14.04,14.04,35.462,-35.462,980,1020
"208",-7.91,7.91,0,0,1010,990
"209",7.6,-7.6,27.6,-27.6,980,1020
"210",0.699999999999999,-0.699999999999999,0,0,1010,990
"211",-1.64,1.64,0,0,1010,990
"212",-4.64,4.64,0,0,1010,990
"213",-13.84,13.84,36.652,-36.652,980,1020
"214",-4.04,4.04,0,0,1010,990
"215",-7.88,7.88,0,0,1010,990
"216",-8.69,8.69,0,0,1010,990
"217",-3.32,3.32,0,0,1010,990
"218",-0.41,0.41,0,0,1010,990
"219",-2.09,2.09,0,0,1010,990
"220",1.21,-1.21,0,0,1010,990
"221",-6.68,6.68,0,0,1010,990
"222",-2.09,2.09,0,0,1010,990
"223",-1.73,1.73,0,0,1010,990
"224",-8.45,8.45,0,0,1010,990
"225",-2.06,2.06,0,0,1010,990
"226",-8.99,8.99,0,0,1010,990
"227",-6.38,6.38,0,0,1010,990
"228",-9.44,9.44,0,0,1010,990
"229",9.34,-9.34,0,0,1010,990
"230",-0.919999999999998,0.92,0,0,1010,990
"231",-7.2,7.19999999999999,-660,660,1040,960
"232",-1.52,1.52,0,0,1010,990
"233",-4.25,4.25,0,0,1010,990
"234",3.12,-3.12,-402,402,1040,960
"235",-6.71,6.71,0,0,1010,990
"236",-8.9,8.9,0,0,1010,990
"237",-34.32,34.32,0,0,980,1020
"238",-1.04,1.04,0,0,1010,990
"239",-5.81,5.81,0,0,1010,990
"240",0.400000000000002,-0.400000000000002,0,0,1010,990
"241",-1.61,1.61,0,0,1010,990
"242",-32.44,32.44,0,0,980,1020
"243",-1.37,1.37,0,0,1010,990
"244",-11.36,11.36,51.408,-51.408,980,1020
"245",-48.08,48.08,0,0,980,1020
"246",-7.07,7.07,0,0,1010,990
"247",1.27,-1.27,0,0,1010,990
"248",-9.89,9.89,0,0,1010,990
"249",-3.96,3.96,95.438,-95.438,980,1020
"250",-7.67,7.67,0,0,1010,990
"251",-8.6,8.6,0,0,1010,990
"252",-3.53,3.53,0,0,1010,990
"253",-7.46,7.46,0,0,1010,990
"254",0.100000000000001,-0.100000000000001,0,0,1010,990
"255",-4.4,4.4,0,0,1010,990
"256",-8,8,-680,680,1040,960
"257",-5.81,5.81,0,0,1010,990
"258",-10.22,10.22,0,0,1010,990
"259",-11.76,11.76,-774,774,1040,960
"260",3.76,-3.76,0,0,1010,990
"261",-10.67,10.67,0,0,1010,990
"262",-3.64,3.64,-178.36,178.36,0,2000
"263",-6.65,6.65,0,0,1010,990
"264",0.91,-0.909999999999998,0,0,1010,990
"265",-7.52,7.52,0,0,1010,990
"266",-8.69,8.69,0,0,1010,990
"267",-6.26,6.26,0,0,1010,990
"268",-3.44,3.44,0,0,1010,990
"269",-9.05,9.05,0,0,1010,990
"270",2.83,-2.83,0,0,1010,990
"271",-7.19,7.19,0,0,1010,990
"272",-7.88,7.88,0,0,1010,990
"273",-2.39,2.39,0,0,1010,990
"274",-1.28,1.28,0,0,1010,990
"275",0.610000000000003,-0.610000000000001,0,0,1010,990
"276",-11.21,11.21,0,0,1010,990
"277",-6.71,6.71,0,0,1010,990
"278",0.400000000000002,-0.400000000000002,0,0,1010,990
"279",3.19,-3.19,0,0,1010,990
"280",-8.54,8.54,0,0,1010,990
"281",-9.53,9.53,0,0,1010,990
"282",-1.34,1.34,0,0,1010,990
"283",-0.559999999999999,0.559999999999999,0,0,1010,990
"284",10.88,-10.88,-208,208,1040,960
"285",-4.76,4.76,0,0,1010,990
"286",-0.739999999999998,0.74,0,0,1010,990
"287",0.280000000000001,-0.280000000000001,0,0,1010,990
"288",-10.67,10.67,0,0,1010,990
"289",-9.11,9.11,0,0,1010,990
"290",-6.2,6.2,0,0,1010,990
"291",2.98,-2.98,0,0,1010,990
"292",-5.04,5.04,14.96,-14.96,980,1020
"293",-1.16,1.16,0,0,1010,990
"294",1.18,-1.18,0,0,1010,990
"295",4.24,-4.24,0,0,1010,990
"296",-36.8,36.8,0,0,980,1020
"297",56.52,-56.52,980,-980,980,1020
"298",-4.7,4.7,0,0,1010,990
"299",-28.8,28.8,0,0,980,1020
"300",-7.97,7.97,0,0,1010,990
"301",-8.69,8.69,0,0,1010,990
"302",-9.35,9.35,0,0,1010,990
"303",-8.03,8.03,0,0,1010,990
"304",-8.28,8.28,69.734,-69.734,980,1020
"305",-2.63,2.63,0,0,1010,990
"306",26.72,-26.72,0,0,1020,980
"307",-5.84,5.84,0,0,1010,990
"308",-5.69,5.69,0,0,1010,990
"309",0.580000000000002,-0.580000000000002,0,0,1010,990
"310",-15.52,15.52,26.656,-26.656,980,1020
"311",-0.649999999999999,0.649999999999999,0,0,1010,990
"312",-8.78,8.78,0,0,1010,990
"313",-8.66,8.66,0,0,1010,990
"314",0.220000000000002,-0.220000000000001,0,0,1010,990
"315",-4.58,4.58,0,0,1010,990
"316",-1.25,1.25,0,0,1010,990
"317",-0.68,0.68,0,0,1010,990
"318",-3.92,3.92,54.88,-54.88,980,1020
"319",-6.62,6.62,0,0,1010,990
"320",-2.66,2.66,0,0,1010,990
"321",-8.36,8.36,-689,689,1040,960
"322",-1.85,1.85,0,0,1010,990
"323",-1.82,1.82,0,0,1010,990
"324",-8.04,8.04,21.229,-21.229,980,1020
"325",-0.349999999999998,0.35,0,0,1010,990
"326",-10.34,10.34,0,0,1010,990
"327",-6.56,6.56,0,0,1010,990
"328",2.47,-2.47,0,0,1010,990
"329",12.68,-12.68,32.68,-32.68,980,1020
"330",-7.82,7.82,0,0,1010,990
"331",4.87,-4.87,0,0,1010,990
"332",-6.08,6.08,0,0,1010,990
"333",-5.93,5.93,0,0,1010,990
"334",-6.56,6.56,0,0,1010,990
"335",-14.68,14.68,5.32,-5.32,980,1020
"336",-0.349999999999998,0.35,0,0,1010,990
"337",2.29,-2.29,0,0,1010,990
"338",3.94,-3.94,0,0,1010,990
"339",-13.8,13.8,6.2,-6.2,980,1020
"340",61.72,-61.72,0,0,1020,980
"341",-8.6,8.6,0,0,1010,990
"342",-4.07,4.07,0,0,1010,990
"343",-3.08,3.08,0,0,1010,990
"344",-7.07,7.07,0,0,1010,990
"345",1.36,-1.36,0,0,1010,990
"346",-3.8,3.8,0,0,1010,990
"347",-7.79,7.79,0,0,1010,990
"348",0.25,-0.250000000000002,0,0,1010,990
"349",-1.64,1.64,0,0,1010,990
"350",2.08,-2.08,0,0,1010,990
"351",-0.0199999999999996,0.0199999999999996,0,0,1010,990
"352",-0.41,0.41,0,0,1010,990
"353",-3.23,3.23,0,0,1010,990
"354",1.12,-1.12,0,0,1010,990
"355",-6.16,6.16,82.348,-82.348,980,1020
"356",5.02,-5.02,0,0,1010,990
"357",2.83,-2.83,0,0,1010,990
"358",-7.64,7.64,0,0,1010,990
"359",-0.620000000000001,0.619999999999999,0,0,1010,990
"360",-5.4,5.4,25.915,-25.915,980,1020
"361",-6.5,6.5,0,0,1010,990
"362",-0.77,0.77,0,0,1010,990
"363",-0.98,0.98,0,0,1010,990
"364",-14.32,14.32,-701.68,701.68,0,2000
"365",4.15,-4.15,0,0,1010,990
"366",-0.949999999999999,0.949999999999999,0,0,1010,990
"367",-29.28,29.28,0,0,980,1020
"368",-0.649999999999999,0.649999999999999,0,0,1010,990
"369",-2.63,2.63,0,0,1010,990
"370",-22,22,0,0,980,1020
"371",-30.16,30.16,0,0,980,1020
"372",-16.36,16.36,6.461,-6.461,980,1020
"373",-12.48,12.48,-792,792,1040,960
"374",-22.08,22.08,61.74,-61.7399999999999,980,1020
"375",-4.88,4.88,89.964,-89.964,980,1020
"376",-7.76,7.76,0,0,1010,990
"377",-1.91,1.91,0,0,1010,990
"378",-0.469999999999999,0.469999999999999,0,0,1010,990
"379",-11.15,11.15,0,0,1010,990
"380",-3.38,3.38,0,0,1010,990
"381",-7.31,7.31,0,0,1010,990
"382",-0.469999999999999,0.469999999999999,0,0,1010,990
"383",-5.75,5.75,0,0,1010,990
"384",-19.88,19.88,0.12,-0.119999999999997,980,1020
"385",-21.68,21.68,67.62,-67.62,980,1020
"386",-33.44,33.44,0,0,980,1020
"387",1.66,-1.66,0,0,1010,990
"388",55.76,-55.76,980,-980,980,1020
"389",-9.38,9.38,0,0,1010,990
"390",-7.16,7.16,0,0,1010,990
"391",-7.73,7.73,0,0,1010,990
"392",-1.73,1.73,0,0,1010,990
"393",3.43,-3.43,0,0,1010,990
"394",0.25,-0.250000000000002,0,0,1010,990
"395",0.580000000000002,-0.580000000000002,0,0,1010,990
"396",-3.83,3.83,0,0,1010,990
"397",-3.29,3.29,0,0,1010,990
"398",-1.04,1.04,0,0,1010,990
"399",-6.77,6.77,0,0,1010,990
"400",3.94,-3.94,0,0,1010,990
"401",-5.15,5.15,0,0,1010,990
"402",-0.649999999999999,0.649999999999999,0,0,1010,990
"403",-8.75,8.75,0,0,1010,990
"404",-3.56,3.56,0,0,1010,990
"405",-3.23,3.23,0,0,1010,990
"406",-3.44,3.44,-168.56,168.56,0,2000
"407",2.35,-2.35,0,0,1010,990
"408",0.0400000000000027,-0.0400000000000009,0,0,1010,990
"409",4.15,-4.15,0,0,1010,990
"410",39.6,-39.6,0,0,1020,980
"411",-8.52,8.52,11.48,-11.48,980,1020
"412",-0.439999999999998,0.44,0,0,1010,990
"413",-3.76,3.76,16.24,-16.24,980,1020
"414",-2.06,2.06,0,0,1010,990
"415",0.849999999999998,-0.849999999999998,0,0,1010,990
"416",-2.42,2.42,0,0,1010,990
"417",-6.83,6.83,0,0,1010,990
"418",-0.829999999999998,0.83,0,0,1010,990
"419",31.56,-31.56,0,0,1020,980
"420",-10.24,10.24,9.76,-9.76,980,1020
"421",1.09,-1.09,0,0,1010,990
"422",-5.93,5.93,0,0,1010,990
"423",2.71,-2.71,0,0,1010,990
"424",1.57,-1.57,0,0,1010,990
"425",-3.17,3.17,0,0,1010,990
"426",39.4,-39.4,0,0,1020,980
"427",-8.21,8.21,0,0,1010,990
"428",-5.27,5.27,0,0,1010,990
"429",-1.55,1.55,0,0,1010,990
"430",-7.76,7.76,0,0,1010,990
"431",-3.44,3.44,0,0,1010,990
"432",-1.43,1.43,0,0,1010,990
"433",-8.63,8.63,0,0,1010,990
"434",3.52,-3.52,0,0,1010,990
"435",0.849999999999998,-0.849999999999998,0,0,1010,990
"436",-4.13,4.13,0,0,1010,990
"437",-1.7,1.7,0,0,1010,990
"438",-20.16,20.16,0,0,980,1020
"439",1.66,-1.66,0,0,1010,990
"440",-6.65,6.65,0,0,1010,990
"441",-10.37,10.37,0,0,1010,990
"442",-2.81,2.81,0,0,1010,990
"443",-11.12,11.12,15.762,-15.762,980,1020
"444",-3.65,3.65,0,0,1010,990
"445",-3.35,3.35,0,0,1010,990
"446",-7.58,7.58,0,0,1010,990
"447",-6.62,6.62,0,0,1010,990
"448",-4.61,4.61,0,0,1010,990
"449",-6.95,6.95,0,0,1010,990
"450",2.08,-2.08,0,0,1010,990
"451",-4.52,4.52,0,0,1010,990
"452",0.82,-0.819999999999999,0,0,1010,990
"453",-3.48,3.48,16.52,-16.52,980,1020
"454",-0.559999999999999,0.559999999999999,0,0,1010,990
"455",-4.91,4.91,0,0,1010,990
"456",-9.86,9.86,0,0,1010,990
"457",-8.54,8.54,0,0,1010,990
"458",-0.949999999999999,0.949999999999999,0,0,1010,990
"459",-7.64,7.64,0,0,1010,990
"460",-5.63,5.63,0,0,1010,990
"461",-8.81,8.81,0,0,1010,990
"462",-8.42,8.42,0,0,1010,990
"463",-7.79,7.79,0,0,1010,990
"464",-8.99,8.99,0,0,1010,990
"465",-1.04,1.04,0,0,1010,990
"466",-14.68,14.68,-719.32,719.32,0,2000
"467",2.11,-2.11,0,0,1010,990
"468",0.669999999999998,-0.669999999999998,0,0,1010,990
"469",-1.73,1.73,0,0,1010,990
"470",-5.99,5.99,0,0,1010,990
"471",-7.56,7.56,-669,669,1040,960
"472",-7.97,7.97,0,0,1010,990
"473",-1.76,1.76,0,0,1010,990
"474",-1.82,1.82,0,0,1010,990
"475",-2.6,2.6,0,0,1010,990
"476",-7.4,7.4,0,0,1010,990
"477",0.0400000000000027,-0.0400000000000009,0,0,1010,990
"478",0.939999999999998,-0.939999999999998,0,0,1010,990
"479",-9.92,9.92,0,0,1010,990
"480",-10.55,10.55,0,0,1010,990
"481",-5.99,5.99,0,0,1010,990
"482",-0.0499999999999972,0.0499999999999989,0,0,1010,990
"483",-7.43,7.43,0,0,1010,990
"484",-8.9,8.9,0,0,1010,990
"485",-2.39,2.39,0,0,1010,990
"486",-8.45,8.45,0,0,1010,990
"487",-0.140000000000001,0.139999999999999,0,0,1010,990
"488",-0.530000000000001,0.529999999999999,0,0,1010,990
"489",1.72,-1.72,0,0,1010,990
"490",2.86,-2.86,0,0,1010,990
"491",-4.79,4.79,0,0,1010,990
"492",1.66,-1.66,0,0,1010,990
"493",-9.68,9.68,0,0,1010,990
"494",-1.34,1.34,0,0,1010,990
"495",-0.5,0.5,0,0,1010,990
"496",-8.54,8.54,0,0,1010,990
"497",-3.26,3.26,0,0,1010,990
"498",-2.21,2.21,0,0,1010,990
"499",-9.11,9.11,0,0,1010,990
"500",1.03,-1.03,0,0,1010,990
"501",4.42,-4.42,0,0,1010,990
"502",-1.34,1.34,0,0,1010,990
"503",-16.6,16.6,6.035,-6.035,980,1020
"504",31.28,-31.28,0,0,1020,980
"505",-3.35,3.35,0,0,1010,990
"506",-1.4,1.4,0,0,1010,990
"507",2.98,-2.98,0,0,1010,990
"508",-12.86,12.86,0,0,1010,990
"509",-1.34,1.34,0,0,1010,990
"510",-7.01,7.01,0,0,1010,990
"511",-8.75,8.75,0,0,1010,990
"512",-1.97,1.97,0,0,1010,990
"513",-7.76,7.76,0,0,1010,990
"514",2.32,-2.32,0,0,1010,990
"515",-5.33,5.33,0,0,1010,990
"516",-5.9,5.9,0,0,1010,990
"517",0.610000000000003,-0.610000000000001,0,0,1010,990
"518",-3.98,3.98,0,0,1010,990
"519",-7.34,7.34,0,0,1010,990
"520",-30.48,30.48,0,0,980,1020
"521",-1.67,1.67,0,0,1010,990
"522",-0.98,0.98,0,0,1010,990
"523",-3.29,3.29,0,0,1010,990
"524",3.31,-3.31,0,0,1010,990
"525",-33.56,33.56,0,0,980,1020
"526",-8.33,8.33,0,0,1010,990
"527",5.71,-5.71,0,0,1010,990
"528",-7.79,7.79,0,0,1010,990
"529",-9.68,9.68,0,0,1010,990
"530",-6.44,6.44,0,0,1010,990
"531",-2.15,2.15,0,0,1010,990
"532",3.94,-3.94,0,0,1010,990
"533",-3.08,3.08,0,0,1010,990
"534",0.0400000000000027,-0.0400000000000009,0,0,1010,990
"535",-9.53,9.53,0,0,1010,990
"536",-2.3,2.3,0,0,1010,990
"537",1.99,-1.99,0,0,1010,990
"538",-9.89,9.89,0,0,1010,990
"539",-2.92,2.92,101.626,-101.626,980,1020
"540",-10.01,10.01,0,0,1010,990
"541",-3.11,3.11,0,0,1010,990
"542",-4.04,4.04,-197.96,197.96,0,2000
"543",-10.31,10.31,0,0,1010,990
"544",0.669999999999998,-0.669999999999998,0,0,1010,990
"545",-1.76,1.76,0,0,1010,990
"546",-8.84,8.84,11.16,-11.16,980,1020
"547",-3.44,3.44,0,0,1010,990
"548",-3.26,3.26,0,0,1010,990
"549",-5.27,5.27,0,0,1010,990
"550",-1.28,1.28,0,0,1010,990
"551",10.48,-10.48,-218,218,1040,960
"552",-2.84,2.84,0,0,1010,990
"553",1.36,-1.36,0,0,1010,990
"554",-0.469999999999999,0.469999999999999,0,0,1010,990
"555",-5.18,5.18,0,0,1010,990
"556",-4.4,4.4,0,0,1010,990
"557",-10.07,10.07,0,0,1010,990
"558",-32.92,32.92,0,0,980,1020
"559",-9.11,9.11,0,0,1010,990
"560",2.23,-2.23,0,0,1010,990
"561",-1.01,1.01,0,0,1010,990
"562",-4.85,4.85,0,0,1010,990
"563",-9.29,9.29,0,0,1010,990
"564",-1.04,1.04,0,0,1010,990
"565",-2.63,2.63,0,0,1010,990
"566",-9.86,9.86,0,0,1010,990
"567",-7.07,7.07,0,0,1010,990
"568",-10.28,10.28,0,0,1010,990
"569",0.849999999999998,-0.849999999999998,0,0,1010,990
"570",-3.92,3.92,0,0,1010,990
"571",8.05,-8.05,0,0,1010,990
"572",-4.37,4.37,0,0,1010,990
"573",-7.31,7.31,0,0,1010,990
"574",-4.64,4.64,0,0,1010,990
"575",-6.29,6.29,0,0,1010,990
"576",-4.01,4.01,0,0,1010,990
"577",1.9,-1.9,0,0,1010,990
"578",-2.72,2.72,0,0,1010,990
"579",-4.07,4.07,0,0,1010,990
"580",-42.24,42.24,0,0,980,1020
"581",-8.68,8.68,11.32,-11.32,980,1020
"582",1.24,-1.24,0,0,1010,990
"583",0.0100000000000016,-0.0100000000000016,0,0,1010,990
"584",7.96,-7.96,0,0,1010,990
"585",-31,31,0,0,980,1020
"586",-3.92,3.92,0,0,1010,990
"587",0.190000000000001,-0.190000000000001,0,0,1010,990
"588",-1.58,1.58,0,0,1010,990
"589",2.89,-2.89,0,0,1010,990
"590",-5.18,5.18,0,0,1010,990
"591",9.7,-9.7,0,0,1010,990
"592",-2.09,2.09,0,0,1010,990
"593",1.12,-1.12,0,0,1010,990
"594",-10.04,10.04,0,0,1010,990
"595",1.87,-1.87,0,0,1010,990
"596",-4.79,4.79,0,0,1010,990
"597",-11.28,11.28,8.72,-8.72,980,1020
"598",-13.04,13.04,245,-245,980,1020
"599",-5.72,5.72,0,0,1010,990
"600",-5.18,5.18,0,0,1010,990
"601",-9.44,9.44,0,0,1010,990
"602",-0.349999999999998,0.35,0,0,1010,990
"603",-10.4,10.4,57.12,-57.12,980,1020
"604",-7.94,7.94,0,0,1010,990
"605",-7.16,7.16,0,0,1010,990
"606",-9.02,9.02,0,0,1010,990
"607",-4.28,4.28,0,0,1010,990
"608",5.2,-5.2,0,0,1010,990
"609",-2.93,2.93,0,0,1010,990
"610",-8.93,8.93,0,0,1010,990
"611",-2.33,2.33,0,0,1010,990
"612",0.16,-0.160000000000002,0,0,1010,990
"613",-3.38,3.38,0,0,1010,990
"614",-0.710000000000001,0.709999999999999,0,0,1010,990
"615",-5.78,5.78,0,0,1010,990
"616",11.88,-11.88,-183,183,1040,960
"617",-0.530000000000001,0.529999999999999,0,0,1010,990
"618",0.849999999999998,-0.849999999999998,0,0,1010,990
"619",-8.75,8.75,0,0,1010,990
