"","p1_luckeq","p2_luckeq","p1_skilleq","p2_skilleq","p1_chips","p2_chips"
"240",2.14,-2.14,0,0,1010,990
"241",0.43,-0.430000000000001,0,0,1010,990
"242",3.28,-3.28,0,0,1010,990
"243",-6.68,6.68,0,0,1010,990
"244",-8.72,8.72,0,0,1010,990
"245",-10.01,10.01,0,0,1010,990
"246",-10.4,10.4,0,0,1010,990
"247",-5,5,0,0,1010,990
"248",2.02,-2.02,0,0,1010,990
"249",-3.59,3.59,0,0,1010,990
"250",0.879999999999999,-0.879999999999999,0,0,1010,990
"251",-10.73,10.73,0,0,1010,990
"252",-3.38,3.38,0,0,1010,990
"253",-9.05,9.05,0,0,1010,990
"254",1.12,-1.12,0,0,1010,990
"255",-13.48,13.48,159.74,-159.74,980,1020
"256",-9.47,9.47,0,0,1010,990
"257",-8.24,8.24,0,0,1010,990
"258",-7.52,7.52,0,0,1010,990
"259",-1.43,1.43,0,0,1010,990
"260",1.09,-1.09,0,0,1010,990
"261",3.13,-3.13,0,0,1010,990
"262",-2.69,2.69,0,0,1010,990
"263",-10.79,10.79,0,0,1010,990
"264",-8.36,8.36,0,0,1010,990
"265",-8.9,8.9,0,0,1010,990
"266",-9.26,9.26,0,0,1010,990
"267",-9.17,9.17,0,0,1010,990
"268",-8.78,8.78,0,0,1010,990
"269",-8.27,8.27,0,0,1010,990
"270",-2.6,2.6,0,0,1010,990
"271",-0.0499999999999972,0.0499999999999989,0,0,1010,990
"272",-4.79,4.79,0,0,1010,990
"273",1.51,-1.51,0,0,1010,990
"274",-7.55,7.55,0,0,1010,990
"275",-9.56,9.56,0,0,1010,990
"276",-9.92,9.92,0,0,1010,990
"277",0.220000000000002,-0.220000000000001,0,0,1010,990
"278",-8.72,8.72,0,0,1010,990
"279",-0.349999999999998,0.35,0,0,1010,990
"280",-1.76,1.76,0,0,1010,990
"281",-10.16,10.16,0,0,1010,990
"282",-3.53,3.53,0,0,1010,990
"283",-1.04,1.04,464.52,-464.52,980,1020
"284",-3.53,3.53,0,0,1010,990
"285",-8.45,8.45,0,0,1010,990
"286",-3.8,3.8,0,0,1010,990
"287",-14.16,14.16,143.08,-143.08,980,1020
"288",-1.73,1.73,0,0,1010,990
"289",1.96,-1.96,0,0,1010,990
"290",1.72,-1.72,0,0,1010,990
"291",1.33,-1.33,0,0,1010,990
