"","p1_luck","p2_luck","p1_skill","p2_skill","p1_chip","p2_chip","endstate"
"1",-100,100,200,-200,100,-100,7
"2",63.8383838383838,-63.8383838383838,36.1616161616162,-36.1616161616162,100,-100,3
"3",74.9494949494949,-74.9494949494949,25.0505050505051,-25.0505050505051,100,-100,3
"4",-27.0707070707071,27.0707070707071,127.070707070707,-127.070707070707,100,-100,3
"5",44.1414141414141,-44.1414141414141,55.8585858585859,-55.8585858585859,100,-100,3
"6",-82.6262626262626,82.6262626262626,182.626262626263,-182.626262626263,100,-100,3
"7",-74.3434343434344,74.3434343434343,174.343434343434,-174.343434343434,100,-100,3
"8",-43.1313131313131,43.1313131313131,143.131313131313,-143.131313131313,100,-100,3
"9",-100,100,0,0,-100,100,9
"10",100,-100,19900,-19900,20000,-20000,9
"11",-55.75,55.75,-44.25,44.25,-100,100,2
"12",-77.2727272727273,77.2727272727273,177.272727272727,-177.272727272727,100,-100,5
"13",-71.3131313131313,71.3131313131313,171.313131313131,-171.313131313131,100,-100,3
"14",63.3333333333333,-63.3333333333333,36.6666666666667,-36.6666666666667,100,-100,3
"15",-53.5353535353535,53.5353535353535,153.535353535354,-153.535353535354,100,-100,3
"16",-82.3232323232323,82.3232323232323,182.323232323232,-182.323232323232,100,-100,3
"17",-90.5050505050505,90.5050505050505,190.505050505051,-190.505050505051,100,-100,3
"18",-88.989898989899,88.989898989899,-11.010101010101,11.010101010101,-100,100,4
"19",100,-100,0,0,100,-100,7
"20",-100,100,0,0,-100,100,6
"21",-100,100,0,0,-100,100,9
"22",100,-100,0,0,100,-100,7
"23",44.35,-44.35,55.65,-55.65,100,-100,1
"24",-21.4141414141414,21.4141414141414,121.414141414141,-121.414141414141,100,-100,3
"25",-62.8282828282828,62.8282828282828,162.828282828283,-162.828282828283,100,-100,3
"26",-68.2828282828283,68.2828282828283,168.282828282828,-168.282828282828,100,-100,3
"27",51.3131313131313,-51.3131313131313,48.6868686868687,-48.6868686868687,100,-100,3
"28",91.1111111111111,-91.1111111111111,8.88888888888888,-8.88888888888888,100,-100,3
"29",100,-100,0,0,100,-100,9
"30",64.5454545454545,-64.5454545454545,35.4545454545455,-35.4545454545455,100,-100,3
"31",-68.1818181818182,68.1818181818182,168.181818181818,-168.181818181818,100,-100,5
"32",82.2222222222222,-82.2222222222222,17.7777777777778,-17.7777777777778,100,-100,3
"33",-52.3232323232323,52.3232323232323,152.323232323232,-152.323232323232,100,-100,3
"34",66.8686868686869,-66.8686868686869,33.1313131313131,-33.1313131313131,100,-100,3
"35",100,-100,0,0,100,-100,9
"36",2.66453525910038e-15,-2.66453525910038e-15,0,0,2.66453525910038e-15,-2.66453525910038e-15,9
"37",-86.3636363636364,86.3636363636364,186.363636363636,-186.363636363636,100,-100,5
"38",-62.1,62.1,-37.9,37.9,-100,100,2
"39",100,-100,0,0,100,-100,7
"40",-100,100,0,0,-100,100,9
"41",32.9292929292929,-32.9292929292929,67.0707070707071,-67.0707070707071,100,-100,3
"42",100,-100,0,0,100,-100,7
"43",73.1313131313131,-73.1313131313131,26.8686868686869,-26.8686868686869,100,-100,3
"44",-22.8282828282828,22.8282828282828,122.828282828283,-122.828282828283,100,-100,3
"45",34.4,-34.4,65.6,-65.6,100,-100,1
"46",55.3535353535353,-55.3535353535353,44.6464646464646,-44.6464646464646,100,-100,3
"47",-77.3737373737374,77.3737373737374,177.373737373737,-177.373737373737,100,-100,3
"48",-55.2525252525253,55.2525252525252,155.252525252525,-155.252525252525,100,-100,3
"49",-48.0808080808081,48.0808080808081,148.080808080808,-148.080808080808,100,-100,3
"50",31.8181818181818,-31.8181818181818,68.1818181818182,-68.1818181818182,100,-100,5
"51",100,-93.2,0,-6.8,100,-100,9
"52",93.1818181818182,-93.1818181818182,6.81818181818183,-6.81818181818183,100,-100,5
"53",-57.1717171717172,57.1717171717172,157.171717171717,-157.171717171717,100,-100,3
"54",51.010101010101,-51.010101010101,48.989898989899,-48.989898989899,100,-100,3
"55",-100,100,-19900,19900,-20000,20000,9
"56",100,-100,0,0,100,-100,9
"57",50.6060606060606,-50.6060606060606,49.3939393939394,-49.3939393939394,100,-100,3
"58",-100,100,0,0,-100,100,9
"59",-47.5757575757576,47.5757575757576,147.575757575758,-147.575757575758,100,-100,3
"60",100,-100,0,0,100,-100,7
