"","p1_luck","p2_luck","p1_skill","p2_skill","p1_chip","p2_chip","endstate"
"1",74,-50,-24,0,50,-50,0
"2",21.1,-21.1,28.9,-28.9,50,-50,0
"3",26.45,-26.45,23.55,-23.55,50,-50,0
"4",-4.54545454545455,4.54545454545455,104.545454545455,-104.545454545455,100,-100,3
"5",22.9,-22.9,27.1,-27.1,50,-50,0
"6",45.2525252525252,-45.2525252525252,54.7474747474747,-54.7474747474747,100,-100,3
"7",46.6,-46.6,3.40000000000001,-3.40000000000001,50,-50,0
"8",-7.95,7.94999999999999,57.95,-57.95,50,-50,0
"9",100,-100,0,0,100,-100,7
"10",16.4,-16.4,33.6,-33.6,50,-50,0
"11",23.15,-23.15,26.85,-26.85,50,-50,0
"12",-9.2,9.2,59.2,-59.2,50,-50,0
"13",-60.15,60.15,-39.85,39.85,-100,100,2
"14",2.55000000000001,-2.55000000000001,47.45,-47.45,50,-50,0
"15",18.35,-18.35,31.65,-31.65,50,-50,0
"16",51.4,-50,-1.40000000000001,0,50,-50,0
"17",-0.949999999999989,0.950000000000003,50.95,-50.95,50,-50,0
"18",33.85,-33.85,16.15,-16.15,50,-50,0
"19",-32.75,32.75,82.75,-82.75,50,-50,0
"20",-21.1,21.1,71.1,-71.1,50,-50,0
"21",18.8,-18.8,31.2,-31.2,50,-50,0
"22",-9.95,9.94999999999999,59.95,-59.95,50,-50,0
"23",-49.6969696969697,49.6969696969697,149.69696969697,-149.69696969697,100,-100,3
"24",-44.55,44.55,94.55,-94.55,50,-50,0
"25",-30.65,30.65,80.65,-80.65,50,-50,0
"26",-23.75,23.75,73.75,-73.75,50,-50,0
"27",-33.25,33.25,83.25,-83.25,50,-50,0
"28",29.8,-29.8,20.2,-20.2,50,-50,0
"29",18.15,-18.15,31.85,-31.85,50,-50,0
"30",-15,15,65,-65,50,-50,0
"31",18.4,-18.4,31.6,-31.6,50,-50,0
"32",31.2,-31.2,18.8,-18.8,50,-50,0
"33",22.9,-22.9,27.1,-27.1,50,-50,0
"34",-100,100,0,0,-100,100,9
"35",-29.75,29.75,79.75,-79.75,50,-50,0
"36",28.85,-28.85,21.15,-21.15,50,-50,0
"37",40.9,-40.9,9.10000000000002,-9.10000000000002,50,-50,0
"38",-8.39999999999999,8.40000000000001,58.4,-58.4,50,-50,0
"39",31.25,-31.25,18.75,-18.75,50,-50,0
