"","p1_luck","p2_luck","p1_skill","p2_skill","p1_chip","p2_chip","endstate"
"2059",54.7676767676767,-54.7676767676767,-254.767676767677,254.767676767677,-200,200,4
"2060",157.829797979798,-157.829797979798,-357.829797979798,357.829797979798,-200,200,4
"2061",-171.69797979798,171.69797979798,-28.3020202020202,28.3020202020202,-200,200,4
"2062",131.491919191919,-131.491919191919,-331.491919191919,331.491919191919,-200,200,4
"2063",117.50101010101,-117.50101010101,-317.50101010101,317.50101010101,-200,200,4
"2064",-71.5106060606061,71.5106060606061,-128.489393939394,128.489393939394,-200,200,4
"2065",-22.1525252525252,22.1525252525252,-177.847474747475,177.847474747475,-200,200,4
"2066",106.109090909091,-106.109090909091,-306.109090909091,306.109090909091,-200,200,4
"2067",-136.191919191919,136.191919191919,-63.8080808080808,63.8080808080808,-200,200,4
"2068",-147.205555555556,147.205555555556,-52.7944444444444,52.7944444444444,-200,200,4
"2069",158.842929292929,-158.842929292929,-358.842929292929,358.842929292929,-200,200,4
"2070",-104.933333333333,104.933333333333,-95.0666666666667,95.0666666666667,-200,200,4
"2071",-108.367171717172,108.367171717172,-91.6328282828283,91.6328282828283,-200,200,4
"2072",-140.914141414141,140.914141414141,-59.0858585858586,59.0858585858586,-200,200,4
"2073",-78.7479797979798,78.7479797979798,-121.25202020202,121.25202020202,-200,200,4
"2074",-78.9010101010101,78.9010101010101,-121.09898989899,121.09898989899,-200,200,4
"2075",-86.0661616161616,86.0661616161616,-113.933838383838,113.933838383838,-200,200,4
"2076",-175.39898989899,175.39898989899,-24.6010101010101,24.6010101010101,-200,200,4
"2077",-181.65505050505,181.65505050505,-18.3449494949495,18.3449494949495,-200,200,4
"2078",94.6737373737374,-94.6737373737374,-294.673737373737,294.673737373737,-200,200,4
"2079",165.10303030303,-165.10303030303,-365.10303030303,365.10303030303,-200,200,4
"2080",-127.606565656566,127.606565656566,-72.3934343434343,72.3934343434343,-200,200,4
"2081",101.200505050505,-101.200505050505,-301.200505050505,301.200505050505,-200,200,4
"2082",70.7863636363636,-67.9363636363636,-270.786363636364,267.936363636364,-200,200,4
"2083",78.9742424242425,-78.9742424242425,-278.974242424242,278.974242424242,-200,200,4
"2084",-85.1323232323232,85.1323232323232,-114.867676767677,114.867676767677,-200,200,4
"2085",39.589393939394,-39.589393939394,-239.589393939394,239.589393939394,-200,200,4
"2086",139.741919191919,-139.741919191919,-339.741919191919,339.741919191919,-200,200,4
"2087",224.169696969697,-224.169696969697,-424.169696969697,424.169696969697,-200,200,4
"2088",-71.6075757575757,71.6075757575757,-128.392424242424,128.392424242424,-200,200,4
"2089",-164.399494949495,164.399494949495,-35.6005050505051,35.6005050505051,-200,200,4
"2090",-92.3565656565657,92.3565656565657,-107.643434343434,107.643434343434,-200,200,4
"2091",130.580303030303,-130.580303030303,-330.580303030303,330.580303030303,-200,200,4
"2092",64.6737373737374,-64.6737373737374,-264.673737373737,264.673737373737,-200,200,4
"2093",-69.1308080808081,69.1308080808081,-130.869191919192,130.869191919192,-200,200,4
"2094",-49.8484848484848,49.8484848484848,-150.151515151515,150.151515151515,-200,200,4
"2095",135.811111111111,-135.811111111111,-335.811111111111,335.811111111111,-200,200,4
