"","p1_luck","p2_luck","p1_skill","p2_skill","p1_chip","p2_chip","endstate"
"1",-8.85000000000001,8.85000000000001,-91.15,91.15,-100,100,2
"2",100,-100,-200,200,-100,100,6
"3",51.3131313131313,-51.3131313131313,-151.313131313131,151.313131313131,-100,100,4
"4",-177.373737373737,177.373737373737,-422.626262626263,422.626262626263,-600,600,9
"5",58.7878787878788,-58.7878787878788,-158.787878787879,158.787878787879,-100,100,4
"6",-43.2323232323232,43.2323232323232,-19956.7676767677,19956.7676767677,-20000,20000,4
"7",-221.010101010101,221.010101010101,-78.989898989899,78.989898989899,-300,300,9
"8",59.7979797979798,-59.7979797979798,-20059.797979798,20059.797979798,-20000,20000,4
"9",78.989898989899,-55.089898989899,421.010101010101,-444.910101010101,500,-500,3
"10",-35.9595959595959,35.959595959596,-464.040404040404,464.040404040404,-500,500,4
"11",160,-160,740,-740,900,-900,9
"12",-55.8585858585859,55.8585858585858,-1644.14141414141,1644.14141414141,-1700,1700,4
"13",112.525252525253,-112.525252525253,11587.4747474747,-11587.4747474747,11700,-11700,9
"14",25.0505050505051,-25.0505050505051,-20025.0505050505,20025.0505050505,-20000,20000,4
"15",20.3030303030303,-20.3030303030303,-20020.303030303,20020.303030303,-20000,20000,4
"16",-95.5555555555556,95.5555555555556,-19904.4444444444,19904.4444444444,-20000,20000,4
"17",-149.090909090909,149.090909090909,-750.909090909091,750.909090909091,-900,900,9
"18",-118.181818181818,118.181818181818,418.181818181818,-418.181818181818,300,-300,7
"19",212.323232323232,-212.323232323232,-20212.3232323232,20212.3232323232,-20000,20000,8
"20",98.6868686868687,-98.6868686868687,-20098.6868686869,20098.6868686869,-20000,20000,4
"21",324.242424242424,-324.242424242424,-24.2424242424242,24.2424242424242,300,-300,9
"22",91.3131313131313,-91.3131313131313,8.68686868686868,-8.68686868686868,100,-100,3
"23",68.1818181818182,-68.1818181818182,31.8181818181818,-31.8181818181818,100,-100,5
"24",83.9393939393939,-83.9393939393939,-20083.9393939394,20083.9393939394,-20000,20000,4
"25",-38.0808080808081,38.0808080808081,-61.9191919191919,61.9191919191919,-100,100,4
"26",-82.020202020202,82.020202020202,-317.979797979798,317.979797979798,-400,400,4
"27",-98.1818181818182,98.1818181818182,-401.818181818182,401.818181818182,-500,500,4
"28",100,-100,200,-200,300,-300,9
"29",-34.3,34.3,-65.7,65.7,-100,100,2
"30",-40,40,-19960,19960,-20000,20000,8
"31",-88.0808080808081,88.0808080808081,-11.9191919191919,11.9191919191919,-100,100,4
"32",33.9393939393939,-33.9393939393939,-20033.9393939394,20033.9393939394,-20000,20000,4
"33",70.3030303030303,-70.3030303030303,329.69696969697,-329.69696969697,400,-400,3
"34",42.4242424242424,-42.4242424242424,357.575757575758,-357.575757575758,400,-400,3
"35",-90.4040404040404,90.4040404040404,-1509.59595959596,1509.59595959596,-1600,1600,4
