"","p1_luck","p2_luck","p1_skill","p2_skill","p1_chip","p2_chip"
"1",15.55,-15.55,34.45,-34.45,50,-50
"2",-27.15,27.15,77.15,-77.15,50,-50
"3",32.75,-32.75,17.25,-17.25,50,-50
"4",-2.85000000000001,2.85000000000002,52.85,-52.85,50,-50
"5",-31.75,31.75,81.75,-81.75,50,-50
"6",-19.55,19.55,69.55,-69.55,50,-50
"7",34.9,-34.9,15.1,-15.1,50,-50
"8",-18.5,18.5,68.5,-68.5,50,-50
"9",31.4,-31.4,18.6,-18.6,50,-50
"10",29.4,-29.4,20.6,-20.6,50,-50
"11",0,0,-100,100,-100,100
"12",-21.7,21.7,71.7,-71.7,50,-50
"13",0,0,-100,100,-100,100
"14",-28.45,28.45,78.45,-78.45,50,-50
"15",-20.8,20.8,70.8,-70.8,50,-50
"16",-38.2,38.2,88.2,-88.2,50,-50
"17",37.6,-37.6,12.4,-12.4,50,-50
"18",24.8,-24.8,25.2,-25.2,50,-50
"19",-13.8,13.8,63.8,-63.8,50,-50
"20",28.25,-28.25,21.75,-21.75,50,-50
"21",-15,15,65,-65,50,-50
"22",28.45,-28.45,21.55,-21.55,50,-50
"23",51.7,-50,-1.69999999999999,0,50,-50
"24",16.85,-16.85,33.15,-33.15,50,-50
"25",0,0,-100,100,-100,100
"26",36.2,-36.2,13.8,-13.8,50,-50
"27",33.6,-33.6,16.4,-16.4,50,-50
"28",-33.1,33.1,83.1,-83.1,50,-50
"29",26.4,-26.4,23.6,-23.6,50,-50
"30",38.25,-38.25,11.75,-11.75,50,-50
"31",26.5,-26.5,23.5,-23.5,50,-50
"32",-31.55,31.55,81.55,-81.55,50,-50
"33",-34.25,34.25,84.25,-84.25,50,-50
"34",23.75,-23.75,26.25,-26.25,50,-50
"35",24,-24,26,-26,50,-50
"36",-21.95,21.95,71.95,-71.95,50,-50
"37",-40.8,40.8,90.8,-90.8,50,-50
"38",-33.6,33.6,83.6,-83.6,50,-50
"39",25.2,-25.2,24.8,-24.8,50,-50
"40",10.05,-10.05,39.95,-39.95,50,-50
"41",-39.1,39.1,89.1,-89.1,50,-50
"42",-18,18,68,-68,50,-50
"43",29.5,-29.5,20.5,-20.5,50,-50
"44",-36.05,36.05,86.05,-86.05,50,-50
"45",35.45,-35.45,14.55,-14.55,50,-50
"46",21.75,-21.75,28.25,-28.25,50,-50
"47",-19.3,19.3,69.3,-69.3,50,-50
"48",0,0,-100,100,-100,100
"49",19.25,-19.25,30.75,-30.75,50,-50
"50",7.05,-7.05,42.95,-42.95,50,-50
"51",42.4,-42.4,7.59999999999999,-7.60000000000001,50,-50
"52",-46.8,46.8,96.8,-96.8,50,-50
"53",-35.8,35.8,85.8,-85.8,50,-50
"54",51.5,-50,-1.5,0,50,-50
"55",-23.25,23.25,73.25,-73.25,50,-50
"56",-32.15,32.15,82.15,-82.15,50,-50
"57",-13.7,13.7,63.7,-63.7,50,-50
"58",48.75,-48.75,1.25,-1.24999999999999,50,-50
"59",31.55,-31.55,18.45,-18.45,50,-50
"60",-31.5,31.5,81.5,-81.5,50,-50
"61",31.25,-31.25,18.75,-18.75,50,-50
"62",-18.2,18.2,68.2,-68.2,50,-50
"63",-24.65,24.65,74.65,-74.65,50,-50
"64",-16.15,16.15,66.15,-66.15,50,-50
"65",-27.95,27.95,77.95,-77.95,50,-50
"66",40.4,-40.4,9.60000000000002,-9.60000000000001,50,-50
"67",-13.45,13.45,63.45,-63.45,50,-50
"68",13.9,-13.9,36.1,-36.1,50,-50
"69",29.9,-29.9,20.1,-20.1,50,-50
"70",11.3,-11.3,38.7,-38.7,50,-50
"71",29.6,-29.6,20.4,-20.4,50,-50
"72",-35,35,85,-85,50,-50
"73",21.2,-21.2,28.8,-28.8,50,-50
"74",-30.25,30.25,80.25,-80.25,50,-50
"75",-14.8,14.8,64.8,-64.8,50,-50
"76",25.15,-25.15,24.85,-24.85,50,-50
"77",11.05,-11.05,38.95,-38.95,50,-50
"78",0.0499999999999972,-0.0499999999999972,49.95,-49.95,50,-50
"79",-27.15,27.15,77.15,-77.15,50,-50
"80",-11.4,11.4,61.4,-61.4,50,-50
"81",12.05,-12.05,37.95,-37.95,50,-50
"82",15.6,-15.6,34.4,-34.4,50,-50
"83",19.7,-19.7,30.3,-30.3,50,-50
"84",-5.75,5.75000000000001,55.75,-55.75,50,-50
"85",23.6,-23.6,26.4,-26.4,50,-50
"86",-35.3,35.3,85.3,-85.3,50,-50
"87",-27.95,27.95,77.95,-77.95,50,-50
"88",-42.15,42.15,92.15,-92.15,50,-50
"89",-27.15,27.15,77.15,-77.15,50,-50
"90",35,-35,15,-15,50,-50
"91",25.6,-25.6,24.4,-24.4,50,-50
"92",27.5,-27.5,22.5,-22.5,50,-50
"93",-24.6,24.6,74.6,-74.6,50,-50
"94",-0.350000000000009,0.350000000000009,50.35,-50.35,50,-50
"95",-27.95,27.95,77.95,-77.95,50,-50
"96",30,-30,20,-20,50,-50
"97",-33.85,33.85,83.85,-83.85,50,-50
"98",-9.35000000000001,9.35000000000001,59.35,-59.35,50,-50
"99",0,0,-100,100,-100,100
"100",-14.8,14.8,64.8,-64.8,50,-50
"101",-29.5,29.5,79.5,-79.5,50,-50
"102",-16.2,16.2,66.2,-66.2,50,-50
"103",-26.3,26.3,76.3,-76.3,50,-50
"104",41,-41,9,-9.00000000000001,50,-50
"105",10.9,-10.9,39.1,-39.1,50,-50
"106",-29.9,29.9,79.9,-79.9,50,-50
"107",13.6,-13.6,36.4,-36.4,50,-50
"108",36.15,-36.15,13.85,-13.85,50,-50
"109",-27.2,27.2,77.2,-77.2,50,-50
"110",0,0,-100,100,-100,100
"111",-19.2,19.2,69.2,-69.2,50,-50
"112",-2.85000000000001,2.85000000000002,52.85,-52.85,50,-50
"113",31.35,-31.35,18.65,-18.65,50,-50
"114",-33.2,33.2,83.2,-83.2,50,-50
"115",-28.3,28.3,78.3,-78.3,50,-50
"116",-17.75,17.75,67.75,-67.75,50,-50
"117",48.15,-48.15,1.84999999999999,-1.84999999999999,50,-50
"118",18.55,-18.55,31.45,-31.45,50,-50
"119",13.6,-13.6,36.4,-36.4,50,-50
"120",38.05,-38.05,11.95,-11.95,50,-50
"121",-26.05,26.05,76.05,-76.05,50,-50
"122",-10.8,10.8,60.8,-60.8,50,-50
"123",-28.3,28.3,78.3,-78.3,50,-50
"124",-27.75,27.75,77.75,-77.75,50,-50
"125",0,0,-100,100,-100,100
"126",14.55,-14.55,35.45,-35.45,50,-50
"127",31.65,-31.65,18.35,-18.35,50,-50
"128",-32.8,32.8,82.8,-82.8,50,-50
"129",-30.3,30.3,80.3,-80.3,50,-50
"130",-0.0500000000000114,0.0500000000000114,50.05,-50.05,50,-50
"131",22.1,-22.1,27.9,-27.9,50,-50
"132",-32.8,32.8,82.8,-82.8,50,-50
"133",-21.65,21.65,71.65,-71.65,50,-50
"134",-30.1,30.1,80.1,-80.1,50,-50
"135",24.3,-24.3,25.7,-25.7,50,-50
"136",32.3,-32.3,17.7,-17.7,50,-50
"137",-26.85,26.85,76.85,-76.85,50,-50
"138",25.05,-25.05,24.95,-24.95,50,-50
"139",-31.25,31.25,81.25,-81.25,50,-50
"140",0.25,-0.25,49.75,-49.75,50,-50
"141",-28.3,28.3,78.3,-78.3,50,-50
"142",-38.95,38.95,88.95,-88.95,50,-50
"143",-24.85,24.85,74.85,-74.85,50,-50
"144",-27.1,27.1,77.1,-77.1,50,-50
"145",-27.6,27.6,77.6,-77.6,50,-50
"146",-16.95,16.95,66.95,-66.95,50,-50
"147",-22.85,22.85,72.85,-72.85,50,-50
"148",-53.4,53.4,103.4,-103.4,50,-50
"149",-34.35,34.35,84.35,-84.35,50,-50
"150",-13.3,13.3,63.3,-63.3,50,-50
"151",26.3,-26.3,23.7,-23.7,50,-50
"152",-26.25,26.25,76.25,-76.25,50,-50
"153",50.45,-50,-0.450000000000017,0,50,-50
"154",19.45,-19.45,30.55,-30.55,50,-50
"155",8.75000000000001,-8.75000000000001,41.25,-41.25,50,-50
"156",-14.15,14.15,64.15,-64.15,50,-50
"157",-32.95,32.95,82.95,-82.95,50,-50
"158",-25.25,25.25,75.25,-75.25,50,-50
"159",-39.95,39.95,89.95,-89.95,50,-50
"160",34.25,-34.25,15.75,-15.75,50,-50
"161",48.8,-48.8,1.19999999999999,-1.2,50,-50
"162",34.3,-34.3,15.7,-15.7,50,-50
"163",-25.75,25.75,75.75,-75.75,50,-50
"164",-31.2,31.2,81.2,-81.2,50,-50
"165",27.85,-27.85,22.15,-22.15,50,-50
"166",-11.4,11.4,61.4,-61.4,50,-50
"167",27.25,-27.25,22.75,-22.75,50,-50
"168",6.69999999999999,-6.69999999999999,43.3,-43.3,50,-50
"169",-28.7,28.7,78.7,-78.7,50,-50
"170",-36.4,36.4,86.4,-86.4,50,-50
"171",29.25,-29.25,20.75,-20.75,50,-50
"172",-22.4,22.4,72.4,-72.4,50,-50
"173",42.95,-42.95,7.05000000000001,-7.05,50,-50
"174",8.7,-8.7,41.3,-41.3,50,-50
"175",29.2,-29.2,20.8,-20.8,50,-50
"176",42.65,-42.65,7.35000000000002,-7.35000000000001,50,-50
"177",0,0,-100,100,-100,100
"178",-16.9,16.9,66.9,-66.9,50,-50
"179",29.75,-29.75,20.25,-20.25,50,-50
"180",16.5,-16.5,33.5,-33.5,50,-50
"181",33.6,-33.6,16.4,-16.4,50,-50
"182",-43.25,43.25,93.25,-93.25,50,-50
"183",19.7,-19.7,30.3,-30.3,50,-50
"184",28.4,-28.4,21.6,-21.6,50,-50
"185",0,0,-100,100,-100,100
"186",26.05,-26.05,23.95,-23.95,50,-50
"187",-17.3,17.3,67.3,-67.3,50,-50
"188",45.8,-45.8,4.20000000000002,-4.2,50,-50
"189",-38.3,38.3,88.3,-88.3,50,-50
"190",-36.45,36.45,86.45,-86.45,50,-50
"191",-38.75,38.75,88.75,-88.75,50,-50
"192",-22.9,22.9,72.9,-72.9,50,-50
"193",30,-30,20,-20,50,-50
"194",-15.35,15.35,65.35,-65.35,50,-50
"195",21.65,-21.65,28.35,-28.35,50,-50
"196",-21.25,21.25,71.25,-71.25,50,-50
"197",18.8,-18.8,31.2,-31.2,50,-50
"198",-22.5,22.5,72.5,-72.5,50,-50
"199",-40.2,40.2,90.2,-90.2,50,-50
"200",16.95,-16.95,33.05,-33.05,50,-50
"201",0,0,-100,100,-100,100
"202",31.3,-31.3,18.7,-18.7,50,-50
"203",-36.1,36.1,86.1,-86.1,50,-50
"204",3.34999999999998,-3.34999999999998,46.65,-46.65,50,-50
"205",69.7,-50,-19.7,0,50,-50
"206",-33.5,33.5,83.5,-83.5,50,-50
"207",-38.5,38.5,88.5,-88.5,50,-50
"208",33.55,-33.55,16.45,-16.45,50,-50
"209",0,0,-100,100,-100,100
"210",-26.55,26.55,76.55,-76.55,50,-50
"211",14.2,-14.2,35.8,-35.8,50,-50
"212",-21.3,21.3,71.3,-71.3,50,-50
"213",68.05,-50,-18.05,0,50,-50
"214",-11.4,11.4,61.4,-61.4,50,-50
"215",-27.95,27.95,77.95,-77.95,50,-50
"216",-37.5,37.5,87.5,-87.5,50,-50
"217",56.55,-50,-6.54999999999998,0,50,-50
"218",27.3,-27.3,22.7,-22.7,50,-50
"219",-3.05000000000001,3.05,53.05,-53.05,50,-50
"220",8.85000000000001,-8.85000000000001,41.15,-41.15,50,-50
"221",75.3,-50,-25.3,0,50,-50
"222",23.8,-23.8,26.2,-26.2,50,-50
"223",-32.8,32.8,82.8,-82.8,50,-50
"224",36.65,-36.65,13.35,-13.35,50,-50
"225",30.35,-30.35,19.65,-19.65,50,-50
"226",-22.45,22.45,72.45,-72.45,50,-50
"227",-10.9,10.9,60.9,-60.9,50,-50
"228",25.6,-25.6,24.4,-24.4,50,-50
"229",27.25,-27.25,22.75,-22.75,50,-50
"230",-42.95,42.95,92.95,-92.95,50,-50
"231",-25.8,25.8,75.8,-75.8,50,-50
"232",6.89999999999999,-6.89999999999999,43.1,-43.1,50,-50
"233",-46.2,46.2,96.2,-96.2,50,-50
"234",27.5,-27.5,22.5,-22.5,50,-50
"235",-30,30,80,-80,50,-50
"236",25.75,-25.75,24.25,-24.25,50,-50
"237",44.45,-44.45,5.54999999999998,-5.54999999999999,50,-50
"238",33.2,-33.2,16.8,-16.8,50,-50
"239",-26.65,26.65,76.65,-76.65,50,-50
"240",-29.75,29.75,79.75,-79.75,50,-50
"241",-31.05,31.05,81.05,-81.05,50,-50
"242",-46.4,46.4,96.4,-96.4,50,-50
"243",-39.65,39.65,89.65,-89.65,50,-50
"244",25.9,-25.9,24.1,-24.1,50,-50
"245",-17.4,17.4,67.4,-67.4,50,-50
"246",-31.3,31.3,81.3,-81.3,50,-50
