marlon_luck,marly_luck,marlon_skill,marly_skill,marlon_chip,marly_chip,marlon_gain,marly_gain
-624.4444444,624.4444444,24.44444444,-24.44444444,19400,20600,-600,600
376.8333333,-376.8333333,9073.166667,-9073.166667,29450,10550,9450,-9450
100,-99.36666667,0,-0.633333333,20100,19900,100,-100
1017.373737,-1017.373737,782.6262626,-782.6262626,21800,18200,1800,-1800
100,-100,200,-200,20300,19700,300,-300
-124.0545455,145.4545455,-775.9454545,754.5454545,19100,20900,-900,900
-100,100,-200,200,19700,20300,-300,300
-100,100,0,0,19900,20100,-100,100
-100,100,-200,200,19700,20300,-300,300
-100,100,0,0,19900,20100,-100,100
-100,100,-200,200,19700,20300,-300,300
263.2323232,-263.2323232,336.7676768,-336.7676768,20600,19400,600,-600
-100,100,0,0,19900,20100,-100,100
-154.5454545,154.5454545,-745.4545455,745.4545455,19100,20900,-900,900
-100,100,0,0,19900,20100,-100,100
109.4949495,-109.4949495,2590.505051,-2590.505051,22700,17300,2700,-2700
127.2727273,-127.2727273,172.7272727,-172.7272727,20300,19700,300,-300
-100,100,-200,200,19700,20300,-300,300
-221.6161616,221.6161616,21.61616162,-21.61616162,19800,20200,-200,200
163.6363636,-163.6363636,736.3636364,-736.3636364,20900,19100,900,-900
-100,100,0,0,19900,20100,-100,100
100,-100,200,-200,20300,19700,300,-300
-100,100,-800,800,19100,20900,-900,900
-100,100,0,0,19900,20100,-100,100
131.8181818,-131.8181818,1668.181818,-1668.181818,21800,18200,1800,-1800
-100,100,0,0,19900,20100,-100,100
-100,100,0,0,19900,20100,-100,100
-153.6363636,153.6363636,-46.36363636,46.36363636,19800,20200,-200,200
-258.7878788,258.7878788,58.78787879,-58.78787879,19800,20200,-200,200
100,-100,200,-200,20300,19700,300,-300
72.72727273,-72.72727273,-72.72727273,72.72727273,20000,20000,0,0
147.7777778,-147.7777778,52.22222222,-52.22222222,20200,19800,200,-200
-100,100,-200,200,19700,20300,-300,300
-100,100,0,0,19900,20100,-100,100
100,-100,200,-200,20300,19700,300,-300
-100,100,0,0,19900,20100,-100,100
-409.0909091,409.0909091,-490.9090909,490.9090909,19100,20900,-900,900
150.7070707,-150.7070707,449.2929293,-449.2929293,20600,19400,600,-600
290.9090909,-290.9090909,609.0909091,-609.0909091,20900,19100,900,-900
-143.030303,143.030303,-456.969697,456.969697,19400,20600,-600,600
244.2424242,-244.2424242,2455.757576,-2455.757576,22700,17300,2700,-2700
273.7373737,-273.7373737,2426.262626,-2426.262626,22700,17300,2700,-2700
-100,100,0,0,19900,20100,-100,100
-410.3030303,410.3030303,-189.6969697,189.6969697,19400,20600,-600,600
-115.959596,115.959596,-84.04040404,84.04040404,19800,20200,-200,200
-196.6666667,196.6666667,-403.3333333,403.3333333,19400,20600,-600,600
-101.2121212,101.2121212,-498.7878788,498.7878788,19400,20600,-600,600
-162.6262626,162.6262626,-437.3737374,437.3737374,19400,20600,-600,600
-100,100,0,0,19900,20100,-100,100
103.8383838,-103.8383838,496.1616162,-496.1616162,20600,19400,600,-600
-180.2020202,180.2020202,-419.7979798,419.7979798,19400,20600,-600,600
110.3030303,-110.3030303,1689.69697,-1689.69697,21800,18200,1800,-1800
172.7272727,-172.7272727,127.2727273,-127.2727273,20300,19700,300,-300
-209.2929293,209.2929293,-1590.707071,1590.707071,18200,21800,-1800,1800
-100,100,0,0,19900,20100,-100,100
130.1010101,-130.1010101,69.8989899,-69.8989899,20200,19800,200,-200
227.1717172,-227.1717172,372.8282828,-372.8282828,20600,19400,600,-600
-162.8282828,162.8282828,-1637.171717,1637.171717,18200,21800,-1800,1800
100,-100,200,-200,20300,19700,300,-300
-240.4040404,240.4040404,-1559.59596,1559.59596,18200,21800,-1800,1800
-101.2121212,101.2121212,-1698.787879,1698.787879,18200,21800,-1800,1800
131.1111111,-131.1111111,468.8888889,-468.8888889,20600,19400,600,-600
131.9191919,-131.9191919,468.0808081,-468.0808081,20600,19400,600,-600
125.4545455,-125.4545455,74.54545455,-74.54545455,20200,19800,200,-200
-100,100,100,-100,20000,20000,0,0
100,-100,200,-200,20300,19700,300,-300
107.6767677,-107.6767677,2592.323232,-2592.323232,22700,17300,2700,-2700
106.2626263,-106.2626263,1693.737374,-1693.737374,21800,18200,1800,-1800
-100,100,-200,200,19700,20300,-300,300
154.5454545,-154.5454545,745.4545455,-745.4545455,20900,19100,900,-900
100,-100,200,-200,20300,19700,300,-300
-79.73333333,100,-20.26666667,0,19900,20100,-100,100
155.7575758,-155.7575758,444.2424242,-444.2424242,20600,19400,600,-600
-140.3030303,140.3030303,-59.6969697,59.6969697,19800,20200,-200,200
7.11E-15,-7.11E-15,0,0,20000,20000,0,0
-46.56565657,46.56565657,46.56565657,-46.56565657,20000,20000,0,0
3.55E-15,-3.55E-15,0,0,20000,20000,0,0
-181.8181818,181.8181818,-118.1818182,118.1818182,19700,20300,-300,300
-271.5151515,271.5151515,-328.4848485,328.4848485,19400,20600,-600,600
100,-100,200,-200,20300,19700,300,-300
100,-100,200,-200,20300,19700,300,-300
-100,100,-200,200,19700,20300,-300,300
298,-298,902,-902,21200,18800,1200,-1200
153.2323232,-153.2323232,46.76767677,-46.76767677,20200,19800,200,-200
150,-150,150,-150,20300,19700,300,-300
153.9393939,-153.9393939,1646.060606,-1646.060606,21800,18200,1800,-1800
100,-100,200,-200,20300,19700,300,-300
108.6868687,-108.6868687,1691.313131,-1691.313131,21800,18200,1800,-1800
100,-100,200,-200,20300,19700,300,-300
-159.0909091,159.0909091,-740.9090909,740.9090909,19100,20900,-900,900
-163.6363636,163.6363636,-136.3636364,136.3636364,19700,20300,-300,300
168.1818182,-168.1818182,131.8181818,-131.8181818,20300,19700,300,-300
100,-100,200,-200,20300,19700,300,-300
-3.55E-15,3.55E-15,0,0,20000,20000,0,0
-100,100,-200,200,19700,20300,-300,300
-100,100,-800,800,19100,20900,-900,900
136.3636364,-136.3636364,763.6363636,-763.6363636,20900,19100,900,-900
262.3232323,-262.3232323,1537.676768,-1537.676768,21800,18200,1800,-1800
-100,100,-200,200,19700,20300,-300,300
190.9090909,-190.9090909,109.0909091,-109.0909091,20300,19700,300,-300
100,-100,0,0,20100,19900,100,-100
113.6363636,-113.6363636,786.3636364,-786.3636364,20900,19100,900,-900
-1569.090909,1569.090909,-1130.909091,1130.909091,17300,22700,-2700,2700
-96.7,100,-3.3,0,19900,20100,-100,100
-209.0909091,209.0909091,-90.90909091,90.90909091,19700,20300,-300,300
0,0,0,0,20000,20000,0,0
251.010101,-251.010101,348.989899,-348.989899,20600,19400,600,-600
-100,100,-200,200,19700,20300,-300,300
-100,100,0,0,19900,20100,-100,100
-414,414,64,-64,19650,20350,-350,350
418.1818182,-418.1818182,481.8181818,-481.8181818,20900,19100,900,-900
332.5252525,-332.5252525,2367.474747,-2367.474747,22700,17300,2700,-2700
100,-74.2,200,-225.8,20300,19700,300,-300
-100,100,-200,200,19700,20300,-300,300
154.5454545,-154.5454545,745.4545455,-745.4545455,20900,19100,900,-900
-147.979798,147.979798,-1652.020202,1652.020202,18200,21800,-1800,1800
224.4444444,-200.7444444,2475.555556,-2499.255556,22700,17300,2700,-2700
402.2222222,-402.2222222,2297.777778,-2297.777778,22700,17300,2700,-2700
-6.22E-15,6.22E-15,0,0,20000,20000,0,0
145.4545455,-145.4545455,154.5454545,-154.5454545,20300,19700,300,-300
194.3434343,-194.3434343,1605.656566,-1605.656566,21800,18200,1800,-1800
-244.2424242,244.2424242,-1555.757576,1555.757576,18200,21800,-1800,1800
223.030303,-220.230303,1576.969697,-1579.769697,21800,18200,1800,-1800
100,-100,200,-200,20300,19700,300,-300
-100,100,0,0,19900,20100,-100,100
127.2727273,-127.2727273,772.7272727,-772.7272727,20900,19100,900,-900
-100,100,-200,200,19700,20300,-300,300
109.8989899,-109.8989899,490.1010101,-490.1010101,20600,19400,600,-600
187.2727273,-187.2727273,1612.727273,-1612.727273,21800,18200,1800,-1800
-100,100,-200,200,19700,20300,-300,300
166.8686869,-166.8686869,433.1313131,-433.1313131,20600,19400,600,-600
-127.2727273,127.2727273,-172.7272727,172.7272727,19700,20300,-300,300
100,-100,200,-200,20300,19700,300,-300
-100,100,0,0,19900,20100,-100,100
-100,100,0,0,19900,20100,-100,100
-100,100,0,0,19900,20100,-100,100
-181.8181818,181.8181818,-118.1818182,118.1818182,19700,20300,-300,300
-100,100,0,0,19900,20100,-100,100
-209.0909091,209.0909091,-90.90909091,90.90909091,19700,20300,-300,300
100,-100,0,0,20100,19900,100,-100
-264.6464646,264.6464646,64.64646465,-64.64646465,19800,20200,-200,200
111.9191919,-111.9191919,488.0808081,-488.0808081,20600,19400,600,-600
181.8181818,-181.8181818,718.1818182,-718.1818182,20900,19100,900,-900
-1138.181818,1138.181818,-1561.818182,1561.818182,17300,22700,-2700,2700
-340.4040404,340.4040404,-1459.59596,1459.59596,18200,21800,-1800,1800
-236.3636364,236.3636364,-63.63636364,63.63636364,19700,20300,-300,300
100,-100,200,-200,20300,19700,300,-300
-247.979798,247.979798,-352.020202,352.020202,19400,20600,-600,600
312.2222222,-312.2222222,-312.2222222,312.2222222,20000,20000,0,0
100,-100,0,0,20100,19900,100,-100
-100,100,-200,200,19700,20300,-300,300
154.5454545,-154.5454545,145.4545455,-145.4545455,20300,19700,300,-300
-100,100,0,0,19900,20100,-100,100
418.1818182,-418.1818182,481.8181818,-481.8181818,20900,19100,900,-900
-100,100,-800,800,19100,20900,-900,900
-100,100,-200,200,19700,20300,-300,300
100,-100,0,0,20100,19900,100,-100
-1354.566667,1380,-1345.433333,1320,17300,22700,-2700,2700
-100,100,0,0,19900,20100,-100,100
179.5959596,-179.5959596,20.4040404,-20.4040404,20200,19800,200,-200
131.1111111,-131.1111111,468.8888889,-468.8888889,20600,19400,600,-600
100,-100,200,-200,20300,19700,300,-300
-100,100,-200,200,19700,20300,-300,300
100,-100,0,0,20100,19900,100,-100
154.5454545,-154.5454545,745.4545455,-745.4545455,20900,19100,900,-900
100,-100,0,0,20100,19900,100,-100
234.8484848,-234.8484848,1565.151515,-1565.151515,21800,18200,1800,-1800
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-193.3333333,193.3333333,-406.6666667,406.6666667,19400,20600,-600,600
-269.8989899,269.8989899,69.8989899,-69.8989899,19800,20200,-200,200
-1.78E-15,0,0,0,20000,20000,0,0
-100,100,0,0,19900,20100,-100,100
127.2727273,-127.2727273,772.7272727,-772.7272727,20900,19100,900,-900
112.7272727,-76.69393939,1687.272727,-1723.306061,21800,18200,1800,-1800
114.9494949,-114.9494949,2585.050505,-2585.050505,22700,17300,2700,-2700
100,-100,0,0,20100,19900,100,-100
-100,100,-200,200,19700,20300,-300,300
115.5555556,-115.5555556,2584.444444,-2584.444444,22700,17300,2700,-2700
-100,100,-200,200,19700,20300,-300,300
-100,100,-200,200,19700,20300,-300,300
100,-100,800,-800,20900,19100,900,-900
-227.2727273,227.2727273,-72.72727273,72.72727273,19700,20300,-300,300
168.1818182,-168.1818182,731.8181818,-731.8181818,20900,19100,900,-900
-100,100,-200,200,19700,20300,-300,300
372.7272727,-372.7272727,527.2727273,-527.2727273,20900,19100,900,-900
117.7777778,-117.7777778,482.2222222,-482.2222222,20600,19400,600,-600
163.6363636,-163.6363636,136.3636364,-136.3636364,20300,19700,300,-300
112.9292929,-112.9292929,2587.070707,-2587.070707,22700,17300,2700,-2700
-100,100,0,0,19900,20100,-100,100
-100,100,-200,200,19700,20300,-300,300
-100,100,0,0,19900,20100,-100,100
-100,100,-200,200,19700,20300,-300,300
-100,100,-200,200,19700,20300,-300,300
-100,100,0,0,19900,20100,-100,100
-100,100,0,0,19900,20100,-100,100
144.6464646,-144.6464646,55.35353535,-55.35353535,20200,19800,200,-200
-98.06666667,100,-201.9333333,200,19700,20300,-300,300
-154.5454545,154.5454545,-145.4545455,145.4545455,19700,20300,-300,300
100,-100,200,-200,20300,19700,300,-300
-100,100,-200,200,19700,20300,-300,300
100,-100,800,-800,20900,19100,900,-900
-100,100,0,0,19900,20100,-100,100
-100,100,-200,200,19700,20300,-300,300
-100,100,0,0,19900,20100,-100,100
-372.7272727,372.7272727,72.72727273,-72.72727273,19700,20300,-300,300
685.6565657,-685.6565657,2014.343434,-2014.343434,22700,17300,2700,-2700
100,-100,200,-200,20300,19700,300,-300
-104.4444444,104.4444444,-2595.555556,2595.555556,17300,22700,-2700,2700
163.6363636,-163.6363636,736.3636364,-736.3636364,20900,19100,900,-900
-100,100,0,0,19900,20100,-100,100
-136.3636364,136.3636364,-763.6363636,763.6363636,19100,20900,-900,900
100,-100,200,-200,20300,19700,300,-300
-145.4545455,145.4545455,-154.5454545,154.5454545,19700,20300,-300,300
-393.1313131,393.1313131,-206.8686869,206.8686869,19400,20600,-600,600
-100,100,0,0,19900,20100,-100,100
-100,100,0,0,19900,20100,-100,100
-100,100,0,0,19900,20100,-100,100
100,-100,200,-200,20300,19700,300,-300
-1056.565657,1056.565657,-743.4343434,743.4343434,18200,21800,-1800,1800
408.6868687,-408.6868687,1391.313131,-1391.313131,21800,18200,1800,-1800
-145.4545455,145.4545455,-754.5454545,754.5454545,19100,20900,-900,900
-100,100,-200,200,19700,20300,-300,300
-194.2424242,194.2424242,-405.7575758,405.7575758,19400,20600,-600,600
-227.2727273,227.2727273,-72.72727273,72.72727273,19700,20300,-300,300
100,-100,800,-800,20900,19100,900,-900
-100,100,0,0,19900,20100,-100,100
171.1111111,-171.1111111,2528.888889,-2528.888889,22700,17300,2700,-2700
182.6262626,-182.6262626,1617.373737,-1617.373737,21800,18200,1800,-1800
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-145.1515152,145.1515152,-454.8484848,454.8484848,19400,20600,-600,600
-107.2727273,107.2727273,-1692.727273,1692.727273,18200,21800,-1800,1800
-100,100,0,0,19900,20100,-100,100
-100,100,-200,200,19700,20300,-300,300
-100,100,-200,200,19700,20300,-300,300
-100,100,-200,200,19700,20300,-300,300
100,-100,200,-200,20300,19700,300,-300
114.7474747,-114.7474747,2585.252525,-2585.252525,22700,17300,2700,-2700
-100,100,-200,200,19700,20300,-300,300
-136.3636364,136.3636364,-163.6363636,163.6363636,19700,20300,-300,300
244.6464646,-244.6464646,1555.353535,-1555.353535,21800,18200,1800,-1800
-100,100,-200,200,19700,20300,-300,300
-100,100,0,0,19900,20100,-100,100
263.6363636,-263.6363636,36.36363636,-36.36363636,20300,19700,300,-300
356.5656566,-356.5656566,2343.434343,-2343.434343,22700,17300,2700,-2700
-100,100,-200,200,19700,20300,-300,300
-100,100,-200,200,19700,20300,-300,300
136.3636364,-136.3636364,763.6363636,-763.6363636,20900,19100,900,-900
-100,100,0,0,19900,20100,-100,100
154.3434343,-154.3434343,445.6565657,-445.6565657,20600,19400,600,-600
-145.4545455,145.4545455,-154.5454545,154.5454545,19700,20300,-300,300
102.6262626,-102.6262626,2597.373737,-2597.373737,22700,17300,2700,-2700
145.959596,-145.959596,454.040404,-454.040404,20600,19400,600,-600
337.7777778,-337.7777778,1462.222222,-1462.222222,21800,18200,1800,-1800
-100,100,-200,200,19700,20300,-300,300
-163.6363636,163.6363636,-136.3636364,136.3636364,19700,20300,-300,300
0,-1.42E-14,0,0,20000,20000,0,0
100,-100,200,-200,20300,19700,300,-300
-100,100,-800,800,19100,20900,-900,900
414.8484848,-414.8484848,1385.151515,-1385.151515,21800,18200,1800,-1800
-154.5454545,154.5454545,-745.4545455,745.4545455,19100,20900,-900,900
-166.4646465,166.4646465,-1633.535354,1633.535354,18200,21800,-1800,1800
100,-100,200,-200,20300,19700,300,-300
113.6363636,-113.6363636,786.3636364,-786.3636364,20900,19100,900,-900
181.8181818,-181.8181818,718.1818182,-718.1818182,20900,19100,900,-900
-287.2727273,287.2727273,87.27272727,-87.27272727,19800,20200,-200,200
146.7676768,-146.7676768,453.2323232,-453.2323232,20600,19400,600,-600
100,-100,200,-200,20300,19700,300,-300
-136.969697,136.969697,-1663.030303,1663.030303,18200,21800,-1800,1800
125.7575758,-125.7575758,474.2424242,-474.2424242,20600,19400,600,-600
-100,100,0,0,19900,20100,-100,100
112.7272727,-112.7272727,487.2727273,-487.2727273,20600,19400,600,-600
105.4545455,-105.4545455,494.5454545,-494.5454545,20600,19400,600,-600
-78.6010101,103.4343434,-521.3989899,496.5656566,19400,20600,-600,600
100,-100,200,-200,20300,19700,300,-300
0,-1.42E-14,0,0,20000,20000,0,0
-410.3030303,410.3030303,-2289.69697,2289.69697,17300,22700,-2700,2700
173.1313131,-173.1313131,1626.868687,-1626.868687,21800,18200,1800,-1800
-100,100,0,0,19900,20100,-100,100
100,-100,800,-800,20900,19100,900,-900
-100,100,-200,200,19700,20300,-300,300
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-100,100,0,0,19900,20100,-100,100
-100,100,-200,200,19700,20300,-300,300
122.6262626,-122.6262626,2577.373737,-2577.373737,22700,17300,2700,-2700
176.969697,-176.969697,423.030303,-423.030303,20600,19400,600,-600
-100,100,-200,200,19700,20300,-300,300
-100,100,-200,200,19700,20300,-300,300
112.7272727,-112.7272727,1687.272727,-1687.272727,21800,18200,1800,-1800
236.5656566,-236.5656566,363.4343434,-363.4343434,20600,19400,600,-600
-168.1818182,168.1818182,-731.8181818,731.8181818,19100,20900,-900,900
-100,100,-200,200,19700,20300,-300,300
136.3636364,-136.3636364,163.6363636,-163.6363636,20300,19700,300,-300
100,-100,200,-200,20300,19700,300,-300
-427.2727273,427.2727273,-472.7272727,472.7272727,19100,20900,-900,900
100,-100,800,-800,20900,19100,900,-900
154.1414141,-154.1414141,1645.858586,-1645.858586,21800,18200,1800,-1800
110.9090909,-110.9090909,89.09090909,-89.09090909,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
127.2727273,-127.2727273,172.7272727,-172.7272727,20300,19700,300,-300
-169.4949495,169.4949495,169.4949495,-169.4949495,20000,20000,0,0
-100,100,0,0,19900,20100,-100,100
-100,100,-800,800,19100,20900,-900,900
-100,100,-200,200,19700,20300,-300,300
140,-140,60,-60,20200,19800,200,-200
100,-100,200,-200,20300,19700,300,-300
273.8929293,-249.2929293,326.1070707,-350.7070707,20600,19400,600,-600
130.9090909,-130.9090909,69.09090909,-69.09090909,20200,19800,200,-200
-86.86666667,100,-813.1333333,800,19100,20900,-900,900
6.22E-15,-6.22E-15,0,0,20000,20000,0,0
-163.6363636,163.6363636,-136.3636364,136.3636364,19700,20300,-300,300
-254.8484848,254.8484848,-1545.151515,1545.151515,18200,21800,-1800,1800
100,-100,0,0,20100,19900,100,-100
3.55E-15,-3.55E-15,0,0,20000,20000,0,0
-100,100,-200,200,19700,20300,-300,300
110.6060606,-110.6060606,489.3939394,-489.3939394,20600,19400,600,-600
-100,100,0,0,19900,20100,-100,100
206.7505051,-183.9838384,2193.249495,-2216.016162,22400,17600,2400,-2400
-140.4040404,140.4040404,-1659.59596,1659.59596,18200,21800,-1800,1800
163.4343434,-163.4343434,2536.565657,-2536.565657,22700,17300,2700,-2700
176.969697,-176.969697,423.030303,-423.030303,20600,19400,600,-600
454.5454545,-454.5454545,445.4545455,-445.4545455,20900,19100,900,-900
-100,100,0,0,19900,20100,-100,100
-100,100,-200,200,19700,20300,-300,300
143.6363636,-143.6363636,56.36363636,-56.36363636,20200,19800,200,-200
-168.1818182,168.1818182,-731.8181818,731.8181818,19100,20900,-900,900
100,-100,200,-200,20300,19700,300,-300
355.3535354,-355.3535354,2344.646465,-2344.646465,22700,17300,2700,-2700
101.8181818,-101.8181818,2598.181818,-2598.181818,22700,17300,2700,-2700
100,-100,200,-200,20300,19700,300,-300
79.5959596,-79.5959596,-79.5959596,79.5959596,20000,20000,0,0
409.0909091,-409.0909091,-109.0909091,109.0909091,20300,19700,300,-300
-255.7575758,255.7575758,-344.2424242,344.2424242,19400,20600,-600,600
-100,100,-200,200,19700,20300,-300,300
100,-100,200,-200,20300,19700,300,-300
183.8383838,-183.8383838,416.1616162,-416.1616162,20600,19400,600,-600
469.0909091,-469.0909091,2230.909091,-2230.909091,22700,17300,2700,-2700
100,-100,200,-200,20300,19700,300,-300
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
345.4545455,-345.4545455,554.5454545,-554.5454545,20900,19100,900,-900
670.4828283,-670.4828283,1729.517172,-1729.517172,22400,17600,2400,-2400
-400,400,100,-100,19700,20300,-300,300
-100,100,0,0,19900,20100,-100,100
-100,100,0,0,19900,20100,-100,100
-100,100,-200,200,19700,20300,-300,300
-118.1818182,118.1818182,-781.8181818,781.8181818,19100,20900,-900,900
-100,100,-200,200,19700,20300,-300,300
-155.1515152,155.1515152,-44.84848485,44.84848485,19800,20200,-200,200
-100,100,0,0,19900,20100,-100,100
100,-100,200,-200,20300,19700,300,-300
114.040404,-114.040404,85.95959596,-85.95959596,20200,19800,200,-200
0,0,0,0,20000,20000,0,0
-218.1818182,218.1818182,-81.81818182,81.81818182,19700,20300,-300,300
154.5454545,-154.5454545,145.4545455,-145.4545455,20300,19700,300,-300
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
148.6868687,-148.6868687,451.3131313,-451.3131313,20600,19400,600,-600
-100,100,-200,200,19700,20300,-300,300
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
-117.3737374,117.3737374,-482.6262626,482.6262626,19400,20600,-600,600
106.4646465,-106.4646465,2593.535354,-2593.535354,22700,17300,2700,-2700
100,-100,200,-200,20300,19700,300,-300
-145.4545455,145.4545455,-754.5454545,754.5454545,19100,20900,-900,900
41.51515152,-41.51515152,-41.51515152,41.51515152,20000,20000,0,0
148.7878788,-148.7878788,451.2121212,-451.2121212,20600,19400,600,-600
102.020202,-102.020202,797.979798,-797.979798,20900,19100,900,-900
100,-100,0,0,20100,19900,100,-100
-61.41414141,61.41414141,61.41414141,-61.41414141,20000,20000,0,0
-100,100,-200,200,19700,20300,-300,300
100,-100,200,-200,20300,19700,300,-300
255.7575758,-255.7575758,344.2424242,-344.2424242,20600,19400,600,-600
-401.5151515,401.5151515,-2298.484848,2298.484848,17300,22700,-2700,2700
-100,100,-200,200,19700,20300,-300,300
145.0505051,-145.0505051,454.9494949,-454.9494949,20600,19400,600,-600
-260.9090909,260.9090909,-339.0909091,339.0909091,19400,20600,-600,600
-17.38181818,17.38181818,17.38181818,-17.38181818,20000,20000,0,0
-242.6262626,242.6262626,42.62626263,-42.62626263,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
113.8333333,-100,186.1666667,-200,20300,19700,300,-300
409.0909091,-409.0909091,490.9090909,-490.9090909,20900,19100,900,-900
-154.5454545,154.5454545,-145.4545455,145.4545455,19700,20300,-300,300
140.9090909,-116.6424242,59.09090909,-83.35757576,20200,19800,200,-200
150,-150,50,-50,20200,19800,200,-200
507.2727273,-507.2727273,2192.727273,-2192.727273,22700,17300,2700,-2700
240,-240,2460,-2460,22700,17300,2700,-2700
100,-100,200,-200,20300,19700,300,-300
263.6363636,-263.6363636,636.3636364,-636.3636364,20900,19100,900,-900
-100,100,-200,200,19700,20300,-300,300
-100,100,-200,200,19700,20300,-300,300
-100,100,0,0,19900,20100,-100,100
-127.2727273,127.2727273,-172.7272727,172.7272727,19700,20300,-300,300
117.5757576,-117.5757576,2582.424242,-2582.424242,22700,17300,2700,-2700
-136.3636364,136.3636364,-763.6363636,763.6363636,19100,20900,-900,900
-136.3636364,136.3636364,-163.6363636,163.6363636,19700,20300,-300,300
-218.7878788,218.7878788,18.78787879,-18.78787879,19800,20200,-200,200
-368.1818182,368.1818182,68.18181818,-68.18181818,19700,20300,-300,300
255.7575758,-255.7575758,1544.242424,-1544.242424,21800,18200,1800,-1800
122.4242424,-122.4242424,77.57575758,-77.57575758,20200,19800,200,-200
138.1818182,-138.1818182,61.81818182,-61.81818182,20200,19800,200,-200
-100,100,-200,200,19700,20300,-300,300
-100,100,0,0,19900,20100,-100,100
100,-100,800,-800,20900,19100,900,-900
117.2727273,-117.2727273,482.7272727,-482.7272727,20600,19400,600,-600
-152.020202,152.020202,-47.97979798,47.97979798,19800,20200,-200,200
-291.2121212,291.2121212,-308.7878788,308.7878788,19400,20600,-600,600
-100,100,-200,200,19700,20300,-300,300
542.2222222,-542.2222222,2157.777778,-2157.777778,22700,17300,2700,-2700
100,-100,200,-200,20300,19700,300,-300
-100,100,-200,200,19700,20300,-300,300
-118.5858586,130.0191919,-481.4141414,469.9808081,19400,20600,-600,600
-100,100,0,0,19900,20100,-100,100
-100,100,-200,200,19700,20300,-300,300
-154.5454545,154.5454545,-145.4545455,145.4545455,19700,20300,-300,300
-140,140,-60,60,19800,20200,-200,200
-100,100,0,0,19900,20100,-100,100
-127.2727273,127.2727273,-172.7272727,172.7272727,19700,20300,-300,300
-154.5454545,154.5454545,-145.4545455,145.4545455,19700,20300,-300,300
-100,100,-200,200,19700,20300,-300,300
-219.0909091,219.0909091,-2480.909091,2480.909091,17300,22700,-2700,2700
154.5454545,-154.5454545,745.4545455,-745.4545455,20900,19100,900,-900
100,-100,200,-200,20300,19700,300,-300
-159.2929293,159.2929293,-440.7070707,440.7070707,19400,20600,-600,600
178.1818182,-178.1818182,1621.818182,-1621.818182,21800,18200,1800,-1800
100,-100,200,-200,20300,19700,300,-300
-100,100,0,0,19900,20100,-100,100
100,-100,200,-200,20300,19700,300,-300
-1413.333333,1413.333333,-1286.666667,1286.666667,17300,22700,-2700,2700
-377.2727273,377.2727273,77.27272727,-77.27272727,19700,20300,-300,300
-200,200,-100,100,19700,20300,-300,300
-100,100,-200,200,19700,20300,-300,300
100,-100,200,-200,20300,19700,300,-300
0,0,0,0,20000,20000,0,0
-234.040404,234.040404,-365.959596,365.959596,19400,20600,-600,600
-154.5454545,154.5454545,-745.4545455,745.4545455,19100,20900,-900,900
100,-100,800,-800,20900,19100,900,-900
-368.1818182,368.1818182,-531.8181818,531.8181818,19100,20900,-900,900
100,-100,200,-200,20300,19700,300,-300
154.5454545,-154.5454545,145.4545455,-145.4545455,20300,19700,300,-300
-390.9090909,390.9090909,-509.0909091,509.0909091,19100,20900,-900,900
-100,100,0,0,19900,20100,-100,100
150.8080808,-150.8080808,1649.191919,-1649.191919,21800,18200,1800,-1800
177.1717172,-177.1717172,2522.828283,-2522.828283,22700,17300,2700,-2700
227.6767677,-227.6767677,372.3232323,-372.3232323,20600,19400,600,-600
-3.55E-15,-1.07E-14,0,0,20000,20000,0,0
-145.4545455,145.4545455,-154.5454545,154.5454545,19700,20300,-300,300
-139.1919192,139.1919192,-60.80808081,60.80808081,19800,20200,-200,200
-100,100,0,0,19900,20100,-100,100
-100,100,0,0,19900,20100,-100,100
113.6363636,-113.6363636,786.3636364,-786.3636364,20900,19100,900,-900
-100,100,0,0,19900,20100,-100,100
100,-100,200,-200,20300,19700,300,-300
118.1818182,-118.1818182,81.81818182,-81.81818182,20200,19800,200,-200
200,-200,700,-700,20900,19100,900,-900
-100,100,-200,200,19700,20300,-300,300
100,-100,200,-200,20300,19700,300,-300
245.4111111,-220.1777778,6954.588889,-6979.822222,27200,12800,7200,-7200
-343.5353535,343.5353535,-1456.464646,1456.464646,18200,21800,-1800,1800
100,-100,800,-800,20900,19100,900,-900
-154.5454545,154.5454545,-745.4545455,745.4545455,19100,20900,-900,900
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-100,100,0,0,19900,20100,-100,100
-100,100,0,0,19900,20100,-100,100
-154.5454545,154.5454545,-145.4545455,145.4545455,19700,20300,-300,300
376.5656566,-376.5656566,2323.434343,-2323.434343,22700,17300,2700,-2700
-100,100,-200,200,19700,20300,-300,300
100,-100,0,0,20100,19900,100,-100
