"","p1_luck","p2_luck","p1_skill","p2_skill","p1_chip","p2_chip","pff"
"427",-663.535353535354,663.535353535354,-1136.46464646465,1136.46464646465,18200,21800,10
"428",154.141414141414,-154.141414141414,1645.85858585859,-1645.85858585859,21800,18200,10
"429",-100,100,0,0,19900,20100,10
"430",-129.292929292929,129.292929292929,-70.7070707070707,70.7070707070707,19800,20200,10
"431",-163.636363636364,163.636363636364,-736.363636363636,736.363636363636,19100,20900,10
"432",454.545454545455,-454.545454545455,445.454545454545,-445.454545454545,20900,19100,10
"433",140.10101010101,-140.10101010101,459.89898989899,-459.89898989899,20600,19400,10
"434",387.979797979798,-387.979797979798,1412.0202020202,-1412.0202020202,21800,18200,10
"435",-100,100,0,0,19900,20100,10
"436",100,-100,200,-200,20300,19700,10
"437",224.242424242424,-224.242424242424,375.757575757576,-375.757575757576,20600,19400,10
"438",-100,100,0,0,19900,20100,10
"439",100,-100,800,-800,20900,19100,10
"440",113.636363636364,-113.636363636364,786.363636363636,-786.363636363636,20900,19100,10
"441",100,-100,200,-200,20300,19700,10
"442",-100,100,0,0,19900,20100,10
"443",-244.747474747475,244.747474747475,-1555.25252525253,1555.25252525253,18200,21800,10
"444",-100,100,0,0,19900,20100,10
"445",-100,100,-200,200,19700,20300,10
"446",147.373737373737,-147.373737373737,452.626262626263,-452.626262626263,20600,19400,10
"447",-181.818181818182,181.818181818182,-118.181818181818,118.181818181818,19700,20300,10
"448",100,-100,0,0,20100,19900,10
"449",360.808080808081,-360.808080808081,1439.19191919192,-1439.19191919192,21800,18200,10
"450",100,-100,200,-200,20300,19700,10
"451",227.272727272727,-227.272727272727,72.7272727272727,-72.7272727272727,20300,19700,10
"452",-200,200,-700,700,19100,20900,10
"453",-145.353535353535,145.353535353535,-54.6464646464647,54.6464646464647,19800,20200,10
"454",100,-100,800,-800,20900,19100,10
"455",409.090909090909,-409.090909090909,-109.090909090909,109.090909090909,20300,19700,10
"456",-100,100,0,0,19900,20100,10
"457",272.525252525253,-272.525252525253,327.474747474747,-327.474747474747,20600,19400,10
"458",172.727272727273,-172.727272727273,727.272727272727,-727.272727272727,20900,19100,10
"459",100,-100,800,-800,20900,19100,10
"460",181.414141414141,-181.414141414141,418.585858585859,-418.585858585859,20600,19400,10
"461",100,-100,200,-200,20300,19700,10
"462",118.787878787879,-118.787878787879,481.212121212121,-481.212121212121,20600,19400,10
"463",100,-100,0,0,20100,19900,10
"464",118.181818181818,-118.181818181818,781.818181818182,-781.818181818182,20900,19100,10
"465",255.959595959596,-255.959595959596,1544.0404040404,-1544.0404040404,21800,18200,10
"466",-150,150,-150,150,19700,20300,10
"467",100,-100,200,-200,20300,19700,10
"468",-791.313131313131,791.313131313131,-1008.68686868687,1008.68686868687,18200,21800,10
"469",127.272727272727,-127.272727272727,772.727272727273,-772.727272727273,20900,19100,10
"470",-300,300,0,0,19700,20300,10
"471",197.575757575758,-197.575757575758,402.424242424242,-402.424242424242,20600,19400,10
"472",-100,100,-200,200,19700,20300,10
"473",263.030303030303,-263.030303030303,1536.9696969697,-1536.9696969697,21800,18200,10
"474",-100,100,-200,200,19700,20300,10
"475",100,-100,0,0,20100,19900,10
"476",-100,100,0,0,19900,20100,10
"477",100,-100,0,0,20100,19900,10
"478",-100,100,0,0,19900,20100,10
"479",-100,100,0,0,19900,20100,10
"480",-163.636363636364,163.636363636364,-736.363636363636,736.363636363636,19100,20900,10
"481",-100,100,-200,200,19700,20300,10
"482",148.9,-115.2,3451.1,-3484.8,23600,16400,10
"483",-100,100,-200,200,19700,20300,10
"484",-100,100,0,0,19900,20100,10
"485",-100,100,0,0,19900,20100,10
"486",-100,100,0,0,19900,20100,10
"487",-409.090909090909,409.090909090909,-490.909090909091,490.909090909091,19100,20900,10
"488",-100,100,0,0,19900,20100,10
"489",100,-100,0,0,20100,19900,10
"490",120.808080808081,-120.808080808081,479.191919191919,-479.191919191919,20600,19400,10
"491",-100,100,-200,200,19700,20300,10
"492",-154.545454545455,154.545454545455,-145.454545454545,145.454545454545,19700,20300,10
"493",-100,100,-200,200,19700,20300,10
"494",119.393939393939,-119.393939393939,2580.60606060606,-2580.60606060606,22700,17300,10
"495",-253.636363636364,253.636363636364,-346.363636363636,346.363636363636,19400,20600,10
"496",181.818181818182,-181.818181818182,718.181818181818,-718.181818181818,20900,19100,10
"497",182.121212121212,-182.121212121212,417.878787878788,-417.878787878788,20600,19400,10
"498",-100,100,0,0,19900,20100,10
"499",301.949494949495,-300.949494949495,10498.0505050505,-10499.0505050505,30800,9200,10
"500",181.414141414141,-181.414141414141,1618.58585858586,-1618.58585858586,21800,18200,10
