"","p1_luck","p2_luck","p1_skill","p2_skill","p1_chip","p2_chip","pff"
"126",127.272727272727,-127.272727272727,-20127.2727272727,20127.2727272727,0,40000,9
"127",70.7070707070707,-70.7070707070707,29.2929292929293,-29.2929292929293,20100,19900,4
"128",-100,100,0,0,19900,20100,10
"129",259.090909090909,-259.090909090909,1090.90909090909,-1090.90909090909,21350,18650,10
"130",-100,100,0,0,19900,20100,10
"131",-36.3636363636364,36.3636363636364,136.363636363636,-136.363636363636,20100,19900,6
"132",100,-100,200,-200,20300,19700,10
"133",-138.787878787879,138.787878787879,-19861.2121212121,19861.2121212121,0,40000,9
"134",-156.161616161616,156.161616161616,-443.838383838384,443.838383838384,19400,20600,10
"135",86.3636363636363,-86.3636363636363,13.6363636363636,-13.6363636363636,20100,19900,6
"136",-82.2222222222222,82.2222222222222,-17.7777777777778,17.7777777777778,19900,20100,5
"137",-127.575757575758,127.575757575757,-19872.4242424242,19872.4242424242,3.63797880709171e-12,40000,9
"138",-100,100,-200,200,19700,20300,10
"139",-100,100,-200,200,19700,20300,10
"140",100,-100,0,0,20100,19900,10
"141",-701.767676767677,701.767676767677,-19298.2323232323,19298.2323232323,3.63797880709171e-12,40000,9
"142",93.9393939393939,-93.9393939393939,6.06060606060606,-6.06060606060606,20100,19900,4
"143",-68.1818181818182,68.1818181818182,-19931.8181818182,19931.8181818182,0,40000,9
"144",100,-100,0,0,20100,19900,8
"145",100,-100,0,0,20100,19900,8
"146",100,-100,0,0,20100,19900,10
"147",519.727272727272,-519.727272727272,-20519.7272727273,20519.7272727273,0,40000,9
"148",81.8181818181818,-81.8181818181818,18.1818181818182,-18.1818181818182,20100,19900,4
"149",-89.0909090909091,89.0909090909091,-10.9090909090909,10.9090909090909,19900,20100,5
"150",624.242424242424,-620.175757575758,-20624.2424242424,20620.1757575758,0,40000,9
"151",290.60606060606,-290.60606060606,-20290.6060606061,20290.6060606061,0,40000,9
"152",29.4949494949495,-29.4949494949495,170.50505050505,-170.50505050505,20200,19800,6
"153",954.278787878788,-954.278787878788,2081.72121212121,-2081.72121212121,23036,16964,10
"154",-352.020202020202,352.020202020202,-1447.9797979798,1447.9797979798,18200,21800,10
"155",127.272727272727,-127.272727272727,172.727272727273,-172.727272727273,20300,19700,10
"156",-87.0707070707071,87.0707070707071,-12.9292929292929,12.9292929292929,19900,20100,5
"157",-51.2121212121212,51.2121212121212,-19948.7878787879,19948.7878787879,0,40000,5
"158",-178.787878787879,178.787878787879,-1621.21212121212,1621.21212121212,18200,21800,10
"159",-73.9393939393939,73.9393939393939,-26.0606060606061,26.0606060606061,19900,20100,5
"160",-128.383838383838,128.383838383838,-19871.6161616162,19871.6161616162,0,40000,7
"161",100,-100,0,0,20100,19900,6
"162",-277.272727272727,277.272727272727,-19722.7272727273,19722.7272727273,0,40000,9
"163",100,-100,0,0,20100,19900,10
"164",100,-100,300,-300,20400,19600,8
"165",-100,100,-100,100,19800,20200,10
"166",-52.5252525252525,52.5252525252525,-47.4747474747475,47.4747474747475,19900,20100,5
"167",-10981.8363636364,10981.8363636364,-9018.16363636364,9018.16363636364,1.81898940354586e-12,40000,9
"168",-109.49494949495,109.494949494949,-490.505050505051,490.505050505051,19400,20600,10
"169",100,-100,0,0,20100,19900,10
"170",-82.4242424242424,82.4242424242424,-19917.5757575758,19917.5757575758,0,40000,5
"171",-139.090909090909,139.090909090909,-460.909090909091,460.909090909091,19400,20600,10
"172",35.5555555555556,-10.1888888888889,64.4444444444444,-89.8111111111111,20100,19900,4
"173",-88.8888888888889,88.8888888888889,-11.1111111111111,11.1111111111111,19900,20100,5
"174",68.1818181818182,-68.1818181818182,31.8181818181818,-31.8181818181818,20100,19900,6
"175",128.282828282828,-128.282828282828,-20128.2828282828,20128.2828282828,0,40000,9
"176",87.2727272727273,-87.2727272727273,12.7272727272727,-12.7272727272727,20100,19900,4
"177",93.7373737373737,-93.7373737373737,6.26262626262626,-6.26262626262626,20100,19900,4
"178",100,-100,0,0,20100,19900,6
"179",23.030303030303,-23.030303030303,76.969696969697,-76.969696969697,20100,19900,4
"180",-100,100,-200,200,19700,20300,10
"181",80.4040404040404,-80.4040404040404,19.5959595959596,-19.5959595959596,20100,19900,4
"182",-113.131313131313,113.131313131313,-486.868686868687,486.868686868687,19400,20600,10
"183",100,-85.3,0,-14.7,20100,19900,10
"184",100,-81.7666666666667,200,-218.233333333333,20300,19700,8
"185",84.3434343434344,-84.3434343434344,15.6565656565657,-15.6565656565657,20100,19900,4
"186",-2777.34545454545,2777.34545454545,-17222.6545454545,17222.6545454545,0,40000,9
"187",-940.4,940.4,-19059.6,19059.6,0,40000,9
"188",206.868686868687,-206.868686868687,393.131313131313,-393.131313131313,20600,19400,10
"189",-100,100,-400,400,19500,20500,9
"190",-814.545454545455,814.545454545454,-3235.45454545455,3235.45454545455,15950,24050,10
"191",-261.111111111111,261.111111111111,-338.888888888889,338.888888888889,19400,20600,10
"192",78.1818181818182,-74.8818181818182,-20078.1818181818,20074.8818181818,0,40000,5
"193",100,-100,0,0,20100,19900,10
"194",-82.6262626262626,82.6262626262626,-17.3737373737374,17.3737373737374,19900,20100,5
"195",-100,100,-200,200,19700,20300,10
"196",100,-100,0,0,20100,19900,10
"197",0,-1.4210854715202e-14,0,0,20000,20000,10
"198",-31.8181818181818,31.8181818181818,-68.1818181818182,68.1818181818182,19900,20100,5
"199",74.5454545454545,-74.5454545454545,25.4545454545455,-25.4545454545455,20100,19900,4
"200",-100,100,-800,800,19100,20900,10
"201",-192.323232323232,192.323232323232,-407.676767676768,407.676767676768,19400,20600,10
"202",794.242424242424,-794.242424242424,1005.75757575758,-1005.75757575758,21800,18200,10
"203",145.454545454545,-145.454545454545,754.545454545455,-754.545454545455,20900,19100,10
"204",-54.3434343434343,54.3434343434343,-45.6565656565657,45.6565656565657,19900,20100,5
"205",-3769.7404040404,3769.7404040404,-16230.2595959596,16230.2595959596,0,40000,9
"206",-100,100,0,0,19900,20100,10
"207",100,-100,200,-200,20300,19700,10
"208",-50.7070707070707,50.7070707070707,-49.2929292929293,49.2929292929293,19900,20100,5
"209",-252.525252525253,252.525252525253,2352.52525252525,-2352.52525252525,22100,17900,6
"210",1.4210854715202e-14,0,-20000,20000,0,40000,9
"211",-59.0909090909091,59.0909090909091,159.090909090909,-159.090909090909,20100,19900,6
"212",100,-100,-20100,20100,0,40000,9
"213",-508.787878787879,508.787878787879,-6091.21212121212,6091.21212121212,13400,26600,10
"214",260.606060606061,-260.606060606061,1539.39393939394,-1539.39393939394,21800,18200,10
"215",-63.030303030303,63.030303030303,-36.969696969697,36.969696969697,19900,20100,5
"216",-202.020202020202,202.020202020202,-697.979797979798,697.979797979798,19100,20900,10
"217",-100,100,0,0,19900,20100,10
"218",-290.438383838385,290.438383838385,-19709.5616161616,19709.5616161616,0,40000,7
"219",228.686868686869,-228.686868686869,221.313131313131,-221.313131313131,20450,19550,10
"220",-8.4848484848485,8.4848484848485,8.4848484848485,-8.4848484848485,20000,20000,10
"221",57.4333333333333,-50,42.5666666666667,-50,20100,19900,2
"222",-275.151515151515,275.151515151515,1675.15151515152,-1675.15151515152,21400,18600,6
"223",100,-100,-20100,20100,0,40000,9
"224",72.7272727272727,-72.7272727272727,27.2727272727273,-27.2727272727273,20100,19900,6
"225",1007.80303030303,-1007.80303030303,1017.19696969697,-1017.19696969697,22025,17975,10
"226",100,-100,200,-200,20300,19700,10
"227",72.7272727272727,-72.7272727272727,27.2727272727273,-27.2727272727273,20100,19900,6
"228",187.979797979798,-187.979797979798,12.020202020202,-12.020202020202,20200,19800,10
"229",-74.9494949494949,74.9494949494949,-25.0505050505051,25.0505050505051,19900,20100,5
"230",-100,100,0,0,19900,20100,10
"231",44.3666666666667,-44.3666666666667,55.6333333333333,-55.6333333333333,20100,19900,2
"232",-72.1212121212121,72.1212121212121,-27.8787878787879,27.8787878787879,19900,20100,5
"233",-96.7676767676768,96.7676767676768,-19903.2323232323,19903.2323232323,0,40000,5
"234",-167.777777777778,167.777777777778,-432.222222222222,432.222222222222,19400,20600,10
"235",79.5959595959596,-79.5959595959596,20.4040404040404,-20.4040404040404,20100,19900,4
"236",288.888888888889,-288.888888888889,311.111111111111,-311.111111111111,20600,19400,10
"237",-85.2525252525252,85.2525252525252,-14.7474747474748,14.7474747474748,19900,20100,5
"238",-90.5050505050505,90.5050505050505,-9.49494949494949,9.49494949494949,19900,20100,5
"239",100,-100,0,0,20100,19900,10
"240",-100,100,0,0,19900,20100,10
"241",3878.78787878788,-3878.78787878788,-23878.7878787879,23878.7878787879,0,40000,7
"242",-132.929292929293,132.929292929293,-67.0707070707071,67.070707070707,19800,20200,10
"243",-445.454545454545,445.454545454545,-454.545454545455,454.545454545455,19100,20900,10
"244",93.7373737373737,-84.9707070707071,6.26262626262626,-15.0292929292929,20100,19900,4
"245",-47.6767676767677,47.6767676767677,-52.3232323232323,52.3232323232323,19900,20100,5
"246",-94.5454545454545,94.5454545454546,-5.45454545454545,5.45454545454545,19900,20100,5
"247",73.1313131313131,-73.1313131313131,26.8686868686869,-26.8686868686869,20100,19900,4
"248",-50.7070707070707,50.7070707070707,-49.2929292929293,49.2929292929293,19900,20100,5
"249",640,-640,1160,-1160,21800,18200,10
"250",-37.0707070707071,37.0707070707071,-62.9292929292929,62.9292929292929,19900,20100,5
"251",-188.939393939394,188.939393939394,188.939393939394,-188.939393939394,20000,20000,10
"252",54.5454545454545,-54.5454545454545,45.4545454545455,-45.4545454545455,20100,19900,4
"253",-63.6363636363636,63.6363636363636,-36.3636363636364,36.3636363636364,19900,20100,7
"254",-9.66666666666667,9.66666666666667,-90.3333333333333,90.3333333333333,19900,20100,3
"255",-42.6262626262626,42.6262626262626,-57.3737373737374,57.3737373737374,19900,20100,5
"256",-100,100,0,0,19900,20100,10
"257",-140,140,-460,460,19400,20600,10
"258",-419.090909090909,419.090909090909,-19580.9090909091,19580.9090909091,0,40000,9
"259",94.5454545454545,-94.5454545454546,5.45454545454545,-5.45454545454545,20100,19900,4
"260",-362.626262626263,362.626262626263,-2337.37373737374,2337.37373737374,17300,22700,10
"261",-100,100,0,0,19900,20100,10
"262",63.3,-50,36.7,-50,20100,19900,2
"263",-140.20202020202,140.20202020202,-1659.79797979798,1659.79797979798,18200,21800,10
"264",63.6363636363636,-63.6363636363636,36.3636363636364,-36.3636363636364,20100,19900,6
"265",88.2828282828283,-88.2828282828283,111.717171717172,-111.717171717172,20200,19800,6
"266",-69.8989898989899,69.8989898989899,-30.1010101010101,30.1010101010101,19900,20100,5
"267",-62.020202020202,62.020202020202,-37.979797979798,37.979797979798,19900,20100,5
"268",86.3636363636364,-85.2969696969697,13.6363636363636,-14.7030303030303,20100,19900,6
"269",71.9191919191919,-71.9191919191919,28.0808080808081,-28.0808080808081,20100,19900,4
"270",-994.242424242424,994.242424242424,-3055.75757575758,3055.75757575758,15950,24050,10
"271",-200.808080808081,200.808080808081,-699.191919191919,699.191919191919,19100,20900,10
"272",-190.909090909091,190.909090909091,-19809.0909090909,19809.0909090909,0,40000,9
"273",92.5252525252525,-92.5252525252525,-20092.5252525253,20092.5252525253,0,40000,5
"274",-66.0606060606061,68.5606060606061,-33.9393939393939,31.4393939393939,19900,20100,5
"275",-445.454545454545,445.454545454545,-454.545454545455,454.545454545455,19100,20900,10
"276",-65.6565656565656,65.6565656565657,-34.3434343434343,34.3434343434343,19900,20100,5
"277",-100,100,-19900,19900,0,40000,9
"278",161.616161616162,-161.616161616162,-20161.6161616162,20161.6161616162,0,40000,7
"279",-67.8787878787879,67.8787878787879,-19932.1212121212,19932.1212121212,0,40000,5
"280",444.290909090909,-444.290909090909,11699.7090909091,-11699.7090909091,32144,7856,10
"281",-112.323232323232,112.323232323232,-5287.67676767677,5287.67676767677,14600,25400,10
"282",36.2,-36.2,63.8,-63.8,20100,19900,2
