"","p1_luck","p2_luck","p1_skill","p2_skill","p1_chip","p2_chip","pff"
"378",-39.1919191919192,39.1919191919192,-60.8080808080808,60.8080808080808,19900,20100,5
"379",54.5454545454545,-54.5454545454545,45.4545454545455,-45.4545454545455,20100,19900,6
"380",96.1616161616162,-96.1616161616162,3.83838383838384,-3.83838383838384,20100,19900,4
"381",100,-100,200,-200,20300,19700,10
"382",-228.080808080808,228.080808080808,-19771.9191919192,19771.9191919192,0,40000,9
"383",-100,100,0,0,19900,20100,10
"384",184.545454545455,-184.545454545455,1615.45454545455,-1615.45454545455,21800,18200,10
"385",59.7979797979798,-59.7979797979798,40.2020202020202,-40.2020202020202,20100,19900,4
"386",93.5353535353535,-76.9686868686869,6.46464646464646,-23.0313131313131,20100,19900,4
"387",-113.939393939394,113.939393939394,-2586.06060606061,2586.06060606061,17300,22700,10
"388",102.424242424242,-102.424242424242,14897.5757575758,-14897.5757575758,35000,5000,10
"389",127.272727272727,-127.272727272727,3772.72727272727,-3772.72727272727,23900,16100,10
"390",190.909090909091,-190.909090909091,1009.09090909091,-1009.09090909091,21200,18800,10
"391",454.545454545455,-454.545454545455,12445.4545454545,-12445.4545454545,32900,7100,10
"392",100,-100,0,0,20100,19900,6
"393",72.7272727272727,-72.7272727272727,27.2727272727273,-27.2727272727273,20100,19900,6
"394",-100,100,0,0,19900,20100,10
"395",-5654.8101010101,5654.8101010101,-14345.1898989899,14345.1898989899,1.81898940354586e-12,40000,9
"396",-100,100,0,0,19900,20100,9
"397",-100,113.033333333333,-100,86.9666666666667,19800,20200,10
"398",68.0808080808081,-68.0808080808081,31.9191919191919,-31.9191919191919,20100,19900,4
"399",158.521212121212,-158.521212121212,853.478787878788,-853.478787878788,21012,18988,6
"400",-31.5151515151515,31.5151515151515,-68.4848484848485,68.4848484848485,19900,20100,5
"401",-96.969696969697,96.969696969697,-3.03030303030303,3.03030303030303,19900,20100,5
"402",-3480.61515151515,3480.61515151515,-16519.3848484848,16519.3848484848,0,40000,9
"403",-32.8282828282828,32.8282828282828,-67.1717171717172,67.1717171717172,19900,20100,5
"404",88.0808080808081,-88.0808080808081,11.9191919191919,-11.9191919191919,20100,19900,4
"405",2188.36666666667,-2188.36666666667,2368.63333333333,-2368.63333333333,24557,15443,10
"406",-58.989898989899,58.989898989899,-41.010101010101,41.010101010101,19900,20100,5
"407",-51.5,51.5,-48.5,48.5,19900,20100,3
"408",273.232323232323,-273.232323232323,1076.76767676768,-1076.76767676768,21350,18650,10
"409",472.727272727273,-472.727272727273,-172.727272727273,172.727272727273,20300,19700,10
"410",-100,100,0,0,19900,20100,10
"411",-407.272727272727,407.272727272727,-1392.72727272727,1392.72727272727,18200,21800,10
"412",-100,100,0,0,19900,20100,10
"413",100,-100,200,-200,20300,19700,10
"414",100,-100,0,0,20100,19900,10
"415",36.3636363636364,-36.3636363636364,63.6363636363636,-63.6363636363636,20100,19900,6
"416",100,-100,0,0,20100,19900,10
"417",90.9090909090909,-90.9090909090909,9.0909090909091,-9.0909090909091,20100,19900,6
"418",33.9393939393939,-33.9393939393939,66.0606060606061,-66.0606060606061,20100,19900,4
"419",-93.7373737373737,93.7373737373737,-6.26262626262626,6.26262626262626,19900,20100,5
"420",-48.8888888888889,48.8888888888889,-51.1111111111111,51.1111111111111,19900,20100,5
"421",-179.79797979798,179.79797979798,-1620.20202020202,1620.20202020202,18200,21800,10
"422",53.3333333333333,-53.3333333333333,46.6666666666667,-46.6666666666667,20100,19900,4
"423",-116.363636363636,116.363636363636,-2583.63636363636,2583.63636363636,17300,22700,10
"424",32.0333333333333,-32.0333333333333,67.9666666666667,-67.9666666666667,20100,19900,2
"425",-172.929292929293,172.929292929293,-6427.07070707071,6427.07070707071,13400,26600,10
"426",53.8383838383838,-53.8383838383838,-20053.8383838384,20053.8383838384,0,40000,9
"427",-100,100,-200,200,19700,20300,10
"428",65.0505050505051,-65.0505050505051,34.949494949495,-34.949494949495,20100,19900,4
"429",68.0808080808081,-68.0808080808081,31.9191919191919,-31.9191919191919,20100,19900,4
"430",309.090909090909,-309.090909090909,590.909090909091,-590.909090909091,20900,19100,10
"431",-117.575757575758,117.575757575758,-19882.4242424242,19882.4242424242,0,40000,9
"432",41.2121212121212,-41.2121212121212,58.7878787878788,-58.7878787878788,20100,19900,4
"433",100,-100,200,-200,20300,19700,10
"434",-184.444444444444,184.444444444444,-1615.55555555556,1615.55555555556,18200,21800,10
"435",-72.7272727272727,72.7272727272727,172.727272727273,-172.727272727273,20100,19900,6
"436",-92.3232323232323,92.3232323232323,-7.67676767676768,7.67676767676768,19900,20100,5
"437",-94.5454545454545,94.5454545454545,-5.45454545454545,5.45454545454545,19900,20100,5
"438",246.060606060606,-246.060606060606,-46.0606060606061,46.060606060606,20200,19800,10
"439",91.9191919191919,-91.9191919191919,8.08080808080809,-8.08080808080809,20100,19900,4
"440",-1900.22727272727,1900.22727272727,-18099.7727272727,18099.7727272727,0,40000,7
"441",-156.868686868687,156.868686868687,-43.1313131313131,43.1313131313131,19800,20200,10
"442",64.2424242424242,-64.2424242424242,35.7575757575758,-35.7575757575758,20100,19900,4
"443",6.21724893790088e-15,-6.21724893790088e-15,-20000,20000,0,40000,7
"444",100,-100,200,-200,20300,19700,10
"445",90.9090909090909,-90.9090909090909,9.09090909090908,-9.09090909090908,20100,19900,4
"446",-100,100,0,0,19900,20100,10
"447",-6.86868686868686,6.86868686868686,6.86868686868684,-6.86868686868684,20000,20000,10
"448",29.6969696969697,-29.6969696969697,-20029.696969697,20029.696969697,0,40000,5
"449",-632.525252525253,632.525252525252,-19367.4747474747,19367.4747474747,0,40000,9
"450",180,-180,570,-570,20750,19250,10
"451",-100,100,0,0,19900,20100,10
"452",100,-100,100,-100,20200,19800,10
"453",100,-100,17000,-17000,37100,2900,10
"454",68.1818181818182,-68.1818181818182,31.8181818181818,-31.8181818181818,20100,19900,6
"455",-105.858585858586,105.858585858586,-494.141414141414,494.141414141414,19400,20600,10
"456",53.3333333333333,-53.3333333333334,46.6666666666667,-46.6666666666667,20100,19900,4
"457",-38.3333333333333,38.3333333333333,-61.6666666666667,61.6666666666667,19900,20100,3
"458",83.1313131313131,-83.1313131313131,-20083.1313131313,20083.1313131313,0,40000,7
"459",-59.7979797979798,59.7979797979798,-40.2020202020202,40.2020202020202,19900,20100,5
"460",253.282828282829,-253.282828282829,-20253.2828282828,20253.2828282828,0,40000,7
"461",105.454545454545,-105.454545454545,94.5454545454546,-94.5454545454546,20200,19800,10
"462",-127.272727272727,127.272727272727,-172.727272727273,172.727272727273,19700,20300,10
"463",83.030303030303,-83.030303030303,16.969696969697,-16.969696969697,20100,19900,4
"464",-111.313131313131,111.313131313131,-9788.68686868687,9788.68686868687,10100,29900,10
"465",-35.5333333333333,35.5333333333333,-64.4666666666667,64.4666666666667,19900,20100,3
"466",-136.868686868687,136.868686868687,-19863.1313131313,19863.1313131313,0,40000,7
"467",-104.646464646465,104.646464646465,-19895.3535353535,19895.3535353535,3.63797880709171e-12,40000,7
"468",119.69696969697,-119.69696969697,280.30303030303,-280.30303030303,20400,19600,6
"469",-81.8181818181818,81.8181818181818,-19918.1818181818,19918.1818181818,0,40000,7
"470",-225.858585858586,225.858585858586,-224.141414141414,224.141414141414,19550,20450,10
"471",-147.272727272727,147.272727272727,-452.727272727273,452.727272727273,19400,20600,10
"472",-127.272727272727,127.272727272727,-172.727272727273,172.727272727273,19700,20300,10
"473",27.9,-27.9,72.1,-72.1,20100,19900,2
"474",-100,100,0,0,19900,20100,10
"475",-115.959595959596,115.959595959596,-19884.0404040404,19884.0404040404,0,40000,7
"476",100,-100,0,0,20100,19900,8
"477",-98.7878787878788,98.7878787878788,-1.21212121212122,1.21212121212122,19900,20100,5
"478",-56.1616161616162,56.1616161616162,-43.8383838383838,43.8383838383838,19900,20100,5
"479",49.2929292929293,-49.2929292929293,50.7070707070707,-50.7070707070707,20100,19900,4
"480",-89.2929292929293,89.2929292929293,-10.7070707070707,10.7070707070707,19900,20100,5
"481",-100,100,0,0,19900,20100,10
"482",-62.8282828282828,62.8282828282828,-37.1717171717172,37.1717171717172,19900,20100,5
"483",3100.3696969697,-3100.3696969697,2025.6303030303,-2025.6303030303,25126,14874,10
"484",87.8787878787879,-87.8787878787879,12.1212121212121,-12.1212121212121,20100,19900,4
"485",1957.77777777778,-1937.77777777778,-21957.7777777778,21937.7777777778,0,40000,7
"486",-157.373737373737,157.373737373737,-19842.6262626263,19842.6262626263,0,40000,7
"487",92.3232323232323,-92.3232323232323,7.67676767676768,-7.67676767676768,20100,19900,4
"488",68.0808080808081,-68.0808080808081,31.9191919191919,-31.9191919191919,20100,19900,4
"489",100,-100,200,-200,20300,19700,10
"490",93.7373737373737,-93.7373737373737,6.26262626262626,-6.26262626262626,20100,19900,4
"491",41.2121212121212,-41.2121212121212,58.7878787878788,-58.7878787878788,20100,19900,4
"492",-47.2727272727273,47.2727272727273,-52.7272727272727,52.7272727272727,19900,20100,5
"493",37.5666666666667,-37.5666666666667,62.4333333333333,-62.4333333333333,20100,19900,2
"494",72.1212121212121,-72.1212121212121,27.8787878787879,-27.8787878787879,20100,19900,4
"495",100,-100,0,0,20100,19900,10
"496",-40.2020202020202,40.2020202020202,-59.7979797979798,59.7979797979798,19900,20100,5
"497",-120.606060606061,120.606060606061,-2579.39393939394,2579.39393939394,17300,22700,10
"498",-211.515151515152,211.515151515151,-19788.4848484848,19788.4848484848,0,40000,9
"499",4409.92121212121,-4409.92121212121,5841.07878787879,-5841.07878787879,30251,9749,10
"500",-106.060606060606,106.060606060606,406.060606060606,-406.060606060606,20300,19700,6
