marly_luck,martin_luck,marly_skill,martin_skill,marly_chip,martin_chip,marly_gain,martin_gain
-128.0808081,128.0808081,-471.9191919,471.9191919,19400,20600,-600,600
-100,100,-800,800,19100,20900,-900,900
422.9292929,-422.9292929,2277.070707,-2277.070707,22700,17300,2700,-2700
-154.7474747,154.7474747,-1645.252525,1645.252525,18200,21800,-1800,1800
100,-100,0,0,20100,19900,100,-100
-143.1313131,143.1313131,-256.8686869,256.8686869,19600,20400,-400,400
-339.7979798,339.7979798,-2360.20202,2360.20202,17300,22700,-2700,2700
427.2727273,-427.2727273,472.7272727,-472.7272727,20900,19100,900,-900
-100,100,0,0,19900,20100,-100,100
243.030303,-243.030303,-43.03030303,43.03030303,20200,19800,200,-200
-100,100,0,0,19900,20100,-100,100
-180.9090909,180.9090909,-419.0909091,419.0909091,19400,20600,-600,600
-100,100,0,0,19900,20100,-100,100
-100,100,-200,200,19700,20300,-300,300
100,-100,100,-100,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-127.2727273,127.2727273,-772.7272727,772.7272727,19100,20900,-900,900
100,-100,0,0,20100,19900,100,-100
-142.6262626,142.6262626,-457.3737374,457.3737374,19400,20600,-600,600
-162.8282828,162.8282828,-1637.171717,1637.171717,18200,21800,-1800,1800
260,-260,340,-340,20600,19400,600,-600
158.0808081,-158.0808081,41.91919192,-41.91919192,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
-179.7979798,179.7979798,-420.2020202,420.2020202,19400,20600,-600,600
100,-100,0,0,20100,19900,100,-100
-153.9393939,153.9393939,-446.0606061,446.0606061,19400,20600,-600,600
-107.8787879,107.8787879,-92.12121212,92.12121212,19800,20200,-200,200
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
100,-100,100,-100,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
143.3333333,-143.3333333,456.6666667,-456.6666667,20600,19400,600,-600
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-147.1717172,147.1717172,-52.82828283,52.82828283,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-129.6969697,129.6969697,-70.3030303,70.3030303,19800,20200,-200,200
-100,100,-200,200,19700,20300,-300,300
-100,100,-200,200,19700,20300,-300,300
-149.3939394,149.3939394,-50.60606061,50.60606061,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-115.1515152,115.1515152,-84.84848485,84.84848485,19800,20200,-200,200
-250.7070707,250.7070707,-1549.292929,1549.292929,18200,21800,-1800,1800
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
-1.78E-15,1.78E-15,0,0,20000,20000,0,0
100,-100,200,-200,20300,19700,300,-300
-254.4444444,254.4444444,-345.5555556,345.5555556,19400,20600,-600,600
-165.55,165.55,-84.45,84.45,19750,20250,-250,250
100,-100,0,0,20100,19900,100,-100
161.010101,-161.010101,38.98989899,-38.98989899,20200,19800,200,-200
-261.8181818,261.8181818,-138.1818182,138.1818182,19600,20400,-400,400
100,-100,0,0,20100,19900,100,-100
235.7575758,-235.7575758,1564.242424,-1564.242424,21800,18200,1800,-1800
100,-100,100,-100,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
140.3030303,-140.3030303,59.6969697,-59.6969697,20200,19800,200,-200
-127.8787879,127.8787879,-72.12121212,72.12121212,19800,20200,-200,200
-244.2424242,244.2424242,-955.7575758,955.7575758,18800,21200,-1200,1200
261.7515152,-261.7515152,938.2484848,-938.2484848,21200,18800,1200,-1200
-110.7070707,110.7070707,-89.29292929,89.29292929,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
158.5858586,-158.5858586,441.4141414,-441.4141414,20600,19400,600,-600
-142.7272727,142.7272727,-57.27272727,57.27272727,19800,20200,-200,200
360.5333333,-360.5333333,-60.53333333,60.53333333,20300,19700,300,-300
-100,100,0,0,19900,20100,-100,100
-135.5555556,135.5555556,-64.44444444,64.44444444,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-113.6363636,113.6363636,-786.3636364,786.3636364,19100,20900,-900,900
-119.1919192,119.1919192,-480.8080808,480.8080808,19400,20600,-600,600
100,-100,100,-100,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
153.2323232,-153.2323232,46.76767677,-46.76767677,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
100,-100,200,-200,20300,19700,300,-300
-214.3434343,214.3434343,-685.6565657,685.6565657,19100,20900,-900,900
137.3737374,-137.3737374,262.6262626,-262.6262626,20400,19600,400,-400
330.5050505,-330.5050505,2369.494949,-2369.494949,22700,17300,2700,-2700
100,-100,0,0,20100,19900,100,-100
-107.8787879,107.8787879,-92.12121212,92.12121212,19800,20200,-200,200
-163.6363636,163.6363636,-736.3636364,736.3636364,19100,20900,-900,900
-100,100,-200,200,19700,20300,-300,300
100,-100,0,0,20100,19900,100,-100
-246.5656566,246.5656566,-353.4343434,353.4343434,19400,20600,-600,600
-148.2828283,148.2828283,-51.71717172,51.71717172,19800,20200,-200,200
-100,100,-200,200,19700,20300,-300,300
-107.5757576,107.5757576,-92.42424242,92.42424242,19800,20200,-200,200
148.989899,-148.989899,51.01010101,-51.01010101,20200,19800,200,-200
-100,100,0,0,19900,20100,-100,100
-136.6666667,136.6666667,-263.3333333,263.3333333,19600,20400,-400,400
-100,100,-100,100,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-156.6666667,156.6666667,-1643.333333,1643.333333,18200,21800,-1800,1800
100,-100,0,0,20100,19900,100,-100
-126.8232323,145.6565657,-473.1767677,454.3434343,19400,20600,-600,600
100,-100,0,0,20100,19900,100,-100
-135.1515152,135.1515152,-764.8484848,764.8484848,19100,20900,-900,900
-491.3131313,491.3131313,-1308.686869,1308.686869,18200,21800,-1800,1800
120.6060606,-120.6060606,79.39393939,-79.39393939,20200,19800,200,-200
143.5353535,-143.5353535,56.46464646,-56.46464646,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
-100,100,-200,200,19700,20300,-300,300
225.0505051,-225.0505051,-25.05050505,25.05050505,20200,19800,200,-200
-100,100,-100,100,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-151.7171717,151.7171717,-48.28282828,48.28282828,19800,20200,-200,200
-135.1515152,135.1515152,-464.8484848,464.8484848,19400,20600,-600,600
-156.969697,156.969697,-43.03030303,43.03030303,19800,20200,-200,200
436.3636364,-436.3636364,463.6363636,-463.6363636,20900,19100,900,-900
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-100,100,-800,800,19100,20900,-900,900
-113.6363636,113.6363636,-786.3636364,786.3636364,19100,20900,-900,900
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-141.4141414,141.4141414,-58.58585859,58.58585859,19800,20200,-200,200
-131.2,131.2,-368.8,368.8,19500,20500,-500,500
145.1515152,-145.1515152,54.84848485,-54.84848485,20200,19800,200,-200
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
-155.7575758,155.7575758,-44.24242424,44.24242424,19800,20200,-200,200
-100,100,0,0,19900,20100,-100,100
-134.1414141,134.1414141,-465.8585859,465.8585859,19400,20600,-600,600
-132.9373737,133.7373737,-467.0626263,466.2626263,19400,20600,-600,600
-100,100,-200,200,19700,20300,-300,300
152.6262626,-152.6262626,47.37373737,-47.37373737,20200,19800,200,-200
-100,100,-200,200,19700,20300,-300,300
100,-100,0,0,20100,19900,100,-100
-529.0909091,529.0909091,-670.9090909,670.9090909,18800,21200,-1200,1200
-181.2121212,181.2121212,-1618.787879,1618.787879,18200,21800,-1800,1800
100,-100,200,-200,20300,19700,300,-300
100,-100,0,0,20100,19900,100,-100
-142.9292929,142.9292929,-457.0707071,457.0707071,19400,20600,-600,600
-122.4242424,122.4242424,-2577.575758,2577.575758,17300,22700,-2700,2700
-100,100,0,0,19900,20100,-100,100
-130.1010101,130.1010101,-69.8989899,69.8989899,19800,20200,-200,200
296.6,-296.6,203.4,-203.4,20500,19500,500,-500
100,-100,0,0,20100,19900,100,-100
2.525252525,-2.525252525,-2.525252525,2.525252525,20000,20000,0,0
138.5858586,-138.5858586,261.4141414,-261.4141414,20400,19600,400,-400
100,-100,0,0,20100,19900,100,-100
-224.4444444,224.4444444,-2475.555556,2475.555556,17300,22700,-2700,2700
100,-82.3,0,-17.7,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-289.6969697,289.6969697,-2410.30303,2410.30303,17300,22700,-2700,2700
-6.22E-15,6.22E-15,0,0,20000,20000,0,0
100,-100,0,0,20100,19900,100,-100
-137.1717172,137.1717172,-62.82828283,62.82828283,19800,20200,-200,200
100,-100,200,-200,20300,19700,300,-300
100,-100,0,0,20100,19900,100,-100
-967.2727273,967.2727273,-832.7272727,832.7272727,18200,21800,-1800,1800
-100,100,-200,200,19700,20300,-300,300
100,-100,0,0,20100,19900,100,-100
100,-100,100,-100,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
-145.8585859,145.8585859,-54.14141414,54.14141414,19800,20200,-200,200
-112.7272727,112.7272727,-87.27272727,87.27272727,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-127.2727273,127.2727273,-472.7272727,472.7272727,19400,20600,-600,600
-208.8888889,208.8888889,-1591.111111,1591.111111,18200,21800,-1800,1800
-100,100,-800,800,19100,20900,-900,900
-195.5555556,195.5555556,-1604.444444,1604.444444,18200,21800,-1800,1800
-100,100,-200,200,19700,20300,-300,300
-145.4545455,145.4545455,-254.5454545,254.5454545,19600,20400,-400,400
100,-100,200,-200,20300,19700,300,-300
-100,100,0,0,19900,20100,-100,100
-162.9292929,162.9292929,-437.0707071,437.0707071,19400,20600,-600,600
-100,100,0,0,19900,20100,-100,100
136.7676768,-136.7676768,63.23232323,-63.23232323,20200,19800,200,-200
-133.9393939,133.9393939,-466.0606061,466.0606061,19400,20600,-600,600
-148.6868687,148.6868687,-51.31313131,51.31313131,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
-100,100,-200,200,19700,20300,-300,300
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-117.5757576,117.5757576,-82.42424242,82.42424242,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
100,-100,100,-100,20200,19800,200,-200
-100,100,-2600,2600,17300,22700,-2700,2700
-137.5757576,137.5757576,-1662.424242,1662.424242,18200,21800,-1800,1800
-13.53535354,13.53535354,13.53535354,-13.53535354,20000,20000,0,0
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-111.3131313,111.3131313,-488.6868687,488.6868687,19400,20600,-600,600
-100,100,-200,200,19700,20300,-300,300
-100,100,0,0,19900,20100,-100,100
53.53535354,-53.53535354,-53.53535354,53.53535354,20000,20000,0,0
-148.7878788,148.7878788,-51.21212121,51.21212121,19800,20200,-200,200
-100,100,0,0,19900,20100,-100,100
-114.7474747,114.7474747,-285.2525253,285.2525253,19600,20400,-400,400
-100,100,0,0,19900,20100,-100,100
-100,100,0,0,19900,20100,-100,100
-227.2727273,227.2727273,-672.7272727,672.7272727,19100,20900,-900,900
-316.2666667,316.2666667,-583.7333333,583.7333333,19100,20900,-900,900
-100,100,0,0,19900,20100,-100,100
-113.1313131,113.1313131,-486.8686869,486.8686869,19400,20600,-600,600
-100,100,0,0,19900,20100,-100,100
1265.252525,-1265.252525,1434.747475,-1434.747475,22700,17300,2700,-2700
-233.1313131,233.1313131,-2466.868687,2466.868687,17300,22700,-2700,2700
796.8686869,-796.8686869,1003.131313,-1003.131313,21800,18200,1800,-1800
-100,100,0,0,19900,20100,-100,100
282.9656566,-263.2323232,317.0343434,-336.7676768,20600,19400,600,-600
-141.8181818,141.8181818,-1658.181818,1658.181818,18200,21800,-1800,1800
341.6,-341.6,-41.6,41.6,20300,19700,300,-300
-158.5858586,158.5858586,-241.4141414,241.4141414,19600,20400,-400,400
-100,100,0,0,19900,20100,-100,100
100.9090909,-100.9090909,99.09090909,-99.09090909,20200,19800,200,-200
202.2222222,-202.2222222,2497.777778,-2497.777778,22700,17300,2700,-2700
100,-100,0,0,20100,19900,100,-100
127.6767677,-127.6767677,72.32323232,-72.32323232,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
106.5656566,-106.5656566,93.43434343,-93.43434343,20200,19800,200,-200
-100,100,-100,100,19800,20200,-200,200
-136.3636364,136.3636364,-463.6363636,463.6363636,19400,20600,-600,600
868.4848485,-868.4848485,931.5151515,-931.5151515,21800,18200,1800,-1800
100,-100,0,0,20100,19900,100,-100
-100,100,-200,200,19700,20300,-300,300
253.3333333,-253.3333333,-53.33333333,53.33333333,20200,19800,200,-200
-347.6767677,347.6767677,-2352.323232,2352.323232,17300,22700,-2700,2700
-106.6666667,106.6666667,-93.33333333,93.33333333,19800,20200,-200,200
276.969697,-276.969697,1523.030303,-1523.030303,21800,18200,1800,-1800
-100,100,0,0,19900,20100,-100,100
-100,100,-200,200,19700,20300,-300,300
-241.010101,241.010101,-1558.989899,1558.989899,18200,21800,-1800,1800
198.1818182,-198.1818182,1.818181818,-1.818181818,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
140.5050505,-140.5050505,1659.494949,-1659.494949,21800,18200,1800,-1800
-100,100,0,0,19900,20100,-100,100
-686.0606061,686.0606061,-2013.939394,2013.939394,17300,22700,-2700,2700
100,-100,0,0,20100,19900,100,-100
-100,100,-200,200,19700,20300,-300,300
-3.55E-15,7.11E-15,0,0,20000,20000,0,0
100,-99.9,0,-0.1,20100,19900,100,-100
0.808080808,-0.808080808,-0.808080808,0.808080808,20000,20000,0,0
450.8484848,-450.8484848,4049.151515,-4049.151515,24500,15500,4500,-4500
100,-100,0,0,20100,19900,100,-100
-109.4949495,109.4949495,-490.5050505,490.5050505,19400,20600,-600,600
100,-100,0,0,20100,19900,100,-100
-441.010101,441.010101,-1358.989899,1358.989899,18200,21800,-1800,1800
-102.8282828,102.8282828,-497.1717172,497.1717172,19400,20600,-600,600
100,-100,100,-100,20200,19800,200,-200
-100,100,-200,200,19700,20300,-300,300
-106.0606061,106.0606061,-1693.939394,1693.939394,18200,21800,-1800,1800
-100,100,0,0,19900,20100,-100,100
-100,100,-200,200,19700,20300,-300,300
-100,100,-200,200,19700,20300,-300,300
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-106.4646465,106.4646465,-2593.535354,2593.535354,17300,22700,-2700,2700
-103.030303,103.030303,-496.969697,496.969697,19400,20600,-600,600
-143.9393939,143.9393939,-456.0606061,456.0606061,19400,20600,-600,600
-100,100,0,0,19900,20100,-100,100
168.6868687,-168.6868687,431.3131313,-431.3131313,20600,19400,600,-600
100,-100,100,-100,20200,19800,200,-200
-100,100,0,0,19900,20100,-100,100
100,-100,200,-200,20300,19700,300,-300
-82.17575758,107.5757576,-117.8242424,92.42424242,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
100,-100,100,-100,20200,19800,200,-200
100,-100,100,-100,20200,19800,200,-200
-100,100,-200,200,19700,20300,-300,300
-124.8484848,124.8484848,-475.1515152,475.1515152,19400,20600,-600,600
100,-100,0,0,20100,19900,100,-100
-111.3131313,111.3131313,-2588.686869,2588.686869,17300,22700,-2700,2700
-100,100,0,0,19900,20100,-100,100
-925.7737374,925.7737374,-5824.226263,5824.226263,13250,26750,-6750,6750
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
134.5454545,-134.5454545,65.45454545,-65.45454545,20200,19800,200,-200
-100,100,-200,200,19700,20300,-300,300
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
106.4646465,-106.4646465,93.53535354,-93.53535354,20200,19800,200,-200
-100,100,-800,800,19100,20900,-900,900
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
243.4343434,-243.4343434,-43.43434343,43.43434343,20200,19800,200,-200
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
-313.9393939,313.9393939,-1486.060606,1486.060606,18200,21800,-1800,1800
100,-100,0,0,20100,19900,100,-100
-128.8888889,128.8888889,-71.11111111,71.11111111,19800,20200,-200,200
-126.8060606,147.2727273,-73.19393939,52.72727273,19800,20200,-200,200
17.07070707,-17.07070707,-17.07070707,17.07070707,20000,20000,0,0
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-100,100,-200,200,19700,20300,-300,300
-148.6868687,148.6868687,-51.31313131,51.31313131,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-107.8787879,107.8787879,-792.1212121,792.1212121,19100,20900,-900,900
-108.6868687,108.6868687,-1091.313131,1091.313131,18800,21200,-1200,1200
-201.5151515,201.5151515,-1598.484848,1598.484848,18200,21800,-1800,1800
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-100,100,-800,800,19100,20900,-900,900
-154.6464646,154.6464646,-445.3535354,445.3535354,19400,20600,-600,600
100,-100,0,0,20100,19900,100,-100
-102.6262626,102.6262626,-2597.373737,2597.373737,17300,22700,-2700,2700
-190.9090909,190.9090909,-709.0909091,709.0909091,19100,20900,-900,900
552.8040404,-552.8040404,-52.8040404,52.8040404,20500,19500,500,-500
-100,100,-200,200,19700,20300,-300,300
-175.5954545,175.5954545,-4324.404545,4324.404545,15500,24500,-4500,4500
-100,100,-200,200,19700,20300,-300,300
-100,100,-200,200,19700,20300,-300,300
-204.4444444,204.4444444,-2495.555556,2495.555556,17300,22700,-2700,2700
-146.9,146.9,-603.1,603.1,19250,20750,-750,750
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-100,500,-500,20600,19400,600,-600
-100,100,0,0,19900,20100,-100,100
-182.6262626,182.6262626,-1617.373737,1617.373737,18200,21800,-1800,1800
247.979798,-247.979798,-47.97979798,47.97979798,20200,19800,200,-200
-100,100,0,0,19900,20100,-100,100
100,-100,100,-100,20200,19800,200,-200
100,-100,100,-100,20200,19800,200,-200
100,-100,100,-100,20200,19800,200,-200
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-423.6363636,423.6363636,-2276.363636,2276.363636,17300,22700,-2700,2700
-186.4646465,186.4646465,-1613.535354,1613.535354,18200,21800,-1800,1800
241.1111111,-241.1111111,-41.11111111,41.11111111,20200,19800,200,-200
-100.210101,121.010101,-1699.789899,1678.989899,18200,21800,-1800,1800
-100,100,0,0,19900,20100,-100,100
-100,100,0,0,19900,20100,-100,100
-100,100,-100,100,19800,20200,-200,200
-197.3737374,197.3737374,-402.6262626,402.6262626,19400,20600,-600,600
-103.8383838,103.8383838,-96.16161616,96.16161616,19800,20200,-200,200
154.6464646,-154.6464646,45.35353535,-45.35353535,20200,19800,200,-200
-143.8383838,143.8383838,-756.1616162,756.1616162,19100,20900,-900,900
-122.020202,122.020202,-277.979798,277.979798,19600,20400,-400,400
100,-100,0,0,20100,19900,100,-100
126.6666667,-126.6666667,473.3333333,-473.3333333,20600,19400,600,-600
100,-96.36666667,0,-3.633333333,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-291.8181818,291.8181818,-1508.181818,1508.181818,18200,21800,-1800,1800
-100,100,-200,200,19700,20300,-300,300
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-100,100,-200,200,19700,20300,-300,300
-126.3636364,126.3636364,-1673.636364,1673.636364,18200,21800,-1800,1800
321.8181818,-321.8181818,1478.181818,-1478.181818,21800,18200,1800,-1800
106.5656566,-106.5656566,93.43434343,-93.43434343,20200,19800,200,-200
-100,100,-200,200,19700,20300,-300,300
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-130.1010101,130.1010101,-1669.89899,1669.89899,18200,21800,-1800,1800
100,-100,0,0,20100,19900,100,-100
-100,100,-200,200,19700,20300,-300,300
-288.4848485,288.4848485,-1511.515152,1511.515152,18200,21800,-1800,1800
1338.181818,-1338.181818,461.8181818,-461.8181818,21800,18200,1800,-1800
100,-100,0,0,20100,19900,100,-100
-114.040404,114.040404,-1685.959596,1685.959596,18200,21800,-1800,1800
100,-100,0,0,20100,19900,100,-100
-140.2020202,140.2020202,-759.7979798,759.7979798,19100,20900,-900,900
-100,100,-200,200,19700,20300,-300,300
-100,100,-200,200,19700,20300,-300,300
100,-100,0,0,20100,19900,100,-100
241.010101,-241.010101,1558.989899,-1558.989899,21800,18200,1800,-1800
-100,100,-200,200,19700,20300,-300,300
-181.8181818,181.8181818,-718.1818182,718.1818182,19100,20900,-900,900
115.5555556,-115.5555556,484.4444444,-484.4444444,20600,19400,600,-600
144.2424242,-144.2424242,55.75757576,-55.75757576,20200,19800,200,-200
225.0505051,-225.0505051,-25.05050505,25.05050505,20200,19800,200,-200
160.8080808,-160.8080808,-160.8080808,160.8080808,20000,20000,0,0
-100,100,0,0,19900,20100,-100,100
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
1.42E-14,0,0,0,20000,20000,0,0
-340.2020202,340.2020202,-1459.79798,1459.79798,18200,21800,-1800,1800
239.4949495,-239.4949495,360.5050505,-360.5050505,20600,19400,600,-600
107.3737374,-107.3737374,492.6262626,-492.6262626,20600,19400,600,-600
100,-100,0,0,20100,19900,100,-100
-327.2727273,327.2727273,-1472.727273,1472.727273,18200,21800,-1800,1800
100,-100,0,0,20100,19900,100,-100
-219.9333333,219.9333333,-80.06666667,80.06666667,19700,20300,-300,300
-236.7676768,236.7676768,-1563.232323,1563.232323,18200,21800,-1800,1800
118.3838384,-118.3838384,481.6161616,-481.6161616,20600,19400,600,-600
-100,100,-200,200,19700,20300,-300,300
-100,100,-200,200,19700,20300,-300,300
898.989899,-898.989899,901.010101,-901.010101,21800,18200,1800,-1800
100,-100,100,-100,20200,19800,200,-200
-163.6363636,163.6363636,-36.36363636,36.36363636,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
-100,100,-200,200,19700,20300,-300,300
-254.2424242,254.2424242,-145.7575758,145.7575758,19600,20400,-400,400
100,-100,0,0,20100,19900,100,-100
-105.959596,105.959596,-294.040404,294.040404,19600,20400,-400,400
-100,100,0,0,19900,20100,-100,100
278.3838384,-278.3838384,2421.616162,-2421.616162,22700,17300,2700,-2700
140.4040404,-140.4040404,459.5959596,-459.5959596,20600,19400,600,-600
-100,100,0,0,19900,20100,-100,100
205.6565657,-205.6565657,-5.656565657,5.656565657,20200,19800,200,-200
-250.4181818,250.4181818,-349.5818182,349.5818182,19400,20600,-600,600
-100,100,-200,200,19700,20300,-300,300
-100,100,0,0,19900,20100,-100,100
-109.4949495,109.4949495,-490.5050505,490.5050505,19400,20600,-600,600
-100,100,0,0,19900,20100,-100,100
-109.4949495,109.4949495,-90.50505051,90.50505051,19800,20200,-200,200
404.7474747,-404.7474747,1395.252525,-1395.252525,21800,18200,1800,-1800
-324.4444444,324.4444444,-2375.555556,2375.555556,17300,22700,-2700,2700
100,-100,0,0,20100,19900,100,-100
-399.1909091,399.1909091,-4100.809091,4100.809091,15500,24500,-4500,4500
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
1000.30303,-1000.30303,799.6969697,-799.6969697,21800,18200,1800,-1800
100,-100,0,0,20100,19900,100,-100
-245.4545455,245.4545455,-654.5454545,654.5454545,19100,20900,-900,900
-216.3636364,216.3636364,-2483.636364,2483.636364,17300,22700,-2700,2700
-160.8080808,160.8080808,-39.19191919,39.19191919,19800,20200,-200,200
-147.3737374,147.3737374,-452.6262626,452.6262626,19400,20600,-600,600
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
100,-100,100,-100,20200,19800,200,-200
418.1818182,-418.1818182,481.8181818,-481.8181818,20900,19100,900,-900
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-123.6363636,123.6363636,-76.36363636,76.36363636,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
3.55E-15,-7.11E-15,0,0,20000,20000,0,0
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-100,100,0,0,19900,20100,-100,100
145.1515152,-145.1515152,54.84848485,-54.84848485,20200,19800,200,-200
-181.7171717,181.7171717,-18.28282828,18.28282828,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
190.1010101,-190.1010101,2509.89899,-2509.89899,22700,17300,2700,-2700
-105.8585859,105.8585859,-94.14141414,94.14141414,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
445.4545455,-445.4545455,154.5454545,-154.5454545,20600,19400,600,-600
-318.1818182,318.1818182,-1481.818182,1481.818182,18200,21800,-1800,1800
-100,100,-100,100,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
0,0,0,0,20000,20000,0,0
-205.2525253,205.2525253,5.252525253,-5.252525253,19800,20200,-200,200
-469.5959596,469.5959596,-1330.40404,1330.40404,18200,21800,-1800,1800
-145.0505051,145.0505051,-254.9494949,254.9494949,19600,20400,-400,400
-131.9191919,131.9191919,-468.0808081,468.0808081,19400,20600,-600,600
100,-100,100,-100,20200,19800,200,-200
158.2828283,-158.2828283,41.71717172,-41.71717172,20200,19800,200,-200
150.9090909,-150.9090909,449.0909091,-449.0909091,20600,19400,600,-600
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
236.8686869,-236.8686869,1563.131313,-1563.131313,21800,18200,1800,-1800
-100,100,0,0,19900,20100,-100,100
-100,100,-200,200,19700,20300,-300,300
100,-100,100,-100,20200,19800,200,-200
-5.33E-15,5.77E-15,0,0,20000,20000,0,0
131.7171717,-131.7171717,68.28282828,-68.28282828,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-126.8686869,126.8686869,-73.13131313,73.13131313,19800,20200,-200,200
-256.7676768,256.7676768,-343.2323232,343.2323232,19400,20600,-600,600
100,-100,0,0,20100,19900,100,-100
-100,100,-200,200,19700,20300,-300,300
-100,100,-100,100,19800,20200,-200,200
-108.8888889,108.8888889,-91.11111111,91.11111111,19800,20200,-200,200
-242.5252525,242.5252525,-1557.474747,1557.474747,18200,21800,-1800,1800
7.11E-15,7.11E-15,0,0,20000,20000,0,0
100,-100,0,0,20100,19900,100,-100
177.4747475,-177.4747475,222.5252525,-222.5252525,20400,19600,400,-400
100,-100,100,-100,20200,19800,200,-200
-133.3333333,133.3333333,-66.66666667,66.66666667,19800,20200,-200,200
140.4040404,-140.4040404,459.5959596,-459.5959596,20600,19400,600,-600
100,-100,0,0,20100,19900,100,-100
-113.4343434,113.4343434,-86.56565657,86.56565657,19800,20200,-200,200
