marly_luck,martin_luck,marly_skill,martin_skill,marly_chip,martin_chip,marly_gain,martin_gain
-127.2727273,127.2727273,-772.7272727,772.7272727,19100,20900,-900,900
-100,100,-200,200,19700,20300,-300,300
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-152.5252525,152.5252525,-447.4747475,447.4747475,19400,20600,-600,600
100,-100,0,0,20100,19900,100,-100
146.969697,-146.969697,53.03030303,-53.03030303,20200,19800,200,-200
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-426.8686869,426.8686869,-2273.131313,2273.131313,17300,22700,-2700,2700
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-460.2020202,460.2020202,-1339.79798,1339.79798,18200,21800,-1800,1800
-100,100,-100,100,19800,20200,-200,200
271.3131313,-271.3131313,-71.31313131,71.31313131,20200,19800,200,-200
-100,100,0,0,19900,20100,-100,100
-226.8,226.8,-73.2,73.2,19700,20300,-300,300
100,-100,200,-200,20300,19700,300,-300
100,-100,100,-100,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
107.3737374,-107.3737374,492.6262626,-492.6262626,20600,19400,600,-600
-116.969697,116.969697,-283.030303,283.030303,19600,20400,-400,400
100,-100,0,0,20100,19900,100,-100
231.3131313,-231.3131313,1568.686869,-1568.686869,21800,18200,1800,-1800
-100,100,-200,200,19700,20300,-300,300
125.0505051,-125.0505051,474.9494949,-474.9494949,20600,19400,600,-600
100,-100,0,0,20100,19900,100,-100
-135.8171717,158.3838384,-2564.182828,2541.616162,17300,22700,-2700,2700
-100,100,0,0,19900,20100,-100,100
-146.4646465,146.4646465,-453.5353535,453.5353535,19400,20600,-600,600
-153.3333333,153.3333333,-446.6666667,446.6666667,19400,20600,-600,600
924.3434343,-924.3434343,875.6565657,-875.6565657,21800,18200,1800,-1800
142.1212121,-142.1212121,57.87878788,-57.87878788,20200,19800,200,-200
-204.9494949,204.9494949,-1595.050505,1595.050505,18200,21800,-1800,1800
-132.3232323,138.389899,-67.67676768,61.61010101,19800,20200,-200,200
-120.6060606,120.6060606,-79.39393939,79.39393939,19800,20200,-200,200
-100,100,-200,200,19700,20300,-300,300
100,-100,0,0,20100,19900,100,-100
100,-100,100,-100,20200,19800,200,-200
-116.1616162,116.1616162,-2583.838384,2583.838384,17300,22700,-2700,2700
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-103.4343434,103.4343434,-2596.565657,2596.565657,17300,22700,-2700,2700
100,-100,200,-200,20300,19700,300,-300
100,-100,0,0,20100,19900,100,-100
-100,100,-100,100,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
299.5959596,-299.5959596,900.4040404,-900.4040404,21200,18800,1200,-1200
-127.4747475,127.4747475,-2572.525253,2572.525253,17300,22700,-2700,2700
140.4040404,-140.4040404,59.5959596,-59.5959596,20200,19800,200,-200
-100,100,-800,800,19100,20900,-900,900
-133.1313131,133.1313131,-1666.868687,1666.868687,18200,21800,-1800,1800
-163.6363636,163.6363636,-736.3636364,736.3636364,19100,20900,-900,900
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-130.5050505,130.5050505,-69.49494949,69.49494949,19800,20200,-200,200
-254.5454545,254.5454545,-345.4545455,345.4545455,19400,20600,-600,600
-164.2424242,164.2424242,-435.7575758,435.7575758,19400,20600,-600,600
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-127.8787879,127.8787879,-472.1212121,472.1212121,19400,20600,-600,600
-104.2424242,104.2424242,-95.75757576,95.75757576,19800,20200,-200,200
113.6363636,-113.6363636,786.3636364,-786.3636364,20900,19100,900,-900
-111.4030303,113.6363636,-788.5969697,786.3636364,19100,20900,-900,900
100,-100,100,-100,20200,19800,200,-200
-190.2222222,208.8888889,-1609.777778,1591.111111,18200,21800,-1800,1800
100,-100,0,0,20100,19900,100,-100
-126.8686869,126.8686869,-1673.131313,1673.131313,18200,21800,-1800,1800
-127.2727273,127.2727273,-472.7272727,472.7272727,19400,20600,-600,600
-173.8383838,173.8383838,-1626.161616,1626.161616,18200,21800,-1800,1800
-107.4747475,107.4747475,-1692.525253,1692.525253,18200,21800,-1800,1800
148.7878788,-148.7878788,451.2121212,-451.2121212,20600,19400,600,-600
-115.1515152,115.1515152,-84.84848485,84.84848485,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-100,100,-500,500,19400,20600,-600,600
100,-100,0,0,20100,19900,100,-100
-137.1717172,137.1717172,-262.8282828,262.8282828,19600,20400,-400,400
-113.6363636,113.6363636,-786.3636364,786.3636364,19100,20900,-900,900
100,-100,0,0,20100,19900,100,-100
-100.6060606,100.6060606,-1699.393939,1699.393939,18200,21800,-1800,1800
-270.2020202,270.2020202,-1529.79798,1529.79798,18200,21800,-1800,1800
438.1818182,-438.1818182,1361.818182,-1361.818182,21800,18200,1800,-1800
-105.5707071,107.0707071,-294.4292929,292.9292929,19600,20400,-400,400
100,-76.43333333,0,-23.56666667,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-117.5757576,117.5757576,-82.42424242,82.42424242,19800,20200,-200,200
-148.989899,148.989899,-51.01010101,51.01010101,19800,20200,-200,200
250.7070707,-250.7070707,-50.70707071,50.70707071,20200,19800,200,-200
100,-100,200,-200,20300,19700,300,-300
1448.888889,-1448.888889,1251.111111,-1251.111111,22700,17300,2700,-2700
262.8282828,-262.8282828,-62.82828283,62.82828283,20200,19800,200,-200
-157.5757576,157.5757576,-2542.424242,2542.424242,17300,22700,-2700,2700
-138.3838384,138.3838384,-61.61616162,61.61616162,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
0.909090909,-0.909090909,-0.909090909,0.909090909,20000,20000,0,0
100,-100,0,0,20100,19900,100,-100
-100,100,-200,200,19700,20300,-300,300
-100,100,0,0,19900,20100,-100,100
-137.5757576,137.5757576,-62.42424242,62.42424242,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
-263.2323232,263.2323232,-2436.767677,2436.767677,17300,22700,-2700,2700
-371.9191919,371.9191919,-1428.080808,1428.080808,18200,21800,-1800,1800
-155.4545455,155.4545455,-44.54545455,44.54545455,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
-216.1616162,216.1616162,-1583.838384,1583.838384,18200,21800,-1800,1800
100,-100,0,0,20100,19900,100,-100
-1.78E-15,5.33E-15,0,0,20000,20000,0,0
103.8383838,-103.8383838,96.16161616,-96.16161616,20200,19800,200,-200
263.1313131,-263.1313131,-63.13131313,63.13131313,20200,19800,200,-200
148.6868687,-127.1535354,451.3131313,-472.8464646,20600,19400,600,-600
169.1242424,-149.0909091,30.87575758,-50.90909091,20200,19800,200,-200
-321.5151515,321.5151515,321.5151515,-321.5151515,20000,20000,0,0
-226.6666667,226.6666667,-1573.333333,1573.333333,18200,21800,-1800,1800
-100,100,0,0,19900,20100,-100,100
474.3434343,-474.3434343,2225.656566,-2225.656566,22700,17300,2700,-2700
243.8383838,-243.8383838,-43.83838384,43.83838384,20200,19800,200,-200
-114.8484848,114.8484848,-85.15151515,85.15151515,19800,20200,-200,200
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
-148.6868687,148.6868687,-451.3131313,451.3131313,19400,20600,-600,600
259.5959596,-259.5959596,140.4040404,-140.4040404,20400,19600,400,-400
-100,100,-200,200,19700,20300,-300,300
-100,100,0,0,19900,20100,-100,100
100,-100,100,-100,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-116.1616162,116.1616162,-2583.838384,2583.838384,17300,22700,-2700,2700
-137.3737374,137.3737374,-62.62626263,62.62626263,19800,20200,-200,200
-147.4747475,147.4747475,-52.52525253,52.52525253,19800,20200,-200,200
-181.8181818,181.8181818,-1018.181818,1018.181818,18800,21200,-1200,1200
-102.4242424,102.4242424,-2597.575758,2597.575758,17300,22700,-2700,2700
100,-86.23333333,0,-13.76666667,20100,19900,100,-100
-100,100,-200,200,19700,20300,-300,300
-184.9494949,184.9494949,-415.0505051,415.0505051,19400,20600,-600,600
-102.4242424,102.4242424,-1697.575758,1697.575758,18200,21800,-1800,1800
3.55E-15,-3.55E-15,0,0,20000,20000,0,0
100,-100,0,0,20100,19900,100,-100
100,-94.76666667,0,-5.233333333,20100,19900,100,-100
-117.979798,117.979798,-482.020202,482.020202,19400,20600,-600,600
103.2323232,-103.2323232,496.7676768,-496.7676768,20600,19400,600,-600
205.4545455,-205.4545455,-5.454545455,5.454545455,20200,19800,200,-200
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
-101.2121212,101.2121212,-2598.787879,2598.787879,17300,22700,-2700,2700
143.3333333,-143.3333333,56.66666667,-56.66666667,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
-31.81818182,31.81818182,31.81818182,-31.81818182,20000,20000,0,0
-259.8989899,259.8989899,-340.1010101,340.1010101,19400,20600,-600,600
-100,100,0,0,19900,20100,-100,100
100,-100,200,-200,20300,19700,300,-300
73.43434343,-73.43434343,-73.43434343,73.43434343,20000,20000,0,0
-100,100,0,0,19900,20100,-100,100
240.8080808,-240.8080808,-40.80808081,40.80808081,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
5.33E-15,-2.22E-15,0,0,20000,20000,0,0
-100,100,0,0,19900,20100,-100,100
-254.8484848,254.8484848,-345.1515152,345.1515152,19400,20600,-600,600
1.78E-15,-1.78E-15,0,0,20000,20000,0,0
-129.2929293,129.2929293,-70.70707071,70.70707071,19800,20200,-200,200
100,-100,200,-200,20300,19700,300,-300
100,-100,200,-200,20300,19700,300,-300
-208.8888889,208.8888889,-1591.111111,1591.111111,18200,21800,-1800,1800
-178.4848485,178.4848485,-1621.515152,1621.515152,18200,21800,-1800,1800
100,-100,100,-100,20200,19800,200,-200
208.1818182,-208.1818182,-8.181818182,8.181818182,20200,19800,200,-200
161.3131313,-161.3131313,38.68686869,-38.68686869,20200,19800,200,-200
-147.4747475,147.4747475,-1652.525253,1652.525253,18200,21800,-1800,1800
-181.1111111,181.1111111,-418.8888889,418.8888889,19400,20600,-600,600
100,-100,0,0,20100,19900,100,-100
-128.4848485,128.4848485,-471.5151515,471.5151515,19400,20600,-600,600
-100,100,0,0,19900,20100,-100,100
-145.0505051,145.0505051,-1654.949495,1654.949495,18200,21800,-1800,1800
-3.55E-15,3.55E-15,0,0,20000,20000,0,0
-297.7777778,297.7777778,-902.2222222,902.2222222,18800,21200,-1200,1200
-100,100,-200,200,19700,20300,-300,300
-100,100,0,0,19900,20100,-100,100
-100,100,0,0,19900,20100,-100,100
-121.010101,121.010101,-2578.989899,2578.989899,17300,22700,-2700,2700
100,-100,0,0,20100,19900,100,-100
-15.25252525,15.25252525,15.25252525,-15.25252525,20000,20000,0,0
-143.6363636,143.6363636,-256.3636364,256.3636364,19600,20400,-400,400
101.2121212,-72.17878788,98.78787879,-127.8212121,20200,19800,200,-200
-100,100,-100,100,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
-5.33E-15,5.33E-15,0,0,20000,20000,0,0
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-127.2727273,127.2727273,-472.7272727,472.7272727,19400,20600,-600,600
-171.3131313,171.3131313,-428.6868687,428.6868687,19400,20600,-600,600
-181.25,181.25,-68.75,68.75,19750,20250,-250,250
-152.4242424,152.4242424,-447.5757576,447.5757576,19400,20600,-600,600
-130.1010101,130.1010101,-69.8989899,69.8989899,19800,20200,-200,200
-137.5757576,137.5757576,-62.42424242,62.42424242,19800,20200,-200,200
-100,100,-800,800,19100,20900,-900,900
-100,100,-200,200,19700,20300,-300,300
100,-100,0,0,20100,19900,100,-100
145.1515152,-145.1515152,1654.848485,-1654.848485,21800,18200,1800,-1800
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
-380.0545455,380.0545455,-1119.945455,1119.945455,18500,21500,-1500,1500
152.8282828,-152.8282828,47.17171717,-47.17171717,20200,19800,200,-200
153.9393939,-153.9393939,1646.060606,-1646.060606,21800,18200,1800,-1800
-143.1313131,143.1313131,-256.8686869,256.8686869,19600,20400,-400,400
-100,100,-800,800,19100,20900,-900,900
130.9090909,-130.9090909,469.0909091,-469.0909091,20600,19400,600,-600
-113.2323232,113.2323232,-86.76767677,86.76767677,19800,20200,-200,200
100,-100,100,-100,20200,19800,200,-200
107.0707071,-107.0707071,292.9292929,-292.9292929,20400,19600,400,-400
100,-100,0,0,20100,19900,100,-100
-181.8181818,181.8181818,-718.1818182,718.1818182,19100,20900,-900,900
-100,100,-800,800,19100,20900,-900,900
169.4949495,-169.4949495,30.50505051,-30.50505051,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-146.5656566,146.5656566,-453.4343434,453.4343434,19400,20600,-600,600
100,-91.13333333,200,-208.8666667,20300,19700,300,-300
100,-100,100,-100,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
252.5252525,-252.5252525,-52.52525253,52.52525253,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
-100,100,-2600,2600,17300,22700,-2700,2700
-136.7676768,136.7676768,-63.23232323,63.23232323,19800,20200,-200,200
-144.6464646,144.6464646,-455.3535354,455.3535354,19400,20600,-600,600
100,-100,0,0,20100,19900,100,-100
127.8787879,-127.8787879,2572.121212,-2572.121212,22700,17300,2700,-2700
-100,100,-800,800,19100,20900,-900,900
-1.42E-14,1.42E-14,0,0,20000,20000,0,0
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
254.7474747,-254.7474747,145.2525253,-145.2525253,20400,19600,400,-400
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
-236.1616162,236.1616162,-1563.838384,1563.838384,18200,21800,-1800,1800
100,-100,0,0,20100,19900,100,-100
136.7676768,-136.7676768,63.23232323,-63.23232323,20200,19800,200,-200
-100,100,-100,100,19800,20200,-200,200
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-5.33E-15,-5.77E-15,0,0,20000,20000,0,0
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
-136.3636364,136.3636364,-763.6363636,763.6363636,19100,20900,-900,900
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-100,200,-200,20300,19700,300,-300
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-151.010101,151.010101,-248.989899,248.989899,19600,20400,-400,400
100,-100,200,-200,20300,19700,300,-300
-149.2929293,149.2929293,-50.70707071,50.70707071,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-109.1919192,109.1919192,-90.80808081,90.80808081,19800,20200,-200,200
-1.42E-14,7.11E-15,0,0,20000,20000,0,0
107.2727273,-107.2727273,-107.2727273,107.2727273,20000,20000,0,0
-137.4747475,137.4747475,-62.52525253,62.52525253,19800,20200,-200,200
-144.040404,144.040404,-55.95959596,55.95959596,19800,20200,-200,200
145.1515152,-145.1515152,54.84848485,-54.84848485,20200,19800,200,-200
124.6464646,-124.6464646,475.3535354,-475.3535354,20600,19400,600,-600
-109.0909091,109.0909091,-2590.909091,2590.909091,17300,22700,-2700,2700
-345.6565657,345.6565657,-1454.343434,1454.343434,18200,21800,-1800,1800
-100,100,-200,200,19700,20300,-300,300
-100,100,-200,200,19700,20300,-300,300
-100,100,-200,200,19700,20300,-300,300
-127.2727273,127.2727273,-72.72727273,72.72727273,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
-142.4242424,142.4242424,-2557.575758,2557.575758,17300,22700,-2700,2700
100,-100,0,0,20100,19900,100,-100
100,-100,100,-100,20200,19800,200,-200
-100,100,0,0,19900,20100,-100,100
100,-100,100,-100,20200,19800,200,-200
-137.1717172,137.1717172,-62.82828283,62.82828283,19800,20200,-200,200
125.6565657,-125.6565657,74.34343434,-74.34343434,20200,19800,200,-200
232.5252525,-232.5252525,1567.474747,-1567.474747,21800,18200,1800,-1800
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-100,100,-200,200,19700,20300,-300,300
100,-100,0,0,20100,19900,100,-100
-102.8282828,102.8282828,-1697.171717,1697.171717,18200,21800,-1800,1800
-109.4949495,109.4949495,-90.50505051,90.50505051,19800,20200,-200,200
100,-100,100,-100,20200,19800,200,-200
100,-100,200,-200,20300,19700,300,-300
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
100,-100,100,-100,20200,19800,200,-200
-100,100,0,0,19900,20100,-100,100
-100,100,0,0,19900,20100,-100,100
-100,100,0,0,19900,20100,-100,100
-100,100,-200,200,19700,20300,-300,300
-100,100,0,0,19900,20100,-100,100
100,-100,100,-100,20200,19800,200,-200
256.3636364,-256.3636364,-56.36363636,56.36363636,20200,19800,200,-200
-196.6666667,196.6666667,-1603.333333,1603.333333,18200,21800,-1800,1800
-100,100,-200,200,19700,20300,-300,300
361.6,-361.6,-61.6,61.6,20300,19700,300,-300
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-154.5454545,154.5454545,-445.4545455,445.4545455,19400,20600,-600,600
-118.1818182,118.1818182,-781.8181818,781.8181818,19100,20900,-900,900
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
-176.6666667,176.6666667,-1623.333333,1623.333333,18200,21800,-1800,1800
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-100,100,-200,200,19700,20300,-300,300
238.8888889,-238.8888889,1561.111111,-1561.111111,21800,18200,1800,-1800
626.4727273,-626.4727273,7473.527273,-7473.527273,28100,11900,8100,-8100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-129.5959596,129.5959596,-470.4040404,470.4040404,19400,20600,-600,600
-100,100,0,0,19900,20100,-100,100
-132.7272727,132.7272727,-67.27272727,67.27272727,19800,20200,-200,200
-108.6868687,108.6868687,-491.3131313,491.3131313,19400,20600,-600,600
-1028.484848,1028.484848,-771.5151515,771.5151515,18200,21800,-1800,1800
141.2121212,-141.2121212,58.78787879,-58.78787879,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
100,-99,0,-1,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
1307.979798,-1307.979798,1392.020202,-1392.020202,22700,17300,2700,-2700
100,-100,0,0,20100,19900,100,-100
15.15151515,-15.15151515,-15.15151515,15.15151515,20000,20000,0,0
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-147.3737374,147.3737374,-1652.626263,1652.626263,18200,21800,-1800,1800
2.66E-15,-2.66E-15,0,0,20000,20000,0,0
107.1717172,-107.1717172,92.82828283,-92.82828283,20200,19800,200,-200
-100,100,-200,200,19700,20300,-300,300
100,-100,0,0,20100,19900,100,-100
-147.4747475,147.4747475,-1652.525253,1652.525253,18200,21800,-1800,1800
-243.3333333,243.3333333,-356.6666667,356.6666667,19400,20600,-600,600
100,-100,0,0,20100,19900,100,-100
-80.4040404,80.4040404,80.4040404,-80.4040404,20000,20000,0,0
3.55E-15,-1.07E-14,0,0,20000,20000,0,0
100,-100,0,0,20100,19900,100,-100
-100,100,-800,800,19100,20900,-900,900
100,-100,200,-200,20300,19700,300,-300
-278.4848485,278.4848485,-1521.515152,1521.515152,18200,21800,-1800,1800
148.2828283,-148.2828283,51.71717172,-51.71717172,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-254.8924242,254.8924242,-245.1075758,245.1075758,19500,20500,-500,500
-390.7070707,390.7070707,-2309.292929,2309.292929,17300,22700,-2700,2700
-136.5656566,136.5656566,-1663.434343,1663.434343,18200,21800,-1800,1800
100,-100,0,0,20100,19900,100,-100
156.6666667,-156.6666667,243.3333333,-243.3333333,20400,19600,400,-400
100,-100,0,0,20100,19900,100,-100
144.5454545,-144.5454545,255.4545455,-255.4545455,20400,19600,400,-400
100,-100,100,-100,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
3.55E-15,-3.55E-15,0,0,20000,20000,0,0
-100,100,0,0,19900,20100,-100,100
138.3838384,-138.3838384,61.61616162,-61.61616162,20200,19800,200,-200
100,-100,0,0,20100,19900,100,-100
-164.8484848,164.8484848,-35.15151515,35.15151515,19800,20200,-200,200
100,-100,200,-200,20300,19700,300,-300
-320.2020202,320.2020202,-1479.79798,1479.79798,18200,21800,-1800,1800
-235.5555556,235.5555556,-2464.444444,2464.444444,17300,22700,-2700,2700
-131.7171717,131.7171717,-68.28282828,68.28282828,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
100,-99.43333333,0,-0.566666667,20100,19900,100,-100
-100,100,-100,100,19800,20200,-200,200
-136.3636364,136.3636364,-763.6363636,763.6363636,19100,20900,-900,900
-104.5454545,104.5454545,-795.4545455,795.4545455,19100,20900,-900,900
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-154.3434343,154.3434343,-45.65656566,45.65656566,19800,20200,-200,200
148.1818182,-148.1818182,251.8181818,-251.8181818,20400,19600,400,-400
-129.2929293,129.2929293,-70.70707071,70.70707071,19800,20200,-200,200
-178.3838384,178.3838384,-421.6161616,421.6161616,19400,20600,-600,600
100,-100,100,-100,20200,19800,200,-200
-100,100,-800,800,19100,20900,-900,900
-317.7777778,317.7777778,-1482.222222,1482.222222,18200,21800,-1800,1800
-100,100,-800,800,19100,20900,-900,900
-136.1616162,136.1616162,-463.8383838,463.8383838,19400,20600,-600,600
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
0,0,0,0,20000,20000,0,0
-1472.424242,1472.424242,-1227.575758,1227.575758,17300,22700,-2700,2700
-150.8080808,150.8080808,-49.19191919,49.19191919,19800,20200,-200,200
-113.9393939,113.9393939,-486.0606061,486.0606061,19400,20600,-600,600
100,-100,0,0,20100,19900,100,-100
100,-100,200,-200,20300,19700,300,-300
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
0,0,0,0,20000,20000,0,0
-181.4141414,181.4141414,-1618.585859,1618.585859,18200,21800,-1800,1800
100,-100,100,-100,20200,19800,200,-200
100,-100,100,-100,20200,19800,200,-200
-105.8585859,105.8585859,-94.14141414,94.14141414,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
-98.41212121,114.5454545,-2601.587879,2585.454545,17300,22700,-2700,2700
-100,100,-200,200,19700,20300,-300,300
100,-100,0,0,20100,19900,100,-100
100,-74.56666667,0,-25.43333333,20100,19900,100,-100
-172.5252525,172.5252525,-427.4747475,427.4747475,19400,20600,-600,600
-182.6262626,182.6262626,-1617.373737,1617.373737,18200,21800,-1800,1800
-100,100,0,0,19900,20100,-100,100
-153.9393939,153.9393939,-1646.060606,1646.060606,18200,21800,-1800,1800
-104.3434343,104.3434343,-495.6565657,495.6565657,19400,20600,-600,600
0,0,0,0,20000,20000,0,0
-84.52828283,109.4949495,-515.4717172,490.5050505,19400,20600,-600,600
100,-100,0,0,20100,19900,100,-100
-335.7575758,335.7575758,-2364.242424,2364.242424,17300,22700,-2700,2700
-233.1313131,233.1313131,-2466.868687,2466.868687,17300,22700,-2700,2700
-167.979798,167.979798,-432.020202,432.020202,19400,20600,-600,600
100,-100,0,0,20100,19900,100,-100
140.1010101,-140.1010101,1659.89899,-1659.89899,21800,18200,1800,-1800
179.5959596,-179.5959596,1620.40404,-1620.40404,21800,18200,1800,-1800
-147.1717172,147.1717172,-52.82828283,52.82828283,19800,20200,-200,200
100,-100,0,0,20100,19900,100,-100
-249,249,-651,651,19100,20900,-900,900
-100,100,-200,200,19700,20300,-300,300
164.7474747,-164.7474747,35.25252525,-35.25252525,20200,19800,200,-200
5.33E-15,-5.33E-15,0,0,20000,20000,0,0
-100,100,-200,200,19700,20300,-300,300
-182.2222222,182.2222222,-1617.777778,1617.777778,18200,21800,-1800,1800
-297.7777778,297.7777778,-1502.222222,1502.222222,18200,21800,-1800,1800
292.7,-292.7,-42.7,42.7,20250,19750,250,-250
-408.6868687,408.6868687,-1391.313131,1391.313131,18200,21800,-1800,1800
-114.5454545,114.5454545,-785.4545455,785.4545455,19100,20900,-900,900
100,-100,0,0,20100,19900,100,-100
-100,100,0,0,19900,20100,-100,100
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
-219.3585859,245.8585859,-1580.641414,1554.141414,18200,21800,-1800,1800
301.1111111,-301.1111111,1498.888889,-1498.888889,21800,18200,1800,-1800
-270.3030303,270.3030303,-329.6969697,329.6969697,19400,20600,-600,600
-109.0909091,109.0909091,-790.9090909,790.9090909,19100,20900,-900,900
100,-100,200,-200,20300,19700,300,-300
-196.1616162,196.1616162,-703.8383838,703.8383838,19100,20900,-900,900
100,-100,0,0,20100,19900,100,-100
493.7434343,-493.7434343,1006.256566,-1006.256566,21500,18500,1500,-1500
-100,100,0,0,19900,20100,-100,100
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-95.9,0,-4.1,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
100,-100,100,-100,20200,19800,200,-200
100,-100,200,-200,20300,19700,300,-300
100,-100,0,0,20100,19900,100,-100
100,-100,0,0,20100,19900,100,-100
-464.3767677,464.3767677,-6285.623232,6285.623232,13250,26750,-6750,6750
-183.2323232,183.2323232,-1016.767677,1016.767677,18800,21200,-1200,1200
-111.9191919,111.9191919,-1688.080808,1688.080808,18200,21800,-1800,1800
100,-100,0,0,20100,19900,100,-100
-152.3232323,152.3232323,-447.6767677,447.6767677,19400,20600,-600,600
-100,100,0,0,19900,20100,-100,100
101.5151515,-101.5151515,498.4848485,-498.4848485,20600,19400,600,-600
-162.9292929,162.9292929,-437.0707071,437.0707071,19400,20600,-600,600
100,-100,0,0,20100,19900,100,-100
-100.6060606,100.6060606,-99.39393939,99.39393939,19800,20200,-200,200
-144.2424242,144.2424242,-55.75757576,55.75757576,19800,20200,-200,200
187.3737374,-187.3737374,412.6262626,-412.6262626,20600,19400,600,-600
100,-100,0,0,20100,19900,100,-100
244.040404,-244.040404,155.959596,-155.959596,20400,19600,400,-400
-100,100,0,0,19900,20100,-100,100
-3.55E-15,7.11E-15,0,0,20000,20000,0,0
100,-100,0,0,20100,19900,100,-100
-136.7676768,136.7676768,-1663.232323,1663.232323,18200,21800,-1800,1800
100,-100,0,0,20100,19900,100,-100
100,-100,100,-100,20200,19800,200,-200
-100,100,0,0,19900,20100,-100,100
-108.8888889,108.8888889,-491.1111111,491.1111111,19400,20600,-600,600
151.9191919,-151.9191919,248.0808081,-248.0808081,20400,19600,400,-400
